cityId,searchRadius,hCountLevel0,hCountLevel1,hCountLevel2,hCountLevel3,hCountLevel7,cCountLevel0,cCountLevel1,cCountLevel2,cCountLevel3,cCountLevel7,rCountLevel0,rCountLevel1,rCountLevel2,rCountLevel3,rCountLevel7,aCountLevel0,aCountLevel1,aCountLevel2,aCountLevel3,aCountLevel7,iCountLevel0,iCountLevel1,iCountLevel2,iCountLevel3,iCountLevel7,nCountLevel0,nCountLevel1,nCountLevel2,nCountLevel3,nCountLevel7
466804,50000,12,20,0,0,0,150,96,2,2,0,366,57,5,0,0,61,1,4,7,0,0,0,0,0,0,77,77,1,0,0
757530,20000,6,7,2,0,2,32,77,3,1,0,443,53,1,3,0,8,0,0,0,0,0,0,0,0,0,83,83,1,0,0
638,20000,6,8,2,0,1,32,83,3,1,0,438,58,1,3,0,8,0,0,0,0,0,0,0,0,0,81,81,1,0,0
466805,30000,11,8,2,2,9,4,10,1,4,0,366,21,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1
466806,20000,0,0,0,0,0,2,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,50000,15,31,4,3,1,125,259,12,14,0,404,84,6,6,0,8,4,37,32,0,0,0,0,0,0,194,194,3,2,1
345009,20000,11,14,0,0,0,73,51,0,0,0,216,47,5,0,0,12,1,2,4,0,0,0,0,0,0,25,25,1,0,0
757542,20000,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,0
35,20000,3,5,1,0,1,4,5,0,0,0,176,10,0,0,0,1,2,0,0,0,0,0,0,0,0,30,30,1,0,0
900,50000,18,32,5,3,2,127,239,12,14,0,433,63,1,3,0,8,3,37,32,0,0,0,0,0,0,252,252,1,2,1
779,20000,2,2,0,2,1,1,2,3,0,0,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,20000,15,17,0,1,0,0,2,0,0,0,26,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
216,50000,15,23,3,2,0,11,10,4,3,1,156,53,2,5,0,51,8,0,3,0,0,0,0,0,0,62,62,10,0,0
953,20000,6,1,2,4,0,0,2,0,0,0,96,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,20000,1,0,0,4,0,8,12,0,0,0,18,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131939,20000,5,12,2,4,3,6,3,1,2,1,2,9,1,2,2,0,6,0,1,11,0,0,0,0,0,9,9,1,2,0
131928,20000,10,7,0,1,7,1,1,0,1,0,11,2,0,2,5,9,6,1,1,35,0,0,0,0,0,221,221,1,0,0
131934,30000,31,66,6,9,15,50,39,6,19,5,12,26,3,7,8,18,13,2,3,138,0,0,0,0,0,376,376,1,5,1
839,20000,21,63,3,8,11,47,37,5,16,5,9,25,2,6,7,14,13,2,3,128,0,0,0,0,0,344,344,0,3,0
188,50000,268,107,11,47,52,73,68,39,92,38,57,75,2,21,50,94,38,2,8,31,0,0,0,0,1,59,59,27,24,1
132180,20000,0,1,0,0,0,4,3,0,0,1,9,45,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0
132154,20000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132148,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,20000,0,3,0,0,0,0,2,0,0,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1172,20000,1,1,0,0,1,2,2,0,0,0,4,6,0,0,0,6,0,0,1,2,0,0,0,0,0,16,16,0,0,0
1040,50000,6,16,3,1,3,21,28,0,2,8,30,130,1,0,4,1,5,0,0,5,0,0,0,0,0,16,16,0,0,0
132127,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,20000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132116,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,20000,2,32,0,0,0,7,19,4,0,2,11,41,0,0,0,0,1,0,0,11,0,0,0,0,2,0,0,0,0,0
1960,50000,18,146,54,265,6,50,253,68,87,22,69,383,10,29,4,11,28,5,23,188,0,0,0,0,1,40,40,0,2,5
1932,20000,9,28,1,3,1,90,119,6,1,2,42,276,0,4,2,0,0,0,1,8,0,0,0,0,1,20,20,0,1,0
1474,50000,14,86,4,0,3,37,97,6,6,7,21,147,2,2,7,2,5,0,0,14,0,0,0,0,0,5,5,3,1,0
132610,30000,6,22,0,1,1,4,29,2,2,7,13,51,0,1,6,0,0,0,1,3,0,0,0,0,0,2,2,0,0,0
132318,20000,5,19,1,3,1,1,19,1,0,1,7,39,0,3,2,0,0,0,1,9,0,0,0,0,0,20,20,0,1,0
132331,20000,12,108,3,8,0,17,37,4,10,0,21,133,1,1,0,1,2,0,2,0,0,0,0,1,0,6,6,3,0,0
132627,30000,11,19,1,1,0,6,22,2,1,6,16,46,0,1,3,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0
132590,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132534,20000,3,16,0,1,0,28,71,1,3,2,10,95,0,0,1,0,7,0,0,5,0,0,0,0,1,0,0,0,0,0
132509,30000,8,27,0,0,0,25,61,3,0,2,12,43,0,2,2,2,8,0,1,1,0,0,0,0,0,6,6,0,0,0
132486,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132230,20000,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132415,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132209,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,20000,3,6,0,0,1,5,7,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
1491876,20000,23,70,1,1,0,13,42,1,1,1,29,171,0,0,0,0,1,0,0,4,0,0,0,0,0,3,3,0,0,0
132692,20000,0,10,0,0,0,3,8,0,0,0,2,19,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
1244,30000,1,19,1,3,0,27,43,9,7,2,15,83,1,2,1,1,5,2,2,10,0,0,0,0,0,3,3,0,0,0
1552,20000,18,174,49,244,8,46,269,72,69,18,72,383,9,28,4,8,21,4,23,164,0,0,0,0,1,3,3,0,0,5
1073,20000,3,18,0,1,0,29,77,3,3,2,11,101,0,0,1,0,7,0,0,5,0,0,0,0,1,0,0,1,0,0
1466,30000,5,29,1,0,0,5,32,0,4,1,4,24,0,1,2,1,1,1,0,3,0,0,0,0,0,57,57,1,0,0
1144,30000,4,24,0,1,0,35,81,3,3,2,12,113,0,0,2,0,7,0,0,6,0,0,0,0,1,0,0,1,0,0
1619,20000,21,74,1,3,1,9,55,1,2,1,33,199,0,1,0,1,5,0,0,4,0,0,0,0,0,1,1,0,0,0
1598,20000,33,109,5,14,4,42,169,32,23,1,67,418,3,5,1,2,5,1,1,27,0,0,0,0,0,1,1,0,0,1
1963,20000,2,39,0,0,0,5,41,2,0,2,7,35,1,1,0,0,1,0,1,0,0,0,0,0,1,3,3,0,0,0
1400,20000,5,7,0,0,0,6,9,0,0,1,2,16,1,0,2,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0
132315,30000,17,103,7,12,3,44,182,49,32,5,77,413,3,6,1,2,6,0,3,46,0,0,0,0,0,6,6,0,0,3
132320,20000,17,161,52,254,6,47,261,60,87,24,70,383,11,27,4,8,20,4,23,162,0,0,0,0,1,6,6,0,0,5
132651,20000,2,31,0,0,0,7,18,3,0,2,11,41,0,0,0,0,1,0,0,11,0,0,0,0,2,0,0,0,0,0
132330,20000,4,23,0,0,0,24,30,4,1,0,16,114,2,0,0,1,2,0,0,1,0,0,0,0,0,5,5,0,0,0
132283,20000,6,39,2,1,1,12,34,2,0,2,51,225,1,3,1,1,1,0,1,9,0,0,0,0,0,1,1,0,0,0
132290,20000,7,39,1,0,0,26,39,3,1,2,32,211,2,2,1,2,1,0,0,7,0,0,0,0,0,5,5,0,0,0
132275,30000,6,28,1,0,0,5,31,0,4,1,4,23,0,1,2,1,1,1,0,4,0,0,0,0,0,56,56,1,0,0
132267,20000,23,72,1,1,0,13,42,1,1,1,28,181,0,0,0,0,1,0,0,4,0,0,0,0,0,3,3,0,0,0
132245,50000,46,249,35,150,10,63,316,57,43,5,93,396,2,7,1,10,29,5,23,190,0,0,0,0,1,37,37,0,2,5
132263,30000,1,19,1,3,0,27,43,9,7,2,15,80,1,2,1,1,5,2,2,10,0,0,0,0,0,3,3,0,0,0
132260,20000,13,168,50,254,7,41,286,70,65,12,71,382,10,28,4,9,19,5,23,171,0,0,0,0,1,8,8,0,1,5
132236,30000,23,208,43,212,9,62,276,71,56,10,72,407,3,15,2,9,26,5,23,174,0,0,0,0,1,9,9,0,1,5
132681,20000,24,92,1,1,1,30,63,1,3,2,42,254,2,0,0,1,1,0,0,14,0,0,0,0,0,5,5,0,0,0
132258,30000,36,134,4,12,4,43,153,20,19,1,61,433,2,4,0,2,6,0,0,27,0,0,0,0,0,2,2,0,0,0
132254,20000,21,49,1,1,0,5,34,1,2,1,23,148,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0
132238,20000,31,108,5,14,4,42,164,31,22,1,66,411,3,5,1,2,5,0,1,27,0,0,0,0,0,1,1,0,0,1
132223,20000,8,49,0,0,0,12,30,1,1,0,19,96,0,1,0,0,2,0,1,1,0,0,0,0,0,3,3,0,1,0
132221,30000,20,179,49,241,5,66,252,60,79,23,73,392,10,19,3,7,22,4,21,139,0,0,0,0,1,7,7,0,0,5
132208,20000,28,117,11,65,5,98,261,44,79,10,59,346,4,7,1,6,3,1,4,55,0,0,0,0,0,32,32,0,2,1
132669,20000,27,112,2,3,0,33,88,2,2,1,48,329,2,1,0,2,6,0,0,7,0,0,0,0,0,2,2,0,0,0
132188,20000,12,55,1,0,1,33,54,5,4,5,29,189,2,0,1,1,1,0,0,12,0,0,0,0,0,29,29,0,1,0
132191,20000,44,211,37,188,8,84,289,58,48,3,65,418,5,9,1,6,13,2,9,102,0,0,0,0,1,16,16,0,2,3
1187,20000,4,14,0,0,0,3,11,0,1,0,12,37,0,1,0,0,4,0,1,0,0,1,0,0,0,3,3,0,1,0
1444,20000,15,111,3,9,0,20,41,4,10,0,31,150,1,2,0,1,4,0,3,0,0,0,0,1,0,7,7,1,0,0
1549,20000,9,64,3,7,2,37,113,37,25,6,52,282,3,8,1,1,4,0,4,31,0,0,0,0,0,5,5,0,0,2
1236,20000,7,30,1,2,1,90,123,5,1,2,50,328,0,4,2,1,0,0,1,8,0,0,0,0,1,11,11,0,1,0
1494,50000,64,46,4,4,2,81,87,20,16,4,56,84,0,2,0,89,10,6,7,5,0,0,0,1,0,24,24,2,1,0
1910,30000,4,38,0,1,0,4,35,2,2,6,14,53,0,1,6,0,0,0,1,3,0,0,0,0,0,2,2,0,0,0
1866,20000,4,46,1,0,0,26,24,3,2,1,33,113,0,0,2,3,2,0,0,3,1,0,0,0,0,0,0,1,0,0
1108,30000,11,19,1,1,0,6,22,3,1,6,16,46,0,1,3,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0
1409,20000,1,45,0,0,0,6,45,0,0,2,8,95,0,0,3,8,2,0,0,4,0,0,0,0,0,0,0,0,0,0
1887,20000,6,18,0,0,0,18,29,2,0,2,9,35,0,2,2,1,4,0,1,1,0,0,0,0,0,6,6,0,0,0
1500,20000,4,13,0,0,0,6,5,0,0,0,1,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4770,20000,86,172,27,77,125,102,131,56,105,87,30,139,14,70,232,3,8,7,37,399,0,0,0,1,61,48,48,8,55,6
3750,20000,85,159,23,16,143,89,140,11,12,81,129,74,9,7,192,20,9,16,9,427,0,0,0,0,12,17,17,4,20,2
132781,20000,86,159,24,16,148,89,144,12,12,84,131,79,9,7,196,16,9,18,9,429,0,0,0,0,12,18,18,4,20,2
3676,20000,64,48,8,16,80,88,117,9,12,54,117,89,4,13,122,2,12,2,11,449,0,0,0,0,1,37,37,3,6,1
1276155,20000,68,50,8,16,83,89,118,9,13,54,119,91,4,13,128,2,11,2,11,449,0,0,0,0,2,34,34,3,6,1
2534,50000,62,182,30,84,134,50,138,46,115,121,16,144,16,63,244,0,2,3,20,471,1,7,0,1,84,102,102,19,72,8
4299,50000,61,52,6,2,6,36,142,54,21,13,98,220,5,10,10,49,43,13,6,30,1,3,3,0,6,81,81,42,12,2
133316,20000,34,27,3,0,7,29,49,5,0,14,37,101,4,5,7,23,18,0,0,44,0,0,0,0,6,7,7,5,3,6
5499,50000,62,88,4,6,16,59,165,23,29,31,93,341,26,5,32,7,31,4,20,417,1,5,0,1,14,91,91,8,11,7
5042,20000,4,54,10,16,2,37,141,41,26,4,32,114,7,4,5,4,14,1,2,83,0,1,1,0,2,11,11,17,7,1
133324,20000,6,11,0,0,0,34,19,4,1,1,15,35,0,0,0,1,4,3,0,0,0,0,3,0,0,13,13,0,0,1
132851,20000,37,24,7,1,8,41,64,12,6,10,64,167,5,6,6,2,26,0,1,52,0,0,0,0,8,11,11,6,5,7
5893,20000,6,11,1,0,2,11,17,4,3,3,9,32,1,0,6,1,4,1,0,14,0,0,1,0,3,2,2,1,1,5
5493,30000,10,24,0,0,0,4,43,6,7,3,13,64,4,0,0,4,12,0,5,14,0,0,0,1,0,143,143,6,7,2
132852,20000,5,8,1,0,3,13,14,3,2,2,8,25,1,0,6,0,2,0,0,13,0,0,0,0,4,1,1,1,3,6
5345,20000,6,26,2,1,0,7,24,4,6,5,6,34,4,0,3,2,7,1,2,13,0,0,0,0,0,12,12,1,3,0
132831,20000,9,9,0,0,0,0,3,2,2,0,22,31,0,0,0,6,5,0,0,4,1,0,0,0,1,29,29,2,1,0
133133,20000,1,13,0,0,1,3,14,2,2,0,8,31,2,0,0,0,0,0,0,7,0,0,0,0,0,4,4,1,1,0
5000,20000,7,22,0,2,4,5,30,2,2,3,27,122,7,1,0,0,4,0,0,29,0,0,0,0,3,17,17,3,3,0
4970,50000,61,164,9,6,15,49,316,26,38,56,108,328,10,13,34,13,187,9,19,229,1,1,3,2,53,75,75,7,13,3
133155,20000,3,6,0,0,0,6,7,1,1,0,10,22,3,0,0,0,3,0,0,1,0,0,0,0,0,9,9,2,1,0
4383,20000,16,12,0,2,4,19,30,2,3,7,29,60,1,0,3,11,10,0,0,24,2,0,0,0,3,18,18,2,1,0
4835,50000,28,72,9,6,14,86,261,59,46,32,82,164,11,16,21,44,121,6,11,278,0,2,1,2,6,160,160,43,16,9
133295,20000,15,36,2,3,6,54,187,32,29,20,53,84,8,10,13,4,74,3,10,131,0,0,0,1,4,62,62,14,4,2
133342,20000,2,6,0,0,0,1,5,1,4,0,5,9,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,4,1
133083,20000,14,29,4,0,2,16,44,3,8,4,26,105,2,1,0,6,14,0,2,18,0,0,0,0,8,62,62,5,12,5
4935,50000,251,178,25,12,31,86,257,41,59,45,114,313,12,20,40,8,72,5,18,395,0,0,0,3,61,160,160,27,29,41
5276,20000,10,36,0,1,0,21,23,4,1,1,19,33,0,2,1,10,14,2,2,12,0,0,0,1,4,17,17,9,2,1
6801,50000,84,185,21,21,4,67,110,17,45,1,28,75,7,46,4,57,4,4,13,3,0,0,0,0,0,91,91,0,0,1
6504,20000,21,10,1,4,0,20,13,1,6,0,0,3,6,13,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
133381,20000,44,97,21,14,3,55,78,17,42,1,12,45,5,42,4,0,4,4,12,3,0,0,0,0,0,10,10,0,0,0
6136,20000,6,22,0,0,0,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6588,20000,8,31,0,1,0,6,9,0,2,0,3,11,0,0,0,56,0,0,0,0,0,0,0,0,0,45,45,0,0,0
6619,20000,21,34,0,5,1,7,11,1,5,1,20,27,1,17,18,0,2,0,0,2,0,0,0,0,0,1,1,3,0,0
133425,20000,39,11,1,3,2,15,25,0,4,1,22,23,0,1,15,5,5,0,3,3,0,0,0,0,0,16,16,1,2,0
133450,20000,80,65,3,6,3,29,24,8,8,4,39,82,4,6,7,34,2,1,1,15,0,0,0,0,1,11,11,3,1,0
6264,30000,135,111,7,14,15,34,44,12,17,15,62,144,8,10,28,63,8,3,3,39,0,0,0,0,3,16,16,5,9,0
133478,50000,5,32,0,0,1,2,4,1,0,0,32,463,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
133507,20000,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133467,30000,0,37,0,0,0,0,2,0,0,0,117,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133464,50000,11,14,0,0,0,3,10,1,0,0,14,481,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6599,20000,10,4,0,0,0,2,2,1,0,0,10,68,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133484,50000,1,8,0,0,0,1,3,1,0,0,5,477,0,0,0,0,1,0,0,0,0,0,0,0,0,11,11,1,0,0
133512,50000,3,14,1,1,1,0,12,0,0,0,7,175,2,1,1,0,1,0,0,0,0,0,0,0,0,10,10,0,0,0
133510,50000,5,13,1,1,0,1,8,1,2,0,7,94,2,3,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0
133502,50000,5,11,0,3,1,2,6,1,1,0,24,170,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133514,50000,1,5,1,3,8,0,4,0,0,0,0,86,0,3,8,0,1,0,2,3,0,0,0,0,0,1,1,0,0,0
133523,50000,9,29,6,1,0,15,16,4,9,0,29,455,8,7,1,1,0,3,2,0,0,0,0,0,0,2,2,3,1,0
133509,50000,1,20,0,0,0,1,14,0,0,0,12,114,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133471,50000,8,15,0,2,1,3,7,2,1,0,22,216,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
133491,50000,8,5,0,0,0,0,2,3,0,0,11,73,1,1,0,3,0,0,0,0,0,0,0,0,0,9,9,4,2,0
6903,20000,2,1,0,0,0,0,2,1,0,0,5,32,1,1,0,2,0,0,0,0,0,0,0,0,0,6,6,2,0,0
133468,50000,55,135,8,19,1,41,107,9,20,0,85,403,7,4,0,3,2,10,8,0,0,0,0,0,0,8,8,0,2,0
133499,50000,1,16,0,0,1,0,7,5,1,0,9,83,3,4,1,2,0,0,0,0,0,0,0,0,0,9,9,4,0,0
6132,20000,0,7,0,0,0,0,0,2,0,0,2,26,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0
133522,50000,0,2,0,0,0,2,7,1,1,0,7,106,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133481,50000,7,4,0,0,0,0,2,0,0,0,26,172,3,1,0,1,2,0,0,2,0,0,0,0,0,2,2,2,0,0
133506,50000,6,7,1,0,1,0,5,0,0,0,6,157,1,2,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0
133497,50000,16,28,0,0,0,9,28,1,3,0,73,397,0,0,0,3,0,0,1,0,0,0,0,0,0,2,2,1,1,0
133488,50000,0,4,1,0,0,0,4,0,0,0,15,96,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133520,50000,1,45,1,0,0,0,3,1,2,0,7,154,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1
133504,50000,8,1,0,0,0,0,2,0,1,0,5,67,0,2,0,2,0,1,0,0,0,0,0,0,0,10,10,0,1,0
133517,50000,4,14,0,0,0,2,9,0,0,0,34,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133469,30000,13,13,0,0,0,4,5,1,0,0,42,106,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133508,50000,3,15,0,0,0,2,12,1,0,0,15,173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133515,30000,0,2,0,0,0,1,6,1,0,0,0,45,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
133473,30000,0,0,0,0,0,0,2,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133486,50000,3,38,1,0,0,0,7,1,1,0,18,480,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
133489,50000,12,34,0,1,0,2,11,0,0,0,40,145,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133519,50000,3,22,0,0,0,2,5,0,2,0,52,317,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
133463,50000,2,24,0,0,0,0,16,0,0,0,14,147,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
133503,50000,5,8,0,0,0,0,3,0,0,0,15,465,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133511,50000,4,22,0,1,1,3,10,1,2,1,19,181,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
133495,50000,3,9,0,0,0,1,3,0,0,0,26,159,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
133496,30000,0,0,0,0,0,0,0,1,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133477,50000,18,42,2,2,0,15,45,3,7,0,71,422,5,1,0,2,2,1,2,0,0,0,0,0,0,9,9,0,0,0
133513,50000,5,9,2,0,1,0,3,4,2,1,12,157,2,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,5,1
133493,30000,1,8,0,0,0,0,6,0,0,0,3,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133475,50000,56,125,8,19,1,37,103,9,18,0,71,411,4,11,1,0,2,10,8,0,0,0,0,0,0,7,7,0,1,0
133470,50000,10,7,0,0,0,4,13,1,2,0,19,223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133485,50000,3,15,1,1,1,1,15,1,0,0,8,189,2,2,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
133483,30000,0,5,1,0,0,0,2,0,0,0,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133494,50000,59,134,8,19,1,38,106,9,19,0,60,424,4,10,0,1,2,8,8,0,0,0,0,0,0,7,7,0,2,0
6790,20000,0,2,0,0,0,0,2,0,0,0,4,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133501,50000,6,16,0,1,0,0,3,0,0,0,11,144,3,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
133479,50000,7,39,0,0,0,1,4,0,0,0,20,228,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
133521,50000,4,21,0,1,0,3,6,2,2,0,20,163,4,4,0,0,0,0,1,0,0,0,0,0,0,6,6,2,0,0
133518,50000,6,3,0,0,0,0,2,0,0,0,18,121,3,1,0,1,2,0,0,0,0,0,0,0,0,10,10,1,0,0
6589,20000,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6776,20000,25,71,5,16,1,16,43,6,10,0,70,410,5,13,0,0,1,6,5,0,0,0,0,0,0,0,0,0,1,0
133500,50000,2,12,0,0,0,0,12,0,0,0,7,129,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133498,30000,1,4,0,0,0,0,0,0,0,0,5,27,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
133516,50000,15,22,0,0,0,5,11,1,0,0,112,383,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133525,50000,15,25,0,0,1,4,10,2,0,0,81,409,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133490,50000,0,6,0,0,0,1,11,1,1,0,5,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133465,50000,6,18,1,1,7,1,5,0,3,1,6,151,0,10,8,0,1,0,1,1,0,0,0,0,0,2,2,0,0,0
133526,30000,0,0,0,0,0,0,1,0,0,0,1,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133505,50000,6,20,0,1,0,3,6,1,3,0,18,184,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
6846,30000,2,15,0,1,0,1,4,0,2,0,4,84,0,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
133487,50000,1,16,1,0,0,0,1,0,0,0,17,384,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
133474,50000,5,18,1,2,0,1,10,0,0,0,31,239,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
133492,50000,6,3,0,0,0,0,4,0,1,0,6,89,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6827,20000,2,7,1,0,1,0,6,0,0,0,3,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133524,50000,6,11,0,0,0,1,5,0,1,0,20,124,2,2,0,0,1,0,1,0,0,0,0,0,0,6,6,0,0,0
133476,50000,2,41,0,0,0,1,2,0,0,0,7,267,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
133472,50000,10,4,1,0,1,6,5,3,1,0,26,175,1,2,0,0,7,0,1,0,0,0,0,0,0,27,27,3,1,0
133466,50000,7,12,0,0,0,3,7,2,3,0,20,138,1,2,0,2,1,0,1,0,0,0,0,0,0,7,7,1,1,0
133480,50000,1,7,0,0,0,0,7,3,0,0,2,80,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
6606,20000,31,72,4,7,0,23,78,8,15,0,96,395,6,2,0,0,1,6,5,0,0,0,0,0,0,7,7,0,0,0
7584,20000,80,78,31,13,86,32,156,217,23,63,31,125,7,4,116,5,19,9,10,444,0,1,0,0,22,3,3,4,1,3
7918,50000,158,151,32,70,84,104,179,45,68,57,69,162,49,87,124,2,38,4,16,438,5,7,0,1,104,22,22,15,7,133
7213,20000,61,87,7,11,9,14,38,3,9,3,55,90,2,10,18,9,9,2,6,26,3,25,0,0,2,25,25,0,0,1
7479,20000,91,79,12,11,28,26,77,15,38,28,49,46,2,27,94,15,11,4,7,142,0,8,0,2,31,6,6,6,6,1
133530,50000,235,170,17,45,28,116,200,37,93,45,137,138,23,149,48,68,69,30,44,282,4,25,6,1,96,54,54,25,19,15
133529,20000,96,51,4,9,6,4,19,1,2,0,75,94,2,11,5,11,2,2,8,7,0,1,0,0,1,5,5,1,2,2
133536,20000,141,89,3,21,16,50,118,5,15,5,69,78,2,26,37,55,46,2,6,38,0,0,0,1,1,0,0,2,2,11
133533,50000,201,213,12,52,18,140,219,16,26,11,136,321,10,19,13,89,116,5,12,109,11,21,0,2,22,34,34,19,12,1
133531,20000,37,18,1,0,0,3,6,1,0,0,30,31,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
133534,50000,269,122,6,7,93,190,222,20,18,39,205,106,3,6,177,31,25,1,8,433,2,4,2,1,85,17,17,15,2,8
