countryCode,type,cityName,cityId,regionName,regionCode,lat,lon,population,elevation,timezone
IN,CITY,Neem ka Thana,55596,Rajasthan,RJ,27.73976,75.78652,32690,,Asia__Kolkata
IN,ADM2,Neemuch,147912,Madhya Pradesh,MP,24.47,74.87,826067,,Asia__Kolkata
IN,CITY,Negapatam,55051,Tamil Nadu,TN,10.76377,79.84313,94238,0,Asia__Kolkata
IN,CITY,Nelamangala,55017,Karnataka,KA,13.09978,77.39364,28697,882,Asia__Kolkata
IN,CITY,Nellikkuppam,55765,Tamil Nadu,TN,11.77554,79.67016,44423,16,Asia__Kolkata
IN,ADM2,Nellore,147503,Andhra Pradesh,AP,14.08333,79.58333,2963557,,Asia__Kolkata
IN,CITY,Nepānagar,55107,Madhya Pradesh,MP,21.4538,76.39335,32611,,Asia__Kolkata
IN,CITY,Neral,55341,Maharashtra,MH,19.02475,73.31688,16060,40,Asia__Kolkata
IN,CITY,Neturhāt,55260,Jharkhand,JH,23.47457,84.2678,4424,1071,Asia__Kolkata
IN,CITY,New Delhi,54854,Delhi,DL,28.63576,77.22445,317797,216,Asia__Kolkata
IN,CITY,Neyyāttinkara,54824,Kerala,KL,8.39854,77.08586,88104,26,Asia__Kolkata
IN,CITY,Nichlaul,55384,Uttar Pradesh,UP,27.31247,83.7253,17567,91,Asia__Kolkata
IN,ADM2,Nicobar,147500,Andaman and Nicobar Islands,AN,7.03002,93.79028,36842,,Asia__Kolkata
IN,CITY,Nidadavole,55219,Andhra Pradesh,AP,16.90572,81.67222,44173,12,Asia__Kolkata
IN,CITY,Nihtaur,55721,Uttar Pradesh,UP,29.32416,78.38724,48389,,Asia__Kolkata
IN,CITY,Nilakottai,54962,Tamil Nadu,TN,10.165,77.85024,21683,320,Asia__Kolkata
IN,CITY,Nilanga,55105,Maharashtra,MH,18.11675,76.75279,34491,583,Asia__Kolkata
IN,ADM2,Nilgiris,147490,Tamil Nadu,TN,11.46,76.64,735394,,Asia__Kolkata
IN,CITY,Nimāparha,55127,Odisha,OR,20.05756,86.00436,18222,,Asia__Kolkata
IN,CITY,Nipāni,55302,Maharashtra,MH,16.399,74.38285,60351,585,Asia__Kolkata
IN,CITY,Nirmal,55021,Telangana,TG,19.09685,78.34407,80982,339,Asia__Kolkata
IN,CITY,Nirmāli,55370,Bihar,BR,26.31397,86.58537,17102,59,Asia__Kolkata
IN,CITY,Nirsā,54788,Jharkhand,JH,23.78438,86.70692,14124,139,Asia__Kolkata
IN,CITY,Niwai,55064,Rajasthan,RJ,26.36073,75.91836,35114,,Asia__Kolkata
IN,CITY,Niwāri,54951,Uttar Pradesh,UP,28.87611,77.5382,10330,215,Asia__Kolkata
IN,ADM2,Nizamabad,147497,Telangana,TG,18.75,78.25,2551335,,Asia__Kolkata
IN,CITY,Nizāmābād,55149,Telangana,TG,18.67154,78.0988,305438,395,Asia__Kolkata
IN,CITY,Nizāmābād,628448,Uttar Pradesh,UP,26.05295,83.05787,13895,72,Asia__Kolkata
IN,CITY,Nohar,55008,Rajasthan,RJ,29.18292,74.77064,46360,186,Asia__Kolkata
IN,CITY,Noida,56879,Uttar Pradesh,UP,28.58,77.33,293908,200,Asia__Kolkata
IN,CITY,Nokha,55266,Rajasthan,RJ,27.56155,73.47141,55911,325,Asia__Kolkata
IN,CITY,Nongpoh,55747,Meghalaya,ML,25.9023,91.87694,14387,485,Asia__Kolkata
IN,CITY,Nongstoin,55208,Meghalaya,ML,25.51704,91.26484,25758,1409,Asia__Kolkata
IN,ADM2,North 24 Parganas,147877,West Bengal,WB,22.71,88.7108,10009781,,Asia__Kolkata
