id,date,prcp,tmin
CMM00064930,2011-06-01,NA,NA
CMM00064930,2011-06-02,NA,NA
CMM00064930,2011-06-03,NA,NA
CMM00064930,2011-06-04,NA,NA
CMM00064930,2011-06-05,NA,NA
CMM00064930,2011-06-06,NA,NA
CMM00064930,2011-06-07,NA,NA
CMM00064930,2011-06-08,NA,NA
CMM00064930,2011-06-09,NA,NA
CMM00064930,2011-06-10,NA,NA
CMM00064930,2011-06-11,NA,NA
CMM00064930,2011-06-12,NA,NA
CMM00064930,2011-06-13,NA,NA
CMM00064930,2011-06-14,NA,NA
CMM00064930,2011-06-15,NA,NA
CMM00064930,2011-06-16,NA,NA
CMM00064930,2011-06-17,NA,NA
CMM00064930,2011-06-18,NA,NA
CMM00064930,2011-06-19,NA,NA
CMM00064930,2011-06-20,NA,NA
CMM00064930,2011-06-21,NA,NA
CMM00064930,2011-06-22,NA,NA
CMM00064930,2011-06-23,NA,NA
CMM00064930,2011-06-24,NA,170
CMM00064930,2011-06-25,NA,NA
CMM00064930,2011-06-26,NA,NA
CMM00064930,2011-06-27,NA,NA
CMM00064930,2011-06-28,NA,NA
CMM00064930,2011-06-29,NA,NA
CMM00064930,2011-06-30,NA,NA
CMM00064930,2011-11-01,NA,NA
CMM00064930,2011-11-02,NA,NA
CMM00064930,2011-11-03,NA,NA
CMM00064930,2011-11-04,NA,NA
CMM00064930,2011-11-05,NA,NA
CMM00064930,2011-11-06,NA,NA
CMM00064930,2011-11-07,NA,NA
CMM00064930,2011-11-08,NA,NA
CMM00064930,2011-11-09,NA,NA
CMM00064930,2011-11-10,NA,NA
CMM00064930,2011-11-11,NA,NA
CMM00064930,2011-11-12,NA,NA
CMM00064930,2011-11-13,NA,NA
CMM00064930,2011-11-14,NA,NA
CMM00064930,2011-11-15,NA,NA
CMM00064930,2011-11-16,NA,NA
CMM00064930,2011-11-17,NA,NA
CMM00064930,2011-11-18,NA,NA
CMM00064930,2011-11-19,NA,182
CMM00064930,2011-11-20,NA,NA
CMM00064930,2011-11-21,NA,NA
CMM00064930,2011-11-22,NA,NA
CMM00064930,2011-11-23,NA,NA
CMM00064930,2011-11-24,NA,NA
CMM00064930,2011-11-25,NA,NA
CMM00064930,2011-11-26,NA,NA
CMM00064930,2011-11-27,NA,NA
CMM00064930,2011-11-28,NA,NA
CMM00064930,2011-11-29,NA,NA
CMM00064930,2011-11-30,NA,NA
CMM00064930,2011-12-01,NA,NA
CMM00064930,2011-12-02,NA,NA
CMM00064930,2011-12-03,NA,NA
CMM00064930,2011-12-04,NA,NA
CMM00064930,2011-12-05,NA,NA
CMM00064930,2011-12-06,NA,NA
CMM00064930,2011-12-07,NA,NA
CMM00064930,2011-12-08,NA,NA
CMM00064930,2011-12-09,NA,NA
CMM00064930,2011-12-10,NA,NA
CMM00064930,2011-12-11,NA,NA
CMM00064930,2011-12-12,NA,NA
CMM00064930,2011-12-13,NA,NA
CMM00064930,2011-12-14,NA,NA
CMM00064930,2011-12-15,NA,NA
CMM00064930,2011-12-16,NA,NA
CMM00064930,2011-12-17,NA,NA
CMM00064930,2011-12-18,NA,NA
CMM00064930,2011-12-19,NA,NA
CMM00064930,2011-12-20,NA,NA
CMM00064930,2011-12-21,NA,130
CMM00064930,2011-12-22,NA,NA
CMM00064930,2011-12-23,NA,NA
CMM00064930,2011-12-24,NA,NA
CMM00064930,2011-12-25,NA,NA
CMM00064930,2011-12-26,NA,NA
CMM00064930,2011-12-27,NA,NA
CMM00064930,2011-12-28,NA,NA
CMM00064930,2011-12-29,NA,NA
CMM00064930,2011-12-30,NA,NA
CMM00064930,2011-12-31,NA,NA
CMM00064930,2012-04-01,NA,NA
CMM00064930,2012-04-02,NA,NA
CMM00064930,2012-04-03,NA,NA
CMM00064930,2012-04-04,NA,NA
CMM00064930,2012-04-05,NA,NA
CMM00064930,2012-04-06,NA,NA
CMM00064930,2012-04-07,NA,NA
CMM00064930,2012-04-08,NA,NA
CMM00064930,2012-04-09,NA,NA
CMM00064930,2012-04-10,NA,NA
CMM00064930,2012-04-11,NA,NA
CMM00064930,2012-04-12,NA,NA
CMM00064930,2012-04-13,NA,NA
CMM00064930,2012-04-14,NA,NA
CMM00064930,2012-04-15,NA,NA
CMM00064930,2012-04-16,231,154
CMM00064930,2012-04-17,NA,NA
CMM00064930,2012-04-18,NA,NA
CMM00064930,2012-04-19,NA,NA
CMM00064930,2012-04-20,NA,NA
CMM00064930,2012-04-21,NA,NA
CMM00064930,2012-04-22,NA,NA
CMM00064930,2012-04-23,NA,NA
CMM00064930,2012-04-24,NA,NA
CMM00064930,2012-04-25,NA,NA
CMM00064930,2012-04-26,NA,NA
CMM00064930,2012-04-27,NA,NA
CMM00064930,2012-04-28,NA,NA
CMM00064930,2012-04-29,NA,NA
CMM00064930,2012-04-30,NA,NA
CMM00064930,2012-11-01,NA,NA
CMM00064930,2012-11-02,NA,NA
CMM00064930,2012-11-03,NA,NA
CMM00064930,2012-11-04,NA,NA
CMM00064930,2012-11-05,NA,NA
CMM00064930,2012-11-06,NA,NA
CMM00064930,2012-11-07,NA,NA
CMM00064930,2012-11-08,NA,NA
CMM00064930,2012-11-09,NA,NA
CMM00064930,2012-11-10,NA,NA
CMM00064930,2012-11-11,NA,NA
CMM00064930,2012-11-12,NA,NA
CMM00064930,2012-11-13,NA,NA
CMM00064930,2012-11-14,NA,NA
CMM00064930,2012-11-15,NA,NA
CMM00064930,2012-11-16,NA,NA
CMM00064930,2012-11-17,NA,NA
CMM00064930,2012-11-18,NA,NA
CMM00064930,2012-11-19,NA,NA
CMM00064930,2012-11-20,NA,NA
CMM00064930,2012-11-21,NA,NA
CMM00064930,2012-11-22,NA,180
CMM00064930,2012-11-23,NA,NA
CMM00064930,2012-11-24,NA,NA
CMM00064930,2012-11-25,NA,NA
CMM00064930,2012-11-26,NA,NA
CMM00064930,2012-11-27,NA,NA
CMM00064930,2012-11-28,NA,NA
CMM00064930,2012-11-29,NA,NA
CMM00064930,2012-11-30,NA,NA
CMM00064930,2013-04-01,NA,NA
CMM00064930,2013-04-02,NA,NA
CMM00064930,2013-04-03,NA,NA
CMM00064930,2013-04-04,NA,NA
CMM00064930,2013-04-05,NA,NA
CMM00064930,2013-04-06,NA,NA
CMM00064930,2013-04-07,NA,NA
CMM00064930,2013-04-08,NA,NA
CMM00064930,2013-04-09,NA,NA
CMM00064930,2013-04-10,NA,NA
CMM00064930,2013-04-11,NA,NA
CMM00064930,2013-04-12,NA,NA
CMM00064930,2013-04-13,NA,NA
CMM00064930,2013-04-14,NA,NA
CMM00064930,2013-04-15,NA,NA
CMM00064930,2013-04-16,NA,NA
CMM00064930,2013-04-17,NA,189
CMM00064930,2013-04-18,NA,NA
CMM00064930,2013-04-19,NA,NA
CMM00064930,2013-04-20,NA,NA
CMM00064930,2013-04-21,NA,NA
CMM00064930,2013-04-22,NA,NA
CMM00064930,2013-04-23,NA,NA
CMM00064930,2013-04-24,NA,NA
CMM00064930,2013-04-25,NA,NA
CMM00064930,2013-04-26,NA,NA
CMM00064930,2013-04-27,NA,NA
CMM00064930,2013-04-28,NA,NA
CMM00064930,2013-04-29,NA,NA
CMM00064930,2013-04-30,NA,NA
