id,date,prcp,tmin
BRM00082181,2013-07-01,NA,NA
BRM00082181,2013-07-02,NA,NA
BRM00082181,2013-07-03,NA,NA
BRM00082181,2013-07-04,NA,NA
BRM00082181,2013-07-05,NA,NA
BRM00082181,2013-07-06,NA,NA
BRM00082181,2013-07-07,NA,NA
BRM00082181,2013-07-08,NA,NA
BRM00082181,2013-07-09,NA,NA
BRM00082181,2013-07-10,30,220
BRM00082181,2013-07-11,NA,NA
BRM00082181,2013-07-12,NA,NA
BRM00082181,2013-07-13,NA,NA
BRM00082181,2013-07-14,NA,NA
BRM00082181,2013-07-15,NA,NA
BRM00082181,2013-07-16,NA,NA
BRM00082181,2013-07-17,NA,NA
BRM00082181,2013-07-18,NA,NA
BRM00082181,2013-07-19,NA,NA
BRM00082181,2013-07-20,NA,NA
BRM00082181,2013-07-21,NA,NA
BRM00082181,2013-07-22,NA,NA
BRM00082181,2013-07-23,NA,NA
BRM00082181,2013-07-24,NA,NA
BRM00082181,2013-07-25,NA,NA
BRM00082181,2013-07-26,NA,NA
BRM00082181,2013-07-27,NA,NA
BRM00082181,2013-07-28,NA,NA
BRM00082181,2013-07-29,NA,NA
BRM00082181,2013-07-30,NA,NA
BRM00082181,2013-07-31,NA,NA
