id,date,tmax
RSM00028642,2011-02-01,NA
RSM00028642,2011-02-02,NA
RSM00028642,2011-02-03,NA
RSM00028642,2011-02-04,NA
RSM00028642,2011-02-05,NA
RSM00028642,2011-02-06,NA
RSM00028642,2011-02-07,15
RSM00028642,2011-02-08,NA
RSM00028642,2011-02-09,NA
RSM00028642,2011-02-10,NA
RSM00028642,2011-02-11,NA
RSM00028642,2011-02-12,NA
RSM00028642,2011-02-13,NA
RSM00028642,2011-02-14,NA
RSM00028642,2011-02-15,NA
RSM00028642,2011-02-16,-4
RSM00028642,2011-02-17,NA
RSM00028642,2011-02-18,NA
RSM00028642,2011-02-19,NA
RSM00028642,2011-02-20,NA
RSM00028642,2011-02-21,NA
RSM00028642,2011-02-22,NA
RSM00028642,2011-02-23,NA
RSM00028642,2011-02-24,NA
RSM00028642,2011-02-25,NA
RSM00028642,2011-02-26,NA
RSM00028642,2011-02-27,NA
RSM00028642,2011-02-28,NA
RSM00028642,2012-11-01,NA
RSM00028642,2012-11-02,NA
RSM00028642,2012-11-03,NA
RSM00028642,2012-11-04,NA
RSM00028642,2012-11-05,NA
RSM00028642,2012-11-06,NA
RSM00028642,2012-11-07,NA
RSM00028642,2012-11-08,35
RSM00028642,2012-11-09,NA
RSM00028642,2012-11-10,NA
RSM00028642,2012-11-11,NA
RSM00028642,2012-11-12,NA
RSM00028642,2012-11-13,NA
RSM00028642,2012-11-14,NA
RSM00028642,2012-11-15,NA
RSM00028642,2012-11-16,NA
RSM00028642,2012-11-17,NA
RSM00028642,2012-11-18,NA
RSM00028642,2012-11-19,NA
RSM00028642,2012-11-20,NA
RSM00028642,2012-11-21,NA
RSM00028642,2012-11-22,NA
RSM00028642,2012-11-23,NA
RSM00028642,2012-11-24,NA
RSM00028642,2012-11-25,NA
RSM00028642,2012-11-26,NA
RSM00028642,2012-11-27,NA
RSM00028642,2012-11-28,NA
RSM00028642,2012-11-29,NA
RSM00028642,2012-11-30,NA
