id,date,prcp,tmax
USC00457773,2014-11-07,124,NA
USC00457773,2014-11-08,5,NA
USC00457773,2014-11-09,99,NA
USC00457773,2014-11-10,69,NA
USC00457773,2014-11-11,5,NA
USC00457773,2014-11-12,0,NA
USC00457773,2014-11-13,0,NA
USC00457773,2014-11-14,0,NA
USC00457773,2014-11-15,0,NA
USC00457773,2014-11-16,0,NA
USC00457773,2014-11-17,0,NA
USC00457773,2014-11-18,0,NA
USC00457773,2014-11-19,0,NA
USC00457773,2014-11-20,25,NA
USC00457773,2014-11-21,NA,NA
USC00457773,2014-11-22,NA,NA
USC00457773,2014-11-23,NA,NA
USC00457773,2014-11-24,NA,NA
USC00457773,2014-11-25,NA,NA
USC00457773,2014-11-26,NA,NA
USC00457773,2014-11-27,15,NA
USC00457773,2014-11-28,147,NA
USC00457773,2014-11-29,411,NA
USC00457773,2014-11-30,0,NA
USC00457773,2014-12-01,0,NA
USC00457773,2014-12-02,0,NA
USC00457773,2014-12-03,0,NA
USC00457773,2014-12-04,30,NA
USC00457773,2014-12-05,NA,NA
USC00457773,2014-12-06,NA,NA
USC00457773,2014-12-07,13,NA
USC00457773,2014-12-08,8,NA
USC00457773,2014-12-09,117,NA
USC00457773,2014-12-10,226,NA
USC00457773,2014-12-11,94,NA
USC00457773,2014-12-12,20,NA
USC00457773,2014-12-13,0,NA
USC00457773,2014-12-14,0,NA
USC00457773,2014-12-15,0,NA
USC00457773,2014-12-16,112,NA
USC00457773,2014-12-17,20,NA
USC00457773,2014-12-18,15,NA
USC00457773,2014-12-19,140,NA
USC00457773,2014-12-20,107,NA
USC00457773,2014-12-21,0,NA
USC00457773,2014-12-22,0,NA
USC00457773,2014-12-23,508,NA
USC00457773,2014-12-24,81,NA
USC00457773,2014-12-25,NA,NA
USC00457773,2014-12-26,NA,NA
USC00457773,2014-12-27,114,NA
USC00457773,2014-12-28,0,NA
USC00457773,2014-12-29,0,NA
USC00457773,2014-12-30,0,NA
USC00457773,2014-12-31,0,NA
USC00457773,2015-01-01,0,NA
USC00457773,2015-01-02,5,NA
USC00457773,2015-01-03,46,NA
USC00457773,2015-01-04,25,NA
USC00457773,2015-01-05,450,NA
USC00457773,2015-01-06,86,NA
USC00457773,2015-01-07,18,NA
USC00457773,2015-01-08,13,NA
USC00457773,2015-01-09,0,NA
USC00457773,2015-01-10,38,NA
USC00457773,2015-01-11,38,NA
USC00457773,2015-01-12,3,NA
USC00457773,2015-01-13,0,NA
USC00457773,2015-01-14,0,NA
USC00457773,2015-01-15,0,NA
USC00457773,2015-01-16,112,NA
USC00457773,2015-01-17,0,NA
USC00457773,2015-01-18,406,NA
USC00457773,2015-01-19,315,NA
USC00457773,2015-01-20,8,NA
USC00457773,2015-01-21,0,NA
USC00457773,2015-01-22,56,NA
USC00457773,2015-01-23,NA,NA
USC00457773,2015-01-24,NA,NA
USC00457773,2015-01-25,0,NA
USC00457773,2015-01-26,0,NA
USC00457773,2015-01-27,0,NA
USC00457773,2015-01-28,36,NA
USC00457773,2015-01-29,10,NA
USC00457773,2015-01-30,8,NA
USC00457773,2015-01-31,0,NA
USC00457773,2015-02-01,0,NA
USC00457773,2015-02-02,30,NA
USC00457773,2015-02-03,58,NA
USC00457773,2015-02-04,28,NA
USC00457773,2015-02-05,122,NA
USC00457773,2015-02-06,343,NA
USC00457773,2015-02-07,292,NA
USC00457773,2015-02-08,241,NA
USC00457773,2015-02-09,64,NA
USC00457773,2015-02-10,104,NA
USC00457773,2015-02-11,13,NA
USC00457773,2015-02-12,0,NA
USC00457773,2015-02-13,53,NA
USC00457773,2015-02-14,0,NA
USC00457773,2015-02-15,0,NA
USC00457773,2015-02-16,0,NA
USC00457773,2015-02-17,0,NA
USC00457773,2015-02-18,0,NA
USC00457773,2015-02-19,25,NA
USC00457773,2015-02-20,81,NA
USC00457773,2015-02-21,20,NA
USC00457773,2015-02-22,0,NA
USC00457773,2015-02-23,0,NA
USC00457773,2015-02-24,0,NA
USC00457773,2015-02-25,18,NA
USC00457773,2015-02-26,56,NA
USC00457773,2015-02-27,211,NA
USC00457773,2015-02-28,25,NA
USC00457773,2015-03-01,0,NA
USC00457773,2015-03-02,0,NA
USC00457773,2015-03-03,0,NA
USC00457773,2015-03-04,0,NA
USC00457773,2015-03-05,0,NA
USC00457773,2015-03-06,0,NA
USC00457773,2015-03-07,0,NA
USC00457773,2015-03-08,0,NA
USC00457773,2015-03-09,0,NA
USC00457773,2015-03-10,0,NA
USC00457773,2015-03-11,20,NA
USC00457773,2015-03-12,30,NA
USC00457773,2015-03-13,0,NA
USC00457773,2015-03-14,213,NA
USC00457773,2015-03-15,229,NA
USC00457773,2015-03-16,356,NA
USC00457773,2015-03-17,13,NA
USC00457773,2015-03-18,15,NA
USC00457773,2015-03-19,3,NA
USC00457773,2015-03-20,0,NA
USC00457773,2015-03-21,102,NA
USC00457773,2015-03-22,241,NA
USC00457773,2015-03-23,NA,NA
USC00457773,2015-03-24,NA,NA
USC00457773,2015-03-25,165,NA
USC00457773,2015-03-26,NA,NA
USC00457773,2015-03-27,NA,NA
USC00457773,2015-03-28,66,NA
USC00457773,2015-03-29,0,NA
USC00457773,2015-03-30,8,NA
USC00457773,2015-03-31,18,NA
USC00457773,2015-04-01,394,NA
USC00457773,2015-04-02,46,NA
USC00457773,2015-04-03,0,NA
USC00457773,2015-04-04,0,NA
USC00457773,2015-04-05,28,NA
USC00457773,2015-04-06,0,NA
USC00457773,2015-04-07,0,NA
USC00457773,2015-04-08,0,NA
USC00457773,2015-04-09,0,NA
USC00457773,2015-04-10,25,NA
USC00457773,2015-04-11,107,NA
USC00457773,2015-04-12,13,NA
USC00457773,2015-04-13,0,NA
USC00457773,2015-04-14,155,NA
USC00457773,2015-04-15,15,NA
USC00457773,2015-04-16,0,NA
USC00457773,2015-04-17,0,NA
USC00457773,2015-04-18,0,NA
USC00457773,2015-04-19,0,NA
USC00457773,2015-04-20,0,NA
USC00457773,2015-04-21,0,NA
USC00457773,2015-04-22,51,NA
USC00457773,2015-04-23,NA,NA
USC00457773,2015-04-24,NA,NA
USC00457773,2015-04-25,97,NA
USC00457773,2015-04-26,20,NA
USC00457773,2015-04-27,41,NA
USC00457773,2015-04-28,0,NA
USC00457773,2015-04-29,66,NA
USC00457773,2015-04-30,0,NA
USC00457773,2015-05-01,0,NA
USC00457773,2015-05-02,0,NA
USC00457773,2015-05-03,0,NA
USC00457773,2015-05-04,0,NA
USC00457773,2015-05-05,20,NA
USC00457773,2015-05-06,74,NA
USC00457773,2015-05-07,13,NA
USC00457773,2015-05-08,0,NA
USC00457773,2015-05-09,0,NA
USC00457773,2015-05-10,0,NA
USC00457773,2015-05-11,0,NA
USC00457773,2015-05-12,15,NA
USC00457773,2015-05-13,81,NA
USC00457773,2015-05-14,46,NA
USC00457773,2015-05-15,0,NA
USC00457773,2015-05-16,NA,NA
USC00457773,2015-05-17,NA,NA
USC00457773,2015-05-18,0,NA
USC00457773,2015-05-19,0,NA
USC00457773,2015-05-20,0,NA
USC00457773,2015-05-21,0,NA
USC00457773,2015-05-22,0,NA
USC00457773,2015-05-23,8,NA
USC00457773,2015-05-24,8,NA
USC00457773,2015-05-25,0,NA
USC00457773,2015-05-26,0,NA
USC00457773,2015-05-27,0,NA
USC00457773,2015-05-28,0,NA
USC00457773,2015-05-29,0,NA
USC00457773,2015-05-30,0,NA
USC00457773,2015-05-31,0,NA
USC00457773,2015-06-01,0,NA
USC00457773,2015-06-02,30,NA
USC00457773,2015-06-03,58,NA
USC00457773,2015-06-04,0,NA
USC00457773,2015-06-05,0,NA
USC00457773,2015-06-06,0,NA
USC00457773,2015-06-07,0,NA
USC00457773,2015-06-08,0,NA
USC00457773,2015-06-09,0,NA
USC00457773,2015-06-10,0,NA
USC00457773,2015-06-11,0,NA
USC00457773,2015-06-12,0,NA
USC00457773,2015-06-13,0,NA
USC00457773,2015-06-14,0,NA
USC00457773,2015-06-15,0,NA
USC00457773,2015-06-16,0,NA
USC00457773,2015-06-17,0,NA
USC00457773,2015-06-18,0,NA
USC00457773,2015-06-19,8,NA
USC00457773,2015-06-20,8,NA
USC00457773,2015-06-21,0,NA
USC00457773,2015-06-22,0,NA
USC00457773,2015-06-23,0,NA
USC00457773,2015-06-24,0,NA
USC00457773,2015-06-25,0,NA
USC00457773,2015-06-26,0,NA
USC00457773,2015-06-27,0,NA
USC00457773,2015-06-28,0,NA
USC00457773,2015-06-29,25,NA
USC00457773,2015-06-30,0,NA
USC00457773,2015-07-01,0,NA
USC00457773,2015-07-02,0,NA
USC00457773,2015-07-03,0,NA
USC00457773,2015-07-04,0,NA
USC00457773,2015-07-05,0,NA
USC00457773,2015-07-06,0,NA
USC00457773,2015-07-07,0,NA
USC00457773,2015-07-08,0,NA
USC00457773,2015-07-09,0,NA
USC00457773,2015-07-10,0,NA
USC00457773,2015-07-11,0,NA
USC00457773,2015-07-12,0,NA
USC00457773,2015-07-13,3,NA
USC00457773,2015-07-14,0,NA
USC00457773,2015-07-15,0,NA
USC00457773,2015-07-16,0,NA
USC00457773,2015-07-17,0,NA
USC00457773,2015-07-18,0,NA
USC00457773,2015-07-19,0,NA
USC00457773,2015-07-20,0,NA
USC00457773,2015-07-21,0,NA
USC00457773,2015-07-22,0,NA
USC00457773,2015-07-23,0,NA
USC00457773,2015-07-24,0,NA
USC00457773,2015-07-25,25,NA
USC00457773,2015-07-26,0,NA
USC00457773,2015-07-27,152,NA
USC00457773,2015-07-28,0,NA
USC00457773,2015-07-29,0,NA
USC00457773,2015-07-30,0,NA
USC00457773,2015-07-31,0,NA
USC00457773,2015-08-01,0,NA
USC00457773,2015-08-02,0,NA
USC00457773,2015-08-03,0,NA
USC00457773,2015-08-04,0,NA
USC00457773,2015-08-05,0,NA
USC00457773,2015-08-06,33,NA
USC00457773,2015-08-07,0,NA
USC00457773,2015-08-08,0,NA
USC00457773,2015-08-09,0,NA
USC00457773,2015-08-10,0,NA
USC00457773,2015-08-11,0,NA
USC00457773,2015-08-12,0,NA
USC00457773,2015-08-13,0,NA
USC00457773,2015-08-14,0,NA
USC00457773,2015-08-15,178,NA
USC00457773,2015-08-16,0,NA
USC00457773,2015-08-17,0,NA
USC00457773,2015-08-18,0,NA
USC00457773,2015-08-19,0,NA
USC00457773,2015-08-20,0,NA
USC00457773,2015-08-21,0,NA
USC00457773,2015-08-22,0,NA
USC00457773,2015-08-23,0,NA
USC00457773,2015-08-24,0,NA
USC00457773,2015-08-25,0,NA
USC00457773,2015-08-26,0,NA
USC00457773,2015-08-27,0,NA
USC00457773,2015-08-28,3,NA
USC00457773,2015-08-29,53,NA
USC00457773,2015-08-30,244,NA
USC00457773,2015-08-31,64,NA
USC00457773,2015-09-01,13,NA
USC00457773,2015-09-02,102,NA
USC00457773,2015-09-03,38,NA
USC00457773,2015-09-04,23,NA
USC00457773,2015-09-05,127,NA
USC00457773,2015-09-06,51,NA
USC00457773,2015-09-07,64,NA
USC00457773,2015-09-08,30,NA
USC00457773,2015-09-09,NA,NA
USC00457773,2015-09-10,NA,NA
USC00457773,2015-09-11,NA,NA
USC00457773,2015-09-12,0,NA
USC00457773,2015-09-13,0,NA
USC00457773,2015-09-14,0,NA
USC00457773,2015-09-15,10,NA
USC00457773,2015-09-16,0,NA
USC00457773,2015-09-17,41,NA
USC00457773,2015-09-18,64,NA
USC00457773,2015-09-19,0,NA
USC00457773,2015-09-20,0,NA
USC00457773,2015-09-21,89,NA
USC00457773,2015-09-22,13,NA
USC00457773,2015-09-23,3,NA
USC00457773,2015-09-24,58,NA
USC00457773,2015-09-25,43,NA
USC00457773,2015-09-26,8,NA
USC00457773,2015-09-27,0,NA
USC00457773,2015-09-28,0,NA
USC00457773,2015-09-29,0,NA
USC00457773,2015-09-30,5,NA
USC00457773,2015-10-01,3,NA
USC00457773,2015-10-02,0,NA
USC00457773,2015-10-03,43,NA
USC00457773,2015-10-04,10,NA
USC00457773,2015-10-05,0,NA
USC00457773,2015-10-06,0,NA
USC00457773,2015-10-07,NA,NA
USC00457773,2015-10-08,NA,NA
USC00457773,2015-10-09,0,NA
USC00457773,2015-10-10,38,NA
USC00457773,2015-10-11,495,NA
USC00457773,2015-10-12,0,NA
USC00457773,2015-10-13,46,NA
USC00457773,2015-10-14,NA,NA
USC00457773,2015-10-15,NA,NA
USC00457773,2015-10-16,0,NA
USC00457773,2015-10-17,0,NA
USC00457773,2015-10-18,NA,NA
USC00457773,2015-10-19,NA,NA
USC00457773,2015-10-20,NA,NA
USC00457773,2015-10-21,NA,NA
USC00457773,2015-10-22,36,NA
USC00457773,2015-10-23,0,NA
USC00457773,2015-10-24,0,NA
USC00457773,2015-10-25,5,NA
USC00457773,2015-10-26,10,NA
USC00457773,2015-10-27,10,NA
USC00457773,2015-10-28,0,NA
USC00457773,2015-10-29,64,NA
USC00457773,2015-10-30,104,NA
USC00457773,2015-10-31,406,NA
USC00457773,2015-11-01,500,NA
USC00457773,2015-11-02,185,NA
USC00457773,2015-11-03,51,NA
USC00457773,2015-11-04,8,NA
USC00457773,2015-11-05,10,NA
USC00457773,2015-11-06,18,NA
USC00457773,2015-11-07,0,NA
USC00457773,2015-11-08,224,NA
USC00457773,2015-11-09,152,NA
USC00457773,2015-11-10,15,NA
USC00457773,2015-11-11,191,NA
USC00457773,2015-11-12,5,NA
USC00457773,2015-11-13,NA,NA
USC00457773,2015-11-14,NA,NA
USC00457773,2015-11-15,NA,NA
USC00457773,2015-11-16,NA,NA
USC00457773,2015-11-17,NA,NA
USC00457773,2015-11-18,518,NA
USC00457773,2015-11-19,25,NA
USC00457773,2015-11-20,5,NA
USC00457773,2015-11-21,5,NA
USC00457773,2015-11-22,5,NA
USC00457773,2015-11-23,5,NA
USC00457773,2015-11-24,69,NA
USC00457773,2015-11-25,8,NA
USC00457773,2015-11-26,0,NA
USC00457773,2015-11-27,0,NA
USC00457773,2015-11-28,0,NA
USC00457773,2015-11-29,0,NA
USC00457773,2015-11-30,0,NA
USC00457773,2015-12-01,20,NA
USC00457773,2015-12-02,NA,NA
USC00457773,2015-12-03,NA,NA
USC00457773,2015-12-04,94,NA
USC00457773,2015-12-05,3,NA
USC00457773,2015-12-06,455,NA
USC00457773,2015-12-07,117,NA
USC00457773,2015-12-08,483,NA
USC00457773,2015-12-09,559,NA
USC00457773,2015-12-10,18,NA
USC00457773,2015-12-11,102,NA
USC00457773,2015-12-12,64,NA
USC00457773,2015-12-13,163,NA
USC00457773,2015-12-14,178,NA
USC00457773,2015-12-15,13,NA
USC00457773,2015-12-16,NA,NA
USC00457773,2015-12-17,NA,NA
USC00457773,2015-12-18,NA,NA
USC00457773,2015-12-19,NA,NA
USC00457773,2015-12-20,NA,NA
USC00457773,2015-12-21,NA,NA
USC00457773,2015-12-22,NA,NA
USC00457773,2015-12-23,NA,NA
USC00457773,2015-12-24,178,NA
USC00457773,2015-12-25,66,NA
USC00457773,2015-12-26,15,NA
USC00457773,2015-12-27,5,NA
USC00457773,2015-12-28,64,NA
USC00457773,2015-12-29,0,NA
USC00457773,2015-12-30,0,NA
USC00457773,2015-12-31,0,NA
USC00457773,2016-01-01,0,NA
USC00457773,2016-01-02,0,NA
USC00457773,2016-01-03,0,NA
USC00457773,2016-01-04,160,NA
USC00457773,2016-01-05,46,NA
USC00457773,2016-01-06,8,NA
USC00457773,2016-01-07,5,NA
USC00457773,2016-01-08,0,NA
USC00457773,2016-01-09,0,NA
USC00457773,2016-01-10,0,NA
USC00457773,2016-01-11,NA,NA
USC00457773,2016-01-12,NA,NA
USC00457773,2016-01-13,229,NA
USC00457773,2016-01-14,127,NA
USC00457773,2016-01-15,13,NA
USC00457773,2016-01-16,104,NA
USC00457773,2016-01-17,64,NA
USC00457773,2016-01-18,104,NA
USC00457773,2016-01-19,5,NA
USC00457773,2016-01-20,127,NA
USC00457773,2016-01-21,241,NA
USC00457773,2016-01-22,107,NA
USC00457773,2016-01-23,114,NA
USC00457773,2016-01-24,3,NA
USC00457773,2016-01-25,8,NA
USC00457773,2016-01-26,10,NA
USC00457773,2016-01-27,132,NA
USC00457773,2016-01-28,269,NA
USC00457773,2016-01-29,36,NA
USC00457773,2016-01-30,86,NA
USC00457773,2016-01-31,5,NA
USC00457773,2016-02-01,28,NA
USC00457773,2016-02-02,0,NA
USC00457773,2016-02-03,8,NA
USC00457773,2016-02-04,229,NA
USC00457773,2016-02-05,38,NA
USC00457773,2016-02-06,94,NA
USC00457773,2016-02-07,5,NA
USC00457773,2016-02-08,0,NA
USC00457773,2016-02-09,NA,NA
USC00457773,2016-02-10,NA,NA
USC00457773,2016-02-11,NA,NA
USC00457773,2016-02-12,NA,NA
USC00457773,2016-02-13,51,NA
USC00457773,2016-02-14,91,NA
USC00457773,2016-02-15,142,NA
USC00457773,2016-02-16,160,NA
USC00457773,2016-02-17,8,NA
USC00457773,2016-02-18,140,NA
USC00457773,2016-02-19,NA,NA
USC00457773,2016-02-20,NA,NA
USC00457773,2016-02-21,5,NA
USC00457773,2016-02-22,0,NA
USC00457773,2016-02-23,56,NA
USC00457773,2016-02-24,0,NA
USC00457773,2016-02-25,0,NA
USC00457773,2016-02-26,0,NA
USC00457773,2016-02-27,132,NA
USC00457773,2016-02-28,18,NA
USC00457773,2016-02-29,272,NA
USC00457773,2016-03-01,81,NA
USC00457773,2016-03-02,404,NA
USC00457773,2016-03-03,168,NA
USC00457773,2016-03-04,13,NA
USC00457773,2016-03-05,61,NA
USC00457773,2016-03-06,66,NA
USC00457773,2016-03-07,76,NA
USC00457773,2016-03-08,150,NA
USC00457773,2016-03-09,76,NA
USC00457773,2016-03-10,307,NA
USC00457773,2016-03-11,53,NA
USC00457773,2016-03-12,89,NA
USC00457773,2016-03-13,30,NA
USC00457773,2016-03-14,102,NA
USC00457773,2016-03-15,107,NA
USC00457773,2016-03-16,51,NA
USC00457773,2016-03-17,0,NA
USC00457773,2016-03-18,0,NA
USC00457773,2016-03-19,0,NA
USC00457773,2016-03-20,0,NA
USC00457773,2016-03-21,117,NA
USC00457773,2016-03-22,56,NA
USC00457773,2016-03-23,8,NA
USC00457773,2016-03-24,91,NA
USC00457773,2016-03-25,30,NA
USC00457773,2016-03-26,3,NA
USC00457773,2016-03-27,56,NA
USC00457773,2016-03-28,318,NA
USC00457773,2016-03-29,8,NA
USC00457773,2016-03-30,0,NA
USC00457773,2016-03-31,0,NA
USC00457773,2016-04-01,0,NA
USC00457773,2016-04-02,0,NA
USC00457773,2016-04-03,0,NA
USC00457773,2016-04-04,76,NA
USC00457773,2016-04-05,3,NA
USC00457773,2016-04-06,0,NA
USC00457773,2016-04-07,0,NA
USC00457773,2016-04-08,0,NA
USC00457773,2016-04-09,0,NA
USC00457773,2016-04-10,0,NA
USC00457773,2016-04-11,0,NA
USC00457773,2016-04-12,0,NA
USC00457773,2016-04-13,0,NA
USC00457773,2016-04-14,0,NA
USC00457773,2016-04-15,NA,NA
USC00457773,2016-04-16,NA,NA
USC00457773,2016-04-17,0,NA
USC00457773,2016-04-18,0,NA
USC00457773,2016-04-19,0,NA
USC00457773,2016-04-20,0,NA
USC00457773,2016-04-21,0,NA
USC00457773,2016-04-22,0,NA
USC00457773,2016-04-23,18,NA
USC00457773,2016-04-24,NA,NA
USC00457773,2016-04-25,NA,NA
USC00457773,2016-04-26,30,NA
USC00457773,2016-04-27,3,NA
USC00457773,2016-04-28,0,NA
USC00457773,2016-04-29,13,NA
USC00457773,2016-04-30,43,NA
USC00457773,2016-05-01,0,NA
USC00457773,2016-05-02,0,NA
USC00457773,2016-05-03,0,NA
USC00457773,2016-05-04,0,NA
USC00457773,2016-05-05,10,NA
USC00457773,2016-05-06,5,NA
USC00457773,2016-05-07,0,NA
USC00457773,2016-05-08,NA,NA
USC00457773,2016-05-09,NA,NA
USC00457773,2016-05-10,0,NA
USC00457773,2016-05-11,0,NA
USC00457773,2016-05-12,0,NA
USC00457773,2016-05-13,0,NA
USC00457773,2016-05-14,38,NA
USC00457773,2016-05-15,64,NA
USC00457773,2016-05-16,NA,NA
USC00457773,2016-05-17,NA,NA
USC00457773,2016-05-18,0,NA
USC00457773,2016-05-19,213,NA
USC00457773,2016-05-20,8,NA
USC00457773,2016-05-21,132,NA
USC00457773,2016-05-22,36,NA
USC00457773,2016-05-23,NA,NA
USC00457773,2016-05-24,NA,NA
USC00457773,2016-05-25,3,NA
USC00457773,2016-05-26,0,NA
USC00457773,2016-05-27,119,NA
USC00457773,2016-05-28,13,NA
USC00457773,2016-05-29,51,NA
USC00457773,2016-05-30,0,NA
USC00457773,2016-05-31,0,NA
USC00457773,2016-06-01,0,NA
USC00457773,2016-06-02,NA,NA
USC00457773,2016-06-03,NA,NA
USC00457773,2016-06-04,0,NA
USC00457773,2016-06-05,0,NA
USC00457773,2016-06-06,0,NA
USC00457773,2016-06-07,0,NA
USC00457773,2016-06-08,0,NA
USC00457773,2016-06-09,0,NA
USC00457773,2016-06-10,38,NA
USC00457773,2016-06-11,114,NA
USC00457773,2016-06-12,20,NA
USC00457773,2016-06-13,0,NA
USC00457773,2016-06-14,28,NA
USC00457773,2016-06-15,56,NA
USC00457773,2016-06-16,137,NA
USC00457773,2016-06-17,74,NA
USC00457773,2016-06-18,79,NA
USC00457773,2016-06-19,41,NA
USC00457773,2016-06-20,3,NA
USC00457773,2016-06-21,NA,NA
USC00457773,2016-06-22,NA,NA
USC00457773,2016-06-23,10,NA
USC00457773,2016-06-24,51,NA
USC00457773,2016-06-25,178,NA
USC00457773,2016-06-26,0,NA
USC00457773,2016-06-27,0,NA
USC00457773,2016-06-28,0,NA
USC00457773,2016-06-29,0,NA
USC00457773,2016-06-30,5,NA
USC00457773,2016-07-01,8,NA
USC00457773,2016-07-02,0,NA
USC00457773,2016-07-03,13,NA
USC00457773,2016-07-04,13,NA
USC00457773,2016-07-05,13,NA
USC00457773,2016-07-06,25,NA
USC00457773,2016-07-07,13,NA
USC00457773,2016-07-08,109,NA
USC00457773,2016-07-09,305,NA
USC00457773,2016-07-10,86,NA
USC00457773,2016-07-11,13,NA
USC00457773,2016-07-12,5,NA
USC00457773,2016-07-13,0,NA
USC00457773,2016-07-14,0,NA
USC00457773,2016-07-15,0,NA
USC00457773,2016-07-16,0,NA
USC00457773,2016-07-17,0,NA
USC00457773,2016-07-18,3,NA
USC00457773,2016-07-19,76,NA
USC00457773,2016-07-20,0,NA
USC00457773,2016-07-21,0,NA
USC00457773,2016-07-22,76,NA
USC00457773,2016-07-23,25,NA
USC00457773,2016-07-24,0,NA
USC00457773,2016-07-25,0,NA
USC00457773,2016-07-26,0,NA
USC00457773,2016-07-27,0,NA
USC00457773,2016-07-28,0,NA
USC00457773,2016-07-29,0,NA
USC00457773,2016-07-30,0,NA
USC00457773,2016-07-31,0,NA
USC00457773,2016-08-01,0,NA
USC00457773,2016-08-02,0,NA
USC00457773,2016-08-03,36,NA
USC00457773,2016-08-04,0,NA
USC00457773,2016-08-05,0,NA
USC00457773,2016-08-06,0,NA
USC00457773,2016-08-07,0,NA
USC00457773,2016-08-08,58,NA
USC00457773,2016-08-09,8,NA
USC00457773,2016-08-10,NA,NA
USC00457773,2016-08-11,NA,NA
USC00457773,2016-08-12,0,NA
USC00457773,2016-08-13,0,NA
USC00457773,2016-08-14,0,NA
USC00457773,2016-08-15,0,NA
USC00457773,2016-08-16,0,NA
USC00457773,2016-08-17,0,NA
USC00457773,2016-08-18,0,NA
USC00457773,2016-08-19,0,NA
USC00457773,2016-08-20,0,NA
USC00457773,2016-08-21,0,NA
USC00457773,2016-08-22,0,NA
USC00457773,2016-08-23,0,NA
USC00457773,2016-08-24,0,NA
USC00457773,2016-08-25,0,NA
USC00457773,2016-08-26,0,NA
USC00457773,2016-08-27,0,NA
USC00457773,2016-08-28,0,NA
USC00457773,2016-08-29,0,NA
USC00457773,2016-08-30,0,NA
USC00457773,2016-08-31,0,NA
USC00457773,2016-09-01,NA,NA
USC00457773,2016-09-02,NA,NA
USC00457773,2016-09-03,30,NA
USC00457773,2016-09-04,13,NA
USC00457773,2016-09-05,0,NA
USC00457773,2016-09-06,30,NA
USC00457773,2016-09-07,28,NA
USC00457773,2016-09-08,15,NA
USC00457773,2016-09-09,23,NA
USC00457773,2016-09-10,0,NA
USC00457773,2016-09-11,0,NA
USC00457773,2016-09-12,0,NA
USC00457773,2016-09-13,0,NA
USC00457773,2016-09-14,0,NA
USC00457773,2016-09-15,0,NA
USC00457773,2016-09-16,0,NA
USC00457773,2016-09-17,97,NA
USC00457773,2016-09-18,122,NA
USC00457773,2016-09-19,25,NA
USC00457773,2016-09-20,NA,NA
USC00457773,2016-09-21,NA,NA
USC00457773,2016-09-22,0,NA
USC00457773,2016-09-23,0,NA
USC00457773,2016-09-24,20,NA
USC00457773,2016-09-25,3,NA
USC00457773,2016-09-26,0,NA
USC00457773,2016-09-27,0,NA
USC00457773,2016-09-28,0,NA
USC00457773,2016-09-29,0,NA
USC00457773,2016-09-30,0,NA
USC00457773,2016-10-01,5,NA
USC00457773,2016-10-02,25,NA
USC00457773,2016-10-03,5,NA
USC00457773,2016-10-04,18,NA
USC00457773,2016-10-05,25,NA
USC00457773,2016-10-06,3,NA
USC00457773,2016-10-07,124,NA
USC00457773,2016-10-08,51,NA
USC00457773,2016-10-09,305,NA
USC00457773,2016-10-10,71,NA
USC00457773,2016-10-11,0,NA
USC00457773,2016-10-12,0,NA
USC00457773,2016-10-13,208,NA
USC00457773,2016-10-14,NA,NA
USC00457773,2016-10-15,NA,NA
USC00457773,2016-10-16,NA,NA
USC00457773,2016-10-17,NA,NA
USC00457773,2016-10-18,51,NA
USC00457773,2016-10-19,8,NA
USC00457773,2016-10-20,310,NA
USC00457773,2016-10-21,132,NA
USC00457773,2016-10-22,30,NA
USC00457773,2016-10-23,18,NA
USC00457773,2016-10-24,0,NA
USC00457773,2016-10-25,66,NA
USC00457773,2016-10-26,15,NA
USC00457773,2016-10-27,460,NA
USC00457773,2016-10-28,15,NA
USC00457773,2016-10-29,20,NA
USC00457773,2016-10-30,13,NA
USC00457773,2016-10-31,74,NA
USC00457773,2016-11-01,356,NA
USC00457773,2016-11-02,97,NA
USC00457773,2016-11-03,79,NA
USC00457773,2016-11-04,0,NA
USC00457773,2016-11-05,8,NA
USC00457773,2016-11-06,361,NA
USC00457773,2016-11-07,5,NA
USC00457773,2016-11-08,0,NA
USC00457773,2016-11-09,23,NA
USC00457773,2016-11-10,41,NA
USC00457773,2016-11-11,8,NA
USC00457773,2016-11-12,0,NA
USC00457773,2016-11-13,48,NA
USC00457773,2016-11-14,193,NA
USC00457773,2016-11-15,272,NA
USC00457773,2016-11-16,241,NA
USC00457773,2016-11-17,13,NA
USC00457773,2016-11-18,10,NA
USC00457773,2016-11-19,15,NA
USC00457773,2016-11-20,20,NA
USC00457773,2016-11-21,84,NA
USC00457773,2016-11-22,13,NA
USC00457773,2016-11-23,81,NA
USC00457773,2016-11-24,147,NA
USC00457773,2016-11-25,236,NA
USC00457773,2016-11-26,33,NA
USC00457773,2016-11-27,81,NA
USC00457773,2016-11-28,NA,NA
USC00457773,2016-11-29,NA,NA
USC00457773,2016-11-30,NA,NA
USC00457773,2016-12-01,61,NA
USC00457773,2016-12-02,23,NA
USC00457773,2016-12-03,81,NA
USC00457773,2016-12-04,236,NA
USC00457773,2016-12-05,30,NA
USC00457773,2016-12-06,10,NA
USC00457773,2016-12-07,0,NA
USC00457773,2016-12-08,0,NA
USC00457773,2016-12-09,NA,NA
USC00457773,2016-12-10,NA,NA
USC00457773,2016-12-11,NA,NA
USC00457773,2016-12-12,NA,NA
USC00457773,2016-12-13,76,NA
USC00457773,2016-12-14,0,NA
USC00457773,2016-12-15,0,NA
USC00457773,2016-12-16,0,NA
USC00457773,2016-12-17,0,NA
