id,date,prcp,tmin
PEM00084472,2010-01-01,NA,NA
PEM00084472,2010-01-02,NA,40
PEM00084472,2010-01-03,NA,43
PEM00084472,2010-01-04,NA,NA
PEM00084472,2010-01-05,NA,38
PEM00084472,2010-01-06,160,35
PEM00084472,2010-01-07,0,NA
PEM00084472,2010-01-08,NA,NA
PEM00084472,2010-01-09,NA,55
PEM00084472,2010-01-10,180,48
PEM00084472,2010-01-11,0,NA
PEM00084472,2010-01-12,NA,NA
PEM00084472,2010-01-13,NA,65
PEM00084472,2010-01-14,NA,NA
PEM00084472,2010-01-15,NA,NA
PEM00084472,2010-01-16,NA,60
PEM00084472,2010-01-17,NA,NA
PEM00084472,2010-01-18,NA,NA
PEM00084472,2010-01-19,NA,48
PEM00084472,2010-01-20,NA,52
PEM00084472,2010-01-21,NA,47
PEM00084472,2010-01-22,NA,50
PEM00084472,2010-01-23,NA,68
PEM00084472,2010-01-24,99,72
PEM00084472,2010-01-25,41,80
PEM00084472,2010-01-26,0,45
PEM00084472,2010-01-27,NA,68
PEM00084472,2010-01-28,NA,NA
PEM00084472,2010-01-29,NA,64
PEM00084472,2010-01-30,NA,NA
PEM00084472,2010-01-31,NA,50
PEM00084472,2010-02-01,NA,54
PEM00084472,2010-02-02,NA,NA
PEM00084472,2010-02-03,NA,60
PEM00084472,2010-02-04,NA,NA
PEM00084472,2010-02-05,NA,NA
PEM00084472,2010-02-06,NA,NA
PEM00084472,2010-02-07,NA,NA
PEM00084472,2010-02-08,61,55
PEM00084472,2010-02-09,0,47
PEM00084472,2010-02-10,41,75
PEM00084472,2010-02-11,0,57
PEM00084472,2010-02-12,NA,NA
PEM00084472,2010-02-13,NA,NA
PEM00084472,2010-02-14,NA,NA
PEM00084472,2010-02-15,61,73
PEM00084472,2010-02-16,0,58
PEM00084472,2010-02-17,109,60
PEM00084472,2010-02-18,0,68
PEM00084472,2010-02-19,NA,NA
PEM00084472,2010-02-20,NA,35
PEM00084472,2010-02-21,20,70
PEM00084472,2010-02-22,41,64
PEM00084472,2010-02-23,10,54
PEM00084472,2010-02-24,0,NA
PEM00084472,2010-02-25,NA,50
PEM00084472,2010-02-26,20,40
PEM00084472,2010-02-27,NA,NA
PEM00084472,2010-02-28,NA,54
PEM00084472,2010-03-01,NA,60
PEM00084472,2010-03-02,NA,65
PEM00084472,2010-03-03,NA,60
PEM00084472,2010-03-04,130,65
PEM00084472,2010-03-05,10,57
PEM00084472,2010-03-06,NA,NA
PEM00084472,2010-03-07,NA,62
PEM00084472,2010-03-08,NA,58
PEM00084472,2010-03-09,NA,NA
PEM00084472,2010-03-10,NA,64
PEM00084472,2010-03-11,20,48
PEM00084472,2010-03-12,0,50
PEM00084472,2010-03-13,NA,64
PEM00084472,2010-03-14,NA,53
PEM00084472,2010-03-15,10,65
PEM00084472,2010-03-16,NA,NA
PEM00084472,2010-03-17,NA,NA
PEM00084472,2010-03-18,99,60
PEM00084472,2010-03-19,201,70
PEM00084472,2010-03-20,300,68
PEM00084472,2010-03-21,0,40
PEM00084472,2010-03-22,NA,74
PEM00084472,2010-03-23,NA,NA
PEM00084472,2010-03-24,61,48
PEM00084472,2010-03-25,51,65
PEM00084472,2010-03-26,269,70
PEM00084472,2010-03-27,0,NA
PEM00084472,2010-03-28,NA,NA
PEM00084472,2010-03-29,NA,43
PEM00084472,2010-03-30,NA,50
PEM00084472,2010-03-31,NA,NA
PEM00084472,2010-04-01,NA,NA
PEM00084472,2010-04-02,269,85
PEM00084472,2010-04-03,0,NA
PEM00084472,2010-04-04,300,53
PEM00084472,2010-04-05,0,NA
PEM00084472,2010-04-06,NA,NA
PEM00084472,2010-04-07,10,70
PEM00084472,2010-04-08,0,60
PEM00084472,2010-04-09,NA,NA
PEM00084472,2010-04-10,NA,NA
PEM00084472,2010-04-11,NA,60
PEM00084472,2010-04-12,NA,63
PEM00084472,2010-04-13,NA,NA
PEM00084472,2010-04-14,NA,30
PEM00084472,2010-04-15,NA,NA
PEM00084472,2010-04-16,NA,60
PEM00084472,2010-04-17,NA,NA
PEM00084472,2010-04-18,NA,NA
PEM00084472,2010-04-19,NA,50
PEM00084472,2010-04-20,NA,64
PEM00084472,2010-04-21,249,53
PEM00084472,2010-04-22,30,50
PEM00084472,2010-04-23,0,35
PEM00084472,2010-04-24,NA,NA
PEM00084472,2010-04-25,NA,40
PEM00084472,2010-04-26,NA,32
PEM00084472,2010-04-27,130,20
PEM00084472,2010-04-28,NA,NA
PEM00084472,2010-04-29,NA,80
PEM00084472,2010-04-30,NA,NA
PEM00084472,2010-05-01,NA,NA
PEM00084472,2010-05-02,269,75
PEM00084472,2010-05-03,0,80
PEM00084472,2010-05-04,NA,NA
PEM00084472,2010-05-05,41,80
PEM00084472,2010-05-06,NA,NA
PEM00084472,2010-05-07,NA,47
PEM00084472,2010-05-08,NA,40
PEM00084472,2010-05-09,NA,42
PEM00084472,2010-05-10,NA,NA
PEM00084472,2010-05-11,NA,54
PEM00084472,2010-05-12,NA,35
PEM00084472,2010-05-13,NA,NA
PEM00084472,2010-05-14,NA,36
PEM00084472,2010-05-15,NA,NA
PEM00084472,2010-05-16,NA,10
PEM00084472,2010-05-17,NA,NA
PEM00084472,2010-05-18,NA,NA
PEM00084472,2010-05-19,NA,20
PEM00084472,2010-05-20,NA,NA
PEM00084472,2010-05-21,201,32
PEM00084472,2010-05-22,79,42
PEM00084472,2010-05-23,NA,NA
PEM00084472,2010-05-24,NA,10
PEM00084472,2010-05-25,NA,NA
PEM00084472,2010-05-26,NA,20
PEM00084472,2010-05-27,NA,35
PEM00084472,2010-05-28,10,8
PEM00084472,2010-05-29,0,15
PEM00084472,2010-05-30,NA,NA
PEM00084472,2010-05-31,NA,15
PEM00084472,2010-06-01,NA,24
PEM00084472,2010-06-02,NA,NA
PEM00084472,2010-06-03,71,18
PEM00084472,2010-06-04,NA,NA
PEM00084472,2010-06-05,NA,NA
PEM00084472,2010-06-06,NA,NA
PEM00084472,2010-06-07,NA,10
PEM00084472,2010-06-08,NA,12
PEM00084472,2010-06-09,NA,NA
PEM00084472,2010-06-10,NA,24
PEM00084472,2010-06-11,NA,30
PEM00084472,2010-06-12,NA,25
PEM00084472,2010-06-13,NA,NA
PEM00084472,2010-06-14,NA,NA
PEM00084472,2010-06-15,NA,12
PEM00084472,2010-06-16,NA,NA
PEM00084472,2010-06-17,NA,20
PEM00084472,2010-06-18,NA,7
PEM00084472,2010-06-19,NA,NA
PEM00084472,2010-06-20,NA,NA
PEM00084472,2010-06-21,79,72
PEM00084472,2010-06-22,NA,NA
PEM00084472,2010-06-23,NA,10
PEM00084472,2010-06-24,41,NA
PEM00084472,2010-06-25,0,27
PEM00084472,2010-06-26,NA,NA
PEM00084472,2010-06-27,NA,NA
PEM00084472,2010-06-28,NA,15
PEM00084472,2010-06-29,NA,NA
PEM00084472,2010-06-30,NA,34
