id,date,prcp,tmin
BR002141004,2013-07-01,NA,NA
BR002141004,2013-07-02,NA,NA
BR002141004,2013-07-03,NA,NA
BR002141004,2013-07-04,NA,NA
BR002141004,2013-07-05,NA,NA
BR002141004,2013-07-06,NA,NA
BR002141004,2013-07-07,NA,NA
BR002141004,2013-07-08,NA,NA
BR002141004,2013-07-09,NA,NA
BR002141004,2013-07-10,61,82
BR002141004,2013-07-11,NA,NA
BR002141004,2013-07-12,NA,NA
BR002141004,2013-07-13,NA,NA
BR002141004,2013-07-14,NA,NA
BR002141004,2013-07-15,NA,NA
BR002141004,2013-07-16,NA,NA
BR002141004,2013-07-17,NA,NA
BR002141004,2013-07-18,NA,NA
BR002141004,2013-07-19,NA,NA
BR002141004,2013-07-20,NA,NA
BR002141004,2013-07-21,NA,NA
BR002141004,2013-07-22,NA,NA
BR002141004,2013-07-23,NA,NA
BR002141004,2013-07-24,NA,NA
BR002141004,2013-07-25,NA,NA
BR002141004,2013-07-26,NA,NA
BR002141004,2013-07-27,NA,NA
BR002141004,2013-07-28,NA,NA
BR002141004,2013-07-29,NA,NA
BR002141004,2013-07-30,NA,NA
BR002141004,2013-07-31,NA,NA
