id,date,prcp,tmin
IN014020800,2018-08-01,NA,NA
IN014020800,2018-08-02,NA,NA
IN014020800,2018-08-03,NA,NA
IN014020800,2018-08-04,NA,NA
IN014020800,2018-08-05,NA,NA
IN014020800,2018-08-06,NA,NA
IN014020800,2018-08-07,NA,NA
IN014020800,2018-08-08,NA,NA
IN014020800,2018-08-09,NA,NA
IN014020800,2018-08-10,NA,NA
IN014020800,2018-08-11,NA,NA
IN014020800,2018-08-12,NA,NA
IN014020800,2018-08-13,NA,NA
IN014020800,2018-08-14,NA,NA
IN014020800,2018-08-15,NA,NA
IN014020800,2018-08-16,NA,NA
IN014020800,2018-08-17,NA,NA
IN014020800,2018-08-18,NA,NA
IN014020800,2018-08-19,NA,NA
IN014020800,2018-08-20,NA,NA
IN014020800,2018-08-21,NA,NA
IN014020800,2018-08-22,480,179
IN014020800,2018-08-23,NA,NA
IN014020800,2018-08-24,NA,NA
IN014020800,2018-08-25,NA,NA
IN014020800,2018-08-26,NA,NA
IN014020800,2018-08-27,NA,NA
IN014020800,2018-08-28,NA,NA
IN014020800,2018-08-29,NA,NA
IN014020800,2018-08-30,NA,NA
IN014020800,2018-08-31,NA,NA
IN014020800,2019-11-01,NA,NA
IN014020800,2019-11-02,NA,NA
IN014020800,2019-11-03,NA,NA
IN014020800,2019-11-04,NA,NA
IN014020800,2019-11-05,NA,NA
IN014020800,2019-11-06,NA,NA
IN014020800,2019-11-07,NA,NA
IN014020800,2019-11-08,NA,NA
IN014020800,2019-11-09,NA,NA
IN014020800,2019-11-10,211,151
IN014020800,2019-11-11,NA,NA
IN014020800,2019-11-12,NA,NA
IN014020800,2019-11-13,NA,NA
IN014020800,2019-11-14,NA,NA
IN014020800,2019-11-15,NA,NA
IN014020800,2019-11-16,NA,NA
IN014020800,2019-11-17,NA,NA
IN014020800,2019-11-18,NA,NA
IN014020800,2019-11-19,NA,NA
IN014020800,2019-11-20,NA,NA
IN014020800,2019-11-21,NA,NA
IN014020800,2019-11-22,NA,NA
IN014020800,2019-11-23,NA,NA
IN014020800,2019-11-24,NA,NA
IN014020800,2019-11-25,NA,NA
IN014020800,2019-11-26,NA,NA
IN014020800,2019-11-27,NA,NA
IN014020800,2019-11-28,NA,NA
IN014020800,2019-11-29,NA,NA
IN014020800,2019-11-30,NA,NA
