id,date,tmax
UKE00105922,2012-05-23,252
UKE00105922,2012-05-24,253
UKE00105922,2012-05-25,252
UKE00105922,2012-05-26,265
UKE00105922,2012-05-27,242
UKE00105922,2012-05-28,215
UKE00105922,2012-05-29,239
UKE00105922,2012-05-30,180
UKE00105922,2012-05-31,240
UKE00105922,2012-06-01,182
UKE00105922,2012-06-02,142
UKE00105922,2012-06-03,145
UKE00105922,2012-06-04,155
UKE00105922,2012-06-05,187
UKE00105922,2012-06-06,153
UKE00105922,2012-06-07,141
UKE00105922,2012-06-08,174
UKE00105922,2012-06-09,168
UKE00105922,2012-06-10,139
UKE00105922,2012-06-11,148
UKE00105922,2012-06-12,181
UKE00105922,2012-06-13,175
UKE00105922,2012-06-14,180
UKE00105922,2012-06-15,175
UKE00105922,2012-06-16,190
UKE00105922,2012-06-17,189
UKE00105922,2012-06-18,200
UKE00105922,2012-06-19,218
UKE00105922,2012-06-20,191
UKE00105922,2012-06-21,178
UKE00105922,2012-06-22,181
UKE00105922,2012-06-23,197
UKE00105922,2012-06-24,212
UKE00105922,2012-06-25,202
UKE00105922,2012-06-26,231
UKE00105922,2012-06-27,265
UKE00105922,2012-06-28,202
UKE00105922,2012-06-29,198
UKE00105922,2012-06-30,188
UKE00105922,2012-07-01,168
UKE00105922,2012-07-02,180
UKE00105922,2012-07-03,213
UKE00105922,2012-07-04,224
UKE00105922,2012-07-05,172
UKE00105922,2012-07-06,180
UKE00105922,2012-07-07,206
UKE00105922,2012-07-08,181
UKE00105922,2012-07-09,189
UKE00105922,2012-07-10,189
UKE00105922,2012-07-11,179
UKE00105922,2012-07-12,190
UKE00105922,2012-07-13,180
UKE00105922,2012-07-14,177
UKE00105922,2012-07-15,187
UKE00105922,2012-07-16,231
UKE00105922,2012-07-17,188
UKE00105922,2012-07-18,183
UKE00105922,2012-07-19,181
UKE00105922,2012-07-20,199
UKE00105922,2012-07-21,230
UKE00105922,2012-07-22,264
UKE00105922,2012-07-23,283
UKE00105922,2012-07-24,287
UKE00105922,2012-07-25,271
UKE00105922,2012-07-26,248
UKE00105922,2012-07-27,196
UKE00105922,2012-07-28,194
UKE00105922,2012-07-29,196
UKE00105922,2012-07-30,204
UKE00105922,2012-07-31,224
UKE00105922,2012-08-01,206
UKE00105922,2012-08-02,215
UKE00105922,2012-08-03,206
UKE00105922,2012-08-04,211
UKE00105922,2012-08-05,202
UKE00105922,2012-08-06,194
UKE00105922,2012-08-07,230
UKE00105922,2012-08-08,251
UKE00105922,2012-08-09,265
UKE00105922,2012-08-10,239
UKE00105922,2012-08-11,243
UKE00105922,2012-08-12,221
UKE00105922,2012-08-13,241
UKE00105922,2012-08-14,216
UKE00105922,2012-08-15,215
UKE00105922,2012-08-16,264
UKE00105922,2012-08-17,275
UKE00105922,2012-08-18,285
UKE00105922,2012-08-19,236
UKE00105922,2012-08-20,216
UKE00105922,2012-08-21,216
UKE00105922,2012-08-22,200
UKE00105922,2012-08-23,190
UKE00105922,2012-08-24,210
UKE00105922,2012-08-25,199
UKE00105922,2012-08-26,211
UKE00105922,2012-08-27,225
UKE00105922,2012-08-28,175
UKE00105922,2012-08-29,180
UKE00105922,2012-08-30,179
UKE00105922,2012-08-31,218
UKE00105922,2012-09-01,193
UKE00105922,2012-09-02,230
UKE00105922,2012-09-03,230
UKE00105922,2012-09-04,191
UKE00105922,2012-09-05,211
UKE00105922,2012-09-06,242
UKE00105922,2012-09-07,257
UKE00105922,2012-09-08,264
UKE00105922,2012-09-09,195
UKE00105922,2012-09-10,174
UKE00105922,2012-09-11,181
UKE00105922,2012-09-12,180
UKE00105922,2012-09-13,196
UKE00105922,2012-09-14,209
UKE00105922,2012-09-15,185
UKE00105922,2012-09-16,168
UKE00105922,2012-09-17,166
UKE00105922,2012-09-18,160
UKE00105922,2012-09-19,174
UKE00105922,2012-09-20,163
UKE00105922,2012-09-21,152
UKE00105922,2012-09-22,147
UKE00105922,2012-09-23,152
UKE00105922,2012-09-24,165
UKE00105922,2012-09-25,168
UKE00105922,2012-09-26,170
UKE00105922,2012-09-27,156
UKE00105922,2012-09-28,159
UKE00105922,2012-09-29,165
UKE00105922,2012-09-30,180
UKE00105922,2012-10-01,172
UKE00105922,2012-10-02,154
UKE00105922,2012-10-03,160
UKE00105922,2012-10-04,141
UKE00105922,2012-10-05,149
UKE00105922,2012-10-06,116
UKE00105922,2012-10-07,126
UKE00105922,2012-10-08,139
UKE00105922,2012-10-09,149
UKE00105922,2012-10-10,153
UKE00105922,2012-10-11,136
UKE00105922,2012-10-12,122
UKE00105922,2012-10-13,120
UKE00105922,2012-10-14,129
UKE00105922,2012-10-15,147
UKE00105922,2012-10-16,162
UKE00105922,2012-10-17,161
UKE00105922,2012-10-18,120
UKE00105922,2012-10-19,144
UKE00105922,2012-10-20,130
UKE00105922,2012-10-21,148
UKE00105922,2012-10-22,133
UKE00105922,2012-10-23,157
UKE00105922,2012-10-24,124
UKE00105922,2012-10-25,86
UKE00105922,2012-10-26,83
UKE00105922,2012-10-27,100
UKE00105922,2012-10-28,135
UKE00105922,2012-10-29,106
UKE00105922,2012-10-30,124
UKE00105922,2012-10-31,87
UKE00105922,2012-11-01,96
UKE00105922,2012-11-02,100
UKE00105922,2012-11-03,55
UKE00105922,2012-11-04,92
UKE00105922,2012-11-05,100
UKE00105922,2012-11-06,103
UKE00105922,2012-11-07,126
UKE00105922,2012-11-08,108
UKE00105922,2012-11-09,110
UKE00105922,2012-11-10,105
UKE00105922,2012-11-11,122
UKE00105922,2012-11-12,146
UKE00105922,2012-11-13,134
UKE00105922,2012-11-14,84
UKE00105922,2012-11-15,122
UKE00105922,2012-11-16,102
UKE00105922,2012-11-17,101
UKE00105922,2012-11-18,132
UKE00105922,2012-11-19,134
UKE00105922,2012-11-20,119
UKE00105922,2012-11-21,130
UKE00105922,2012-11-22,86
UKE00105922,2012-11-23,116
UKE00105922,2012-11-24,111
UKE00105922,2012-11-25,80
UKE00105922,2012-11-26,82
UKE00105922,2012-11-27,64
UKE00105922,2012-11-28,54
UKE00105922,2012-11-29,41
UKE00105922,2012-11-30,59
UKE00105922,2012-12-01,102
UKE00105922,2012-12-02,99
UKE00105922,2012-12-03,74
UKE00105922,2012-12-04,38
UKE00105922,2012-12-05,50
UKE00105922,2012-12-06,55
UKE00105922,2012-12-07,70
UKE00105922,2012-12-08,88
UKE00105922,2012-12-09,52
UKE00105922,2012-12-10,-3
UKE00105922,2012-12-11,-6
UKE00105922,2012-12-12,60
UKE00105922,2012-12-13,103
UKE00105922,2012-12-14,113
UKE00105922,2012-12-15,100
UKE00105922,2012-12-16,93
UKE00105922,2012-12-17,81
UKE00105922,2012-12-18,94
UKE00105922,2012-12-19,104
UKE00105922,2012-12-20,100
UKE00105922,2012-12-21,135
UKE00105922,2012-12-22,122
UKE00105922,2012-12-23,123
UKE00105922,2012-12-24,93
UKE00105922,2012-12-25,105
UKE00105922,2012-12-26,88
UKE00105922,2012-12-27,123
UKE00105922,2012-12-28,109
UKE00105922,2012-12-29,113
UKE00105922,2012-12-30,114
UKE00105922,2012-12-31,NA
UKE00105922,2013-12-01,NA
UKE00105922,2013-12-02,NA
UKE00105922,2013-12-03,NA
UKE00105922,2013-12-04,NA
UKE00105922,2013-12-05,NA
UKE00105922,2013-12-06,NA
UKE00105922,2013-12-07,NA
UKE00105922,2013-12-08,NA
UKE00105922,2013-12-09,NA
UKE00105922,2013-12-10,NA
UKE00105922,2013-12-11,NA
UKE00105922,2013-12-12,NA
UKE00105922,2013-12-13,NA
UKE00105922,2013-12-14,NA
UKE00105922,2013-12-15,NA
UKE00105922,2013-12-16,NA
UKE00105922,2013-12-17,NA
UKE00105922,2013-12-18,NA
UKE00105922,2013-12-19,NA
UKE00105922,2013-12-20,NA
UKE00105922,2013-12-21,NA
UKE00105922,2013-12-22,NA
UKE00105922,2013-12-23,NA
UKE00105922,2013-12-24,NA
UKE00105922,2013-12-25,NA
UKE00105922,2013-12-26,NA
UKE00105922,2013-12-27,NA
UKE00105922,2013-12-28,NA
UKE00105922,2013-12-29,NA
UKE00105922,2013-12-30,NA
UKE00105922,2013-12-31,112
UKE00105922,2014-01-01,108
UKE00105922,2014-01-02,102
UKE00105922,2014-01-03,80
UKE00105922,2014-01-04,127
UKE00105922,2014-01-05,124
UKE00105922,2014-01-06,112
UKE00105922,2014-01-07,118
UKE00105922,2014-01-08,90
UKE00105922,2014-01-09,96
UKE00105922,2014-01-10,79
UKE00105922,2014-01-11,96
UKE00105922,2014-01-12,96
UKE00105922,2014-01-13,100
UKE00105922,2014-01-14,116
UKE00105922,2014-01-15,85
UKE00105922,2014-01-16,107
UKE00105922,2014-01-17,96
UKE00105922,2014-01-18,92
UKE00105922,2014-01-19,71
UKE00105922,2014-01-20,79
UKE00105922,2014-01-21,102
UKE00105922,2014-01-22,86
UKE00105922,2014-01-23,85
UKE00105922,2014-01-24,121
UKE00105922,2014-01-25,101
UKE00105922,2014-01-26,81
UKE00105922,2014-01-27,99
UKE00105922,2014-01-28,55
UKE00105922,2014-01-29,45
UKE00105922,2014-01-30,102
UKE00105922,2014-01-31,89
UKE00105922,2014-02-01,96
UKE00105922,2014-02-02,79
UKE00105922,2014-02-03,86
UKE00105922,2014-02-04,96
UKE00105922,2014-02-05,95
UKE00105922,2014-02-06,94
UKE00105922,2014-02-07,88
UKE00105922,2014-02-08,78
UKE00105922,2014-02-09,86
UKE00105922,2014-02-10,83
UKE00105922,2014-02-11,95
UKE00105922,2014-02-12,78
UKE00105922,2014-02-13,127
UKE00105922,2014-02-14,103
UKE00105922,2014-02-15,104
UKE00105922,2014-02-16,103
UKE00105922,2014-02-17,114
UKE00105922,2014-02-18,109
UKE00105922,2014-02-19,132
UKE00105922,2014-02-20,103
UKE00105922,2014-02-21,115
UKE00105922,2014-02-22,121
UKE00105922,2014-02-23,116
UKE00105922,2014-02-24,107
UKE00105922,2014-02-25,110
UKE00105922,2014-02-26,106
UKE00105922,2014-02-27,62
UKE00105922,2014-02-28,98
UKE00105922,2014-03-01,94
UKE00105922,2014-03-02,95
UKE00105922,2014-03-03,102
UKE00105922,2014-03-04,125
UKE00105922,2014-03-05,104
UKE00105922,2014-03-06,159
UKE00105922,2014-03-07,152
UKE00105922,2014-03-08,190
UKE00105922,2014-03-09,108
UKE00105922,2014-03-10,100
UKE00105922,2014-03-11,121
UKE00105922,2014-03-12,103
UKE00105922,2014-03-13,160
UKE00105922,2014-03-14,167
UKE00105922,2014-03-15,187
UKE00105922,2014-03-16,135
UKE00105922,2014-03-17,148
UKE00105922,2014-03-18,154
UKE00105922,2014-03-19,139
UKE00105922,2014-03-20,118
UKE00105922,2014-03-21,111
UKE00105922,2014-03-22,98
UKE00105922,2014-03-23,108
UKE00105922,2014-03-24,86
UKE00105922,2014-03-25,81
UKE00105922,2014-03-26,109
UKE00105922,2014-03-27,139
UKE00105922,2014-03-28,185
UKE00105922,2014-03-29,190
UKE00105922,2014-03-30,170
UKE00105922,2014-03-31,170
UKE00105922,2014-04-01,182
UKE00105922,2014-04-02,164
UKE00105922,2014-04-03,137
UKE00105922,2014-04-04,145
UKE00105922,2014-04-05,151
UKE00105922,2014-04-06,139
UKE00105922,2014-04-07,131
UKE00105922,2014-04-08,160
UKE00105922,2014-04-09,151
UKE00105922,2014-04-10,154
UKE00105922,2014-04-11,131
UKE00105922,2014-04-12,155
UKE00105922,2014-04-13,150
UKE00105922,2014-04-14,147
UKE00105922,2014-04-15,165
UKE00105922,2014-04-16,157
UKE00105922,2014-04-17,124
UKE00105922,2014-04-18,135
UKE00105922,2014-04-19,146
UKE00105922,2014-04-20,189
UKE00105922,2014-04-21,151
UKE00105922,2014-04-22,153
UKE00105922,2014-04-23,160
UKE00105922,2014-04-24,122
UKE00105922,2014-04-25,150
UKE00105922,2014-04-26,151
UKE00105922,2014-04-27,170
UKE00105922,2014-04-28,153
UKE00105922,2014-04-29,185
UKE00105922,2014-04-30,150
UKE00105922,2014-05-01,121
UKE00105922,2014-05-02,134
UKE00105922,2014-05-03,160
UKE00105922,2014-05-04,175
UKE00105922,2014-05-05,179
UKE00105922,2014-05-06,167
UKE00105922,2014-05-07,161
UKE00105922,2014-05-08,162
UKE00105922,2014-05-09,164
UKE00105922,2014-05-10,140
UKE00105922,2014-05-11,159
UKE00105922,2014-05-12,159
UKE00105922,2014-05-13,179
UKE00105922,2014-05-14,190
UKE00105922,2014-05-15,221
UKE00105922,2014-05-16,229
UKE00105922,2014-05-17,225
UKE00105922,2014-05-18,252
UKE00105922,2014-05-19,188
UKE00105922,2014-05-20,192
UKE00105922,2014-05-21,163
UKE00105922,2014-05-22,140
UKE00105922,2014-05-23,154
UKE00105922,2014-05-24,167
UKE00105922,2014-05-25,136
UKE00105922,2014-05-26,140
UKE00105922,2014-05-27,156
UKE00105922,2014-05-28,190
UKE00105922,2014-05-29,163
UKE00105922,2014-05-30,180
UKE00105922,2014-05-31,215
UKE00105922,2014-06-01,190
UKE00105922,2014-06-02,193
UKE00105922,2014-06-03,152
UKE00105922,2014-06-04,182
UKE00105922,2014-06-05,234
UKE00105922,2014-06-06,212
UKE00105922,2014-06-07,224
UKE00105922,2014-06-08,238
UKE00105922,2014-06-09,206
UKE00105922,2014-06-10,206
UKE00105922,2014-06-11,233
UKE00105922,2014-06-12,240
UKE00105922,2014-06-13,222
UKE00105922,2014-06-14,184
UKE00105922,2014-06-15,178
UKE00105922,2014-06-16,207
UKE00105922,2014-06-17,215
UKE00105922,2014-06-18,195
UKE00105922,2014-06-19,222
UKE00105922,2014-06-20,218
UKE00105922,2014-06-21,239
UKE00105922,2014-06-22,245
UKE00105922,2014-06-23,228
UKE00105922,2014-06-24,199
UKE00105922,2014-06-25,205
UKE00105922,2014-06-26,200
UKE00105922,2014-06-27,181
UKE00105922,2014-06-28,195
UKE00105922,2014-06-29,210
UKE00105922,2014-06-30,218
UKE00105922,2014-07-01,235
UKE00105922,2014-07-02,254
UKE00105922,2014-07-03,241
UKE00105922,2014-07-04,204
UKE00105922,2014-07-05,208
UKE00105922,2014-07-06,219
UKE00105922,2014-07-07,194
UKE00105922,2014-07-08,214
UKE00105922,2014-07-09,235
UKE00105922,2014-07-10,216
UKE00105922,2014-07-11,254
UKE00105922,2014-07-12,216
UKE00105922,2014-07-13,230
UKE00105922,2014-07-14,243
UKE00105922,2014-07-15,240
UKE00105922,2014-07-16,276
UKE00105922,2014-07-17,272
UKE00105922,2014-07-18,267
UKE00105922,2014-07-19,254
UKE00105922,2014-07-20,255
UKE00105922,2014-07-21,264
UKE00105922,2014-07-22,281
UKE00105922,2014-07-23,287
UKE00105922,2014-07-24,273
UKE00105922,2014-07-25,279
UKE00105922,2014-07-26,244
UKE00105922,2014-07-27,235
UKE00105922,2014-07-28,259
UKE00105922,2014-07-29,250
UKE00105922,2014-07-30,245
UKE00105922,2014-07-31,232
UKE00105922,2014-08-01,219
UKE00105922,2014-08-02,231
UKE00105922,2014-08-03,230
UKE00105922,2014-08-04,221
UKE00105922,2014-08-05,243
UKE00105922,2014-08-06,255
UKE00105922,2014-08-07,232
UKE00105922,2014-08-08,224
UKE00105922,2014-08-09,222
UKE00105922,2014-08-10,198
UKE00105922,2014-08-11,194
UKE00105922,2014-08-12,215
UKE00105922,2014-08-13,217
UKE00105922,2014-08-14,194
UKE00105922,2014-08-15,192
UKE00105922,2014-08-16,201
UKE00105922,2014-08-17,191
UKE00105922,2014-08-18,175
UKE00105922,2014-08-19,185
UKE00105922,2014-08-20,155
UKE00105922,2014-08-21,185
UKE00105922,2014-08-22,185
UKE00105922,2014-08-23,184
UKE00105922,2014-08-24,171
UKE00105922,2014-08-25,176
UKE00105922,2014-08-26,201
UKE00105922,2014-08-27,212
UKE00105922,2014-08-28,194
UKE00105922,2014-08-29,188
UKE00105922,2014-08-30,214
UKE00105922,2014-08-31,193
UKE00105922,2014-09-01,222
UKE00105922,2014-09-02,228
UKE00105922,2014-09-03,208
UKE00105922,2014-09-04,203
UKE00105922,2014-09-05,220
UKE00105922,2014-09-06,212
UKE00105922,2014-09-07,216
UKE00105922,2014-09-08,225
UKE00105922,2014-09-09,209
UKE00105922,2014-09-10,187
UKE00105922,2014-09-11,216
UKE00105922,2014-09-12,214
UKE00105922,2014-09-13,209
UKE00105922,2014-09-14,227
UKE00105922,2014-09-15,233
UKE00105922,2014-09-16,221
UKE00105922,2014-09-17,259
UKE00105922,2014-09-18,214
UKE00105922,2014-09-19,184
UKE00105922,2014-09-20,182
UKE00105922,2014-09-21,194
UKE00105922,2014-09-22,190
UKE00105922,2014-09-23,182
UKE00105922,2014-09-24,205
UKE00105922,2014-09-25,221
UKE00105922,2014-09-26,219
UKE00105922,2014-09-27,234
UKE00105922,2014-09-28,196
UKE00105922,2014-09-29,224
UKE00105922,2014-09-30,203
UKE00105922,2014-10-01,211
UKE00105922,2014-10-02,214
UKE00105922,2014-10-03,144
UKE00105922,2014-10-04,158
UKE00105922,2014-10-05,129
UKE00105922,2014-10-06,148
UKE00105922,2014-10-07,177
UKE00105922,2014-10-08,172
UKE00105922,2014-10-09,183
UKE00105922,2014-10-10,174
UKE00105922,2014-10-11,138
UKE00105922,2014-10-12,122
UKE00105922,2014-10-13,131
UKE00105922,2014-10-14,145
UKE00105922,2014-10-15,171
UKE00105922,2014-10-16,192
UKE00105922,2014-10-17,197
UKE00105922,2014-10-18,190
UKE00105922,2014-10-19,162
UKE00105922,2014-10-20,133
UKE00105922,2014-10-21,136
UKE00105922,2014-10-22,166
UKE00105922,2014-10-23,171
UKE00105922,2014-10-24,150
UKE00105922,2014-10-25,151
UKE00105922,2014-10-26,185
UKE00105922,2014-10-27,198
UKE00105922,2014-10-28,155
UKE00105922,2014-10-29,182
UKE00105922,2014-10-30,215
UKE00105922,2014-10-31,160
UKE00105922,2014-11-01,159
UKE00105922,2014-11-02,97
UKE00105922,2014-11-03,106
UKE00105922,2014-11-04,101
UKE00105922,2014-11-05,132
UKE00105922,2014-11-06,122
UKE00105922,2014-11-07,134
UKE00105922,2014-11-08,132
UKE00105922,2014-11-09,122
UKE00105922,2014-11-10,125
UKE00105922,2014-11-11,130
UKE00105922,2014-11-12,131
UKE00105922,2014-11-13,147
UKE00105922,2014-11-14,122
UKE00105922,2014-11-15,113
UKE00105922,2014-11-16,91
UKE00105922,2014-11-17,120
UKE00105922,2014-11-18,114
UKE00105922,2014-11-19,106
UKE00105922,2014-11-20,133
UKE00105922,2014-11-21,149
UKE00105922,2014-11-22,80
UKE00105922,2014-11-23,69
UKE00105922,2014-11-24,72
UKE00105922,2014-11-25,85
UKE00105922,2014-11-26,110
UKE00105922,2014-11-27,126
UKE00105922,2014-11-28,132
UKE00105922,2014-11-29,114
UKE00105922,2014-11-30,83
UKE00105922,2014-12-01,75
UKE00105922,2014-12-02,80
UKE00105922,2014-12-03,45
UKE00105922,2014-12-04,72
UKE00105922,2014-12-05,94
UKE00105922,2014-12-06,110
UKE00105922,2014-12-07,70
UKE00105922,2014-12-08,119
UKE00105922,2014-12-09,86
UKE00105922,2014-12-10,104
UKE00105922,2014-12-11,80
UKE00105922,2014-12-12,61
UKE00105922,2014-12-13,96
UKE00105922,2014-12-14,82
UKE00105922,2014-12-15,112
UKE00105922,2014-12-16,129
UKE00105922,2014-12-17,132
UKE00105922,2014-12-18,94
UKE00105922,2014-12-19,92
UKE00105922,2014-12-20,131
UKE00105922,2014-12-21,127
UKE00105922,2014-12-22,131
UKE00105922,2014-12-23,83
UKE00105922,2014-12-24,76
UKE00105922,2014-12-25,93
UKE00105922,2014-12-26,49
UKE00105922,2014-12-27,45
UKE00105922,2014-12-28,47
UKE00105922,2014-12-29,48
UKE00105922,2014-12-30,91
UKE00105922,2014-12-31,132
UKE00105922,2015-01-01,87
UKE00105922,2015-01-02,62
UKE00105922,2015-01-03,62
UKE00105922,2015-01-04,95
UKE00105922,2015-01-05,97
UKE00105922,2015-01-06,114
UKE00105922,2015-01-07,111
UKE00105922,2015-01-08,144
UKE00105922,2015-01-09,136
UKE00105922,2015-01-10,100
UKE00105922,2015-01-11,119
UKE00105922,2015-01-12,92
UKE00105922,2015-01-13,106
UKE00105922,2015-01-14,98
UKE00105922,2015-01-15,74
UKE00105922,2015-01-16,59
UKE00105922,2015-01-17,34
UKE00105922,2015-01-18,40
UKE00105922,2015-01-19,40
UKE00105922,2015-01-20,41
UKE00105922,2015-01-21,31
UKE00105922,2015-01-22,85
UKE00105922,2015-01-23,66
UKE00105922,2015-01-24,96
UKE00105922,2015-01-25,98
UKE00105922,2015-01-26,100
UKE00105922,2015-01-27,100
UKE00105922,2015-01-28,70
UKE00105922,2015-01-29,70
UKE00105922,2015-01-30,70
UKE00105922,2015-01-31,54
UKE00105922,2015-02-01,45
UKE00105922,2015-02-02,21
UKE00105922,2015-02-03,41
UKE00105922,2015-02-04,31
UKE00105922,2015-02-05,42
UKE00105922,2015-02-06,46
UKE00105922,2015-02-07,NA
UKE00105922,2015-02-08,85
UKE00105922,2015-02-09,53
UKE00105922,2015-02-10,53
UKE00105922,2015-02-11,77
UKE00105922,2015-02-12,85
UKE00105922,2015-02-13,83
UKE00105922,2015-02-14,71
UKE00105922,2015-02-15,72
UKE00105922,2015-02-16,81
UKE00105922,2015-02-17,96
UKE00105922,2015-02-18,80
UKE00105922,2015-02-19,73
UKE00105922,2015-02-20,73
UKE00105922,2015-02-21,100
UKE00105922,2015-02-22,70
UKE00105922,2015-02-23,95
UKE00105922,2015-02-24,114
UKE00105922,2015-02-25,113
UKE00105922,2015-02-26,93
UKE00105922,2015-02-27,113
UKE00105922,2015-02-28,120
UKE00105922,2015-03-01,84
UKE00105922,2015-03-02,86
UKE00105922,2015-03-03,101
UKE00105922,2015-03-04,115
UKE00105922,2015-03-05,127
UKE00105922,2015-03-06,156
UKE00105922,2015-03-07,140
UKE00105922,2015-03-08,101
UKE00105922,2015-03-09,115
UKE00105922,2015-03-10,131
UKE00105922,2015-03-11,134
UKE00105922,2015-03-12,123
UKE00105922,2015-03-13,78
UKE00105922,2015-03-14,71
UKE00105922,2015-03-15,78
UKE00105922,2015-03-16,106
UKE00105922,2015-03-17,112
UKE00105922,2015-03-18,69
UKE00105922,2015-03-19,131
UKE00105922,2015-03-20,87
UKE00105922,2015-03-21,107
UKE00105922,2015-03-22,100
UKE00105922,2015-03-23,104
UKE00105922,2015-03-24,92
UKE00105922,2015-03-25,127
UKE00105922,2015-03-26,125
UKE00105922,2015-03-27,148
UKE00105922,2015-03-28,135
UKE00105922,2015-03-29,118
UKE00105922,2015-03-30,120
UKE00105922,2015-03-31,104
UKE00105922,2015-04-01,114
UKE00105922,2015-04-02,125
UKE00105922,2015-04-03,102
UKE00105922,2015-04-04,125
UKE00105922,2015-04-05,175
UKE00105922,2015-04-06,165
UKE00105922,2015-04-07,180
UKE00105922,2015-04-08,177
UKE00105922,2015-04-09,202
UKE00105922,2015-04-10,128
UKE00105922,2015-04-11,161
UKE00105922,2015-04-12,169
UKE00105922,2015-04-13,208
UKE00105922,2015-04-14,222
UKE00105922,2015-04-15,182
UKE00105922,2015-04-16,154
UKE00105922,2015-04-17,154
UKE00105922,2015-04-18,106
UKE00105922,2015-04-19,181
UKE00105922,2015-04-20,180
UKE00105922,2015-04-21,155
UKE00105922,2015-04-22,172
UKE00105922,2015-04-23,171
UKE00105922,2015-04-24,171
UKE00105922,2015-04-25,116
UKE00105922,2015-04-26,125
UKE00105922,2015-04-27,122
UKE00105922,2015-04-28,136
UKE00105922,2015-04-29,137
UKE00105922,2015-04-30,131
UKE00105922,2015-05-01,139
UKE00105922,2015-05-02,191
UKE00105922,2015-05-03,170
UKE00105922,2015-05-04,150
UKE00105922,2015-05-05,138
UKE00105922,2015-05-06,161
UKE00105922,2015-05-07,160
UKE00105922,2015-05-08,164
UKE00105922,2015-05-09,174
UKE00105922,2015-05-10,204
UKE00105922,2015-05-11,160
UKE00105922,2015-05-12,176
UKE00105922,2015-05-13,114
UKE00105922,2015-05-14,143
UKE00105922,2015-05-15,164
UKE00105922,2015-05-16,150
UKE00105922,2015-05-17,141
UKE00105922,2015-05-18,137
UKE00105922,2015-05-19,148
UKE00105922,2015-05-20,182
UKE00105922,2015-05-21,196
UKE00105922,2015-05-22,176
UKE00105922,2015-05-23,185
UKE00105922,2015-05-24,156
UKE00105922,2015-05-25,171
UKE00105922,2015-05-26,181
UKE00105922,2015-05-27,162
UKE00105922,2015-05-28,148
UKE00105922,2015-05-29,166
UKE00105922,2015-05-30,160
UKE00105922,2015-05-31,156
UKE00105922,2015-06-01,183
UKE00105922,2015-06-02,180
UKE00105922,2015-06-03,219
UKE00105922,2015-06-04,229
UKE00105922,2015-06-05,175
UKE00105922,2015-06-06,185
UKE00105922,2015-06-07,177
UKE00105922,2015-06-08,154
UKE00105922,2015-06-09,182
UKE00105922,2015-06-10,239
UKE00105922,2015-06-11,220
UKE00105922,2015-06-12,174
UKE00105922,2015-06-13,172
UKE00105922,2015-06-14,196
UKE00105922,2015-06-15,225
UKE00105922,2015-06-16,222
UKE00105922,2015-06-17,204
UKE00105922,2015-06-18,212
UKE00105922,2015-06-19,208
UKE00105922,2015-06-20,188
UKE00105922,2015-06-21,175
UKE00105922,2015-06-22,206
UKE00105922,2015-06-23,222
UKE00105922,2015-06-24,235
UKE00105922,2015-06-25,239
UKE00105922,2015-06-26,223
UKE00105922,2015-06-27,204
UKE00105922,2015-06-28,242
UKE00105922,2015-06-29,304
UKE00105922,2015-06-30,327
UKE00105922,2015-07-01,236
UKE00105922,2015-07-02,270
UKE00105922,2015-07-03,258
UKE00105922,2015-07-04,223
UKE00105922,2015-07-05,221
UKE00105922,2015-07-06,216
UKE00105922,2015-07-07,198
UKE00105922,2015-07-08,220
UKE00105922,2015-07-09,257
UKE00105922,2015-07-10,231
UKE00105922,2015-07-11,215
UKE00105922,2015-07-12,195
UKE00105922,2015-07-13,211
UKE00105922,2015-07-14,212
UKE00105922,2015-07-15,238
UKE00105922,2015-07-16,232
UKE00105922,2015-07-17,221
UKE00105922,2015-07-18,230
UKE00105922,2015-07-19,250
UKE00105922,2015-07-20,261
UKE00105922,2015-07-21,222
UKE00105922,2015-07-22,199
UKE00105922,2015-07-23,146
UKE00105922,2015-07-24,205
UKE00105922,2015-07-25,171
UKE00105922,2015-07-26,185
UKE00105922,2015-07-27,191
UKE00105922,2015-07-28,180
UKE00105922,2015-07-29,192
UKE00105922,2015-07-30,208
UKE00105922,2015-07-31,196
UKE00105922,2015-08-01,247
UKE00105922,2015-08-02,220
UKE00105922,2015-08-03,208
UKE00105922,2015-08-04,194
UKE00105922,2015-08-05,222
UKE00105922,2015-08-06,235
UKE00105922,2015-08-07,258
UKE00105922,2015-08-08,250
UKE00105922,2015-08-09,207
UKE00105922,2015-08-10,200
UKE00105922,2015-08-11,231
UKE00105922,2015-08-12,197
UKE00105922,2015-08-13,176
UKE00105922,2015-08-14,192
UKE00105922,2015-08-15,212
UKE00105922,2015-08-16,210
UKE00105922,2015-08-17,190
UKE00105922,2015-08-18,189
UKE00105922,2015-08-19,208
UKE00105922,2015-08-20,244
UKE00105922,2015-08-21,294
UKE00105922,2015-08-22,201
UKE00105922,2015-08-23,166
UKE00105922,2015-08-24,190
UKE00105922,2015-08-25,204
UKE00105922,2015-08-26,196
UKE00105922,2015-08-27,204
UKE00105922,2015-08-28,207
UKE00105922,2015-08-29,188
UKE00105922,2015-08-30,153
UKE00105922,2015-08-31,181
UKE00105922,2015-09-01,163
UKE00105922,2015-09-02,167
UKE00105922,2015-09-03,163
UKE00105922,2015-09-04,150
UKE00105922,2015-09-05,187
UKE00105922,2015-09-06,193
UKE00105922,2015-09-07,160
UKE00105922,2015-09-08,185
UKE00105922,2015-09-09,214
UKE00105922,2015-09-10,214
