countryCode,type,cityName,cityId,regionName,regionCode,lat,lon,population,elevation,timezone
TH,CITY,Amnat Charoen,108933,Amnat Charoen,37,15.85851,104.62883,34769,,Asia__Bangkok
TH,ADM2,Amphoe Akat Amnuai,167057,Sakon Nakhon,47,17.63589,103.9759,62240,,Asia__Bangkok
TH,ADM2,Amphoe Amphawa,166664,Samut Songkhram,75,13.36721,99.91232,49252,,Asia__Bangkok
TH,ADM2,Amphoe Ao Luek,167090,Krabi,81,8.38526,98.75378,45866,,Asia__Bangkok
TH,ADM2,Amphoe Aranyaprathet,167058,Sa Kaeo,27,13.69086,102.47693,88477,,Asia__Bangkok
TH,ADM2,Amphoe At Samat,167056,Roi Et,45,15.84014,103.86619,60592,,Asia__Bangkok
TH,ADM2,Amphoe Ba Cho,167061,Narathiwat,96,6.54591,101.64923,47066,,Asia__Bangkok
TH,ADM2,Amphoe Bamnet Narong,167059,Chaiyaphum,36,15.46942,101.6445,46858,,Asia__Bangkok
TH,ADM2,Amphoe Ban Bueng,167060,Chon Buri,20,13.2528,101.18151,100381,,Asia__Bangkok
TH,ADM2,Amphoe Ban Chang,167385,Rayong,21,12.7323,101.04878,63659,,Asia__Bangkok
TH,ADM2,Amphoe Ban Dan,167397,Buri Ram,31,15.12363,103.18937,24012,,Asia__Bangkok
TH,ADM2,Amphoe Ban Dan Lan Hoi,166666,Sukhothai,64,17.05278,99.49148,47537,,Asia__Bangkok
TH,ADM2,Amphoe Ban Dung,167048,Udon Thani,41,17.71134,103.26729,99759,,Asia__Bangkok
TH,ADM2,Amphoe Ban Fang,167286,Khon Kaen,40,16.49162,102.61669,45143,,Asia__Bangkok
TH,ADM2,Amphoe Ban Haet,167289,Khon Kaen,40,16.20067,102.77465,26214,,Asia__Bangkok
TH,ADM2,Amphoe Ban Hong,166661,Lamphun,51,18.27422,98.83794,37162,,Asia__Bangkok
TH,ADM2,Amphoe Ban Kha,167161,Ratchaburi,70,13.32374,99.37323,22813,,Asia__Bangkok
TH,ADM2,Amphoe Ban Khai,167026,Rayong,21,12.83827,101.3421,74347,,Asia__Bangkok
TH,ADM2,Amphoe Ban Khok,167306,Uttaradit,53,18.1468,101.0661,13403,,Asia__Bangkok
