countryCode,type,cityName,cityId,regionName,regionCode,lat,lon,population,elevation,timezone
ZA,CITY,Adelaide,131297,Eastern Cape,EC,-32.70747,26.29564,12212,587,Africa__Johannesburg
ZA,CITY,Albertina,131458,Western Cape,WC,-34.20544,21.58001,6372,,Africa__Johannesburg
ZA,CITY,Alberton,131181,Gauteng,GT,-26.26786,28.12225,121536,1570,Africa__Johannesburg
ZA,ADM2,Alfred Nzo District Municipality,174514,Eastern Cape,EC,-30.66803,29.1549,479390,,Africa__Johannesburg
ZA,CITY,Alice,131470,Eastern Cape,EC,-32.78749,26.8344,9788,522,Africa__Johannesburg
ZA,CITY,Aliwal North,131126,Eastern Cape,EC,-30.69366,26.71141,44436,1325,Africa__Johannesburg
ZA,CITY,Allanridge,131361,Free State,FS,-27.75431,26.64382,31700,1322,Africa__Johannesburg
ZA,ADM2,Amajuba District Municipality,174509,KwaZulu-Natal,NL,-27.73558,30.13537,442266,,Africa__Johannesburg
ZA,ADM2,Amathole District Municipality,174468,Eastern Cape,EC,-32.55895,27.45919,940441,,Africa__Johannesburg
ZA,CITY,Arniston,131132,Western Cape,WC,-34.66739,20.23086,1267,19,Africa__Johannesburg
ZA,CITY,Atlantis,131171,Western Cape,WC,-33.56668,18.48335,60266,178,Africa__Johannesburg
ZA,CITY,Balfour,131492,Mpumalanga,MP,-26.66331,28.59016,46008,1622,Africa__Johannesburg
ZA,CITY,Ballito,131153,KwaZulu-Natal,NL,-29.53897,31.21439,17218,,Africa__Johannesburg
ZA,CITY,Barberton,131076,Mpumalanga,MP,-25.78842,31.05319,67927,853,Africa__Johannesburg
ZA,CITY,Barkly West,131259,Northern Cape,NC,-28.53537,24.52151,11621,1104,Africa__Johannesburg
ZA,CITY,Beaufort West,131323,Western Cape,WC,-32.35671,22.58295,44737,650,Africa__Johannesburg
ZA,CITY,Belfast,131029,Mpumalanga,MP,-25.68991,30.03504,11916,1873,Africa__Johannesburg
ZA,CITY,Benoni,131451,Gauteng,GT,-26.18848,28.32078,605344,1645,Africa__Johannesburg
ZA,CITY,Berea,131292,KwaZulu-Natal,NL,-29.85185,30.99337,15000,,Africa__Johannesburg
ZA,CITY,Bergvliet,131386,Western Cape,WC,-34.04746,18.4525,3902,27,Africa__Johannesburg
ZA,CITY,Bethal,131090,Mpumalanga,MP,-26.45794,29.46553,101919,1660,Africa__Johannesburg
ZA,CITY,Bethlehem,131465,Free State,FS,-28.23078,28.30707,83654,1687,Africa__Johannesburg
ZA,CITY,Bhisho,131463,Eastern Cape,EC,-32.84721,27.44218,137287,435,Africa__Johannesburg
ZA,CITY,Bloemfontein,131227,Free State,FS,-29.12107,26.214,463064,1395,Africa__Johannesburg
ZA,CITY,Bloemhof,131450,North West,NW,-27.64685,25.60697,17122,1236,Africa__Johannesburg
ZA,CITY,Bochum,131486,Limpopo,LP,-23.28609,29.13964,12000,,Africa__Johannesburg
ZA,ADM2,Bojanala Platinum District Municipality,174489,North West,NW,-25.42612,27.2243,1268618,,Africa__Johannesburg
ZA,CITY,Boksburg,131374,Gauteng,GT,-26.21197,28.25958,445168,1694,Africa__Johannesburg
ZA,CITY,Bothaville,131407,Free State,FS,-27.3887,26.61701,71934,1276,Africa__Johannesburg
ZA,CITY,Botshabelo,131187,Free State,FS,-29.26737,26.72595,309714,1423,Africa__Johannesburg
ZA,CITY,Brakpan,131104,Gauteng,GT,-26.23656,28.36938,305692,1631,Africa__Johannesburg
ZA,CITY,Brandfort,131024,Free State,FS,-28.70008,26.45968,12091,1403,Africa__Johannesburg
ZA,CITY,Brandvlei,131163,Northern Cape,NC,-30.46532,20.48659,2859,922,Africa__Johannesburg
ZA,CITY,Bredasdorp,131279,Western Cape,WC,-34.53215,20.04031,14936,84,Africa__Johannesburg
ZA,CITY,Breyten,131201,Mpumalanga,MP,-26.30176,29.98696,12550,1753,Africa__Johannesburg
ZA,CITY,Brits,131388,North West,NW,-25.63473,27.78022,122497,1118,Africa__Johannesburg
ZA,CITY,Bronkhorstspruit,131343,Gauteng,GT,-25.81015,28.74248,27343,1375,Africa__Johannesburg
ZA,ADM2,Buffalo City Metropolitan Municipality,174465,Eastern Cape,EC,-32.95141,27.61164,755200,,Africa__Johannesburg
ZA,CITY,Burgersdorp,131018,Eastern Cape,EC,-30.99766,26.32862,12548,1405,Africa__Johannesburg
ZA,CITY,Butterworth,131221,Eastern Cape,EC,-32.33083,28.14981,34353,545,Africa__Johannesburg
ZA,CITY,Caledon,131042,Western Cape,WC,-34.22997,19.4265,4687,247,Africa__Johannesburg
ZA,CITY,Calitzdorp,131146,Western Cape,WC,-33.52755,21.6762,4284,260,Africa__Johannesburg
ZA,CITY,Calvinia,131353,Northern Cape,NC,-31.47069,19.77601,8146,987,Africa__Johannesburg
ZA,CITY,Cape Town,131057,Western Cape,WC,-33.92584,18.42322,3433441,1590,Africa__Johannesburg
ZA,ADM2,Cape Winelands District Municipality,174474,Western Cape,WC,-33.32249,19.68998,712413,,Africa__Johannesburg
ZA,ADM2,Capricorn District Municipality,174513,Limpopo,LP,-23.48163,29.1835,1261463,,Africa__Johannesburg
ZA,CITY,Carletonville,131234,Gauteng,GT,-26.36094,27.39767,182304,1529,Africa__Johannesburg
ZA,CITY,Carnarvon,131512,Northern Cape,NC,-30.96827,22.13303,5785,1309,Africa__Johannesburg
ZA,CITY,Carolina,131182,Mpumalanga,MP,-26.06927,30.11489,2952,1700,Africa__Johannesburg
ZA,ADM2,Central Karoo District Municipality,174483,Western Cape,WC,-32.62812,22.21192,56230,,Africa__Johannesburg
ZA,CITY,Centurion,131162,Gauteng,GT,-25.85891,28.18577,233386,1453,Africa__Johannesburg
ZA,CITY,Ceres,131135,Western Cape,WC,-33.36889,19.31095,41596,450,Africa__Johannesburg
ZA,ADM2,Chris Hani District Municipality,174487,Eastern Cape,EC,-31.79033,26.43965,798597,,Africa__Johannesburg
ZA,CITY,Christiana,131208,North West,NW,-27.91402,25.16111,17523,1207,Africa__Johannesburg
ZA,ADM2,City of Cape Town,174504,Western Cape,WC,-33.91667,18.41667,3740026,,Africa__Johannesburg
ZA,ADM2,City of Johannesburg Metropolitan Municipality,174469,Gauteng,GT,-26.17673,27.96353,3888180,,Africa__Johannesburg
ZA,ADM2,City of Tshwane Metropolitan Municipality,174490,Gauteng,GT,-25.65985,28.44343,2499447,,Africa__Johannesburg
ZA,CITY,Clanwilliam,131305,Western Cape,WC,-32.18173,18.89217,7674,100,Africa__Johannesburg
ZA,CITY,Claremont,131281,Western Cape,WC,-33.98056,18.46528,14531,38,Africa__Johannesburg
ZA,CITY,Clocolan,131266,Free State,FS,-28.91367,27.56555,12318,1593,Africa__Johannesburg
ZA,CITY,Colesberg,131276,Northern Cape,NC,-30.71999,25.09718,12423,1369,Africa__Johannesburg
ZA,CITY,Constantia,131205,Western Cape,WC,-34.03139,18.41833,6922,91,Africa__Johannesburg
ZA,CITY,Cradock,131108,Eastern Cape,EC,-32.16422,25.61918,32898,896,Africa__Johannesburg
ZA,CITY,Cullinan,131117,Gauteng,GT,-25.67088,28.52364,25490,1450,Africa__Johannesburg
ZA,CITY,Daniëlskuil,131080,Northern Cape,NC,-28.18873,23.53951,10123,1468,Africa__Johannesburg
ZA,CITY,De Aar,131333,Northern Cape,NC,-30.64966,24.0123,32318,1286,Africa__Johannesburg
ZA,CITY,De Rust,131050,Western Cape,WC,-33.49035,22.53523,3566,475,Africa__Johannesburg
ZA,CITY,Delmas,131500,Mpumalanga,MP,-26.1466,28.68322,92046,1558,Africa__Johannesburg
ZA,CITY,Deneysville,131072,Free State,FS,-26.8908,28.09707,12397,1513,Africa__Johannesburg
ZA,CITY,Diepsloot,131375,Gauteng,GT,-25.93312,28.01213,350000,,Africa__Johannesburg
ZA,CITY,Dordrecht,131206,Eastern Cape,EC,-31.372,27.04878,9123,1600,Africa__Johannesburg
