countryCode,type,cityName,cityId,regionName,regionCode,lat,lon,population,elevation,timezone
SE,CITY,Abborrberget,106595,Dalarna County,W,60.15,14.8,1814,300,Europe__Stockholm
SE,CITY,Akalla,106221,Stockholm County,AB,59.41465,17.91398,8153,,Europe__Stockholm
SE,CITY,Alafors,106810,Västra Götaland County,O,57.92579,12.07835,1139,13,Europe__Stockholm
SE,CITY,Alby,106387,Stockholm County,AB,59.2335,17.8538,11400,32,Europe__Stockholm
SE,ADM2,Ale Kommun,165794,Västra Götaland County,O,57.97018,12.25166,27441,,Europe__Stockholm
SE,CITY,Alfta,106365,Gävleborg County,X,61.34675,16.07499,2348,94,Europe__Stockholm
SE,CITY,Alingsås,106797,Västra Götaland County,O,57.93033,12.53345,26329,,Europe__Stockholm
SE,ADM2,Alingsås Kommun,165793,Västra Götaland County,O,58.0,12.5,37837,,Europe__Stockholm
SE,CITY,Alsike,106399,Uppsala County,C,59.75324,17.77331,3833,35,Europe__Stockholm
SE,CITY,Alunda,105403,Uppsala County,C,60.26667,18.4,2224,,Europe__Stockholm
SE,CITY,Alvesta,106469,Kronoberg County,G,56.89935,14.55559,8627,152,Europe__Stockholm
SE,ADM2,Alvesta Kommun,165785,Kronoberg County,G,56.84663,14.4749,18807,,Europe__Stockholm
SE,CITY,Andalen,107090,Västra Götaland County,O,57.70039,11.76136,1897,23,Europe__Stockholm
SE,CITY,Anderslöv,106457,Skåne County,M,55.43836,13.31966,1963,42,Europe__Stockholm
SE,CITY,Anderstorp,106123,Jönköping County,F,57.28333,13.63333,5076,,Europe__Stockholm
SE,CITY,Anderstorp,106902,Västra Götaland County,O,58.88333,14.28333,4987,157,Europe__Stockholm
SE,CITY,Aneby,106882,Jönköping County,F,57.83895,14.81016,3496,,Europe__Stockholm
SE,ADM2,Aneby Kommun,165784,Jönköping County,F,57.86992,14.79796,6359,,Europe__Stockholm
SE,CITY,Angered,106148,Västra Götaland County,O,57.78628,12.09852,1062,,Europe__Stockholm
SE,CITY,Ankarsrum,106358,Kalmar County,H,57.69896,16.33407,1234,72,Europe__Stockholm
SE,CITY,Anneberg,105552,Uppsala County,C,60.24167,18.41667,1398,,Europe__Stockholm
SE,CITY,Annelund,106342,Västra Götaland County,O,57.98843,13.07483,1226,,Europe__Stockholm
SE,CITY,Arboga,106526,Västmanland County,U,59.39387,15.83882,10841,20,Europe__Stockholm
SE,ADM2,Arboga Kommun,165791,Västmanland County,U,59.39451,15.79261,13301,,Europe__Stockholm
SE,CITY,Arbrå,106491,Gävleborg County,X,61.46667,16.38333,1961,107,Europe__Stockholm
SE,CITY,Arjeplog,106766,Norrbotten County,BD,66.05173,17.88606,1822,426,Europe__Stockholm
SE,ADM2,Arjeplogs Kommun,165779,Norrbotten County,BD,66.37495,17.17477,3143,,Europe__Stockholm
SE,CITY,Arlöv,106109,Skåne County,M,55.63248,13.07141,9108,7,Europe__Stockholm
SE,CITY,Arnö,106350,Södermanland County,D,58.72675,17.02322,4124,,Europe__Stockholm
SE,CITY,Arnö,106964,Stockholm County,AB,60.11667,18.63333,3925,13,Europe__Stockholm
SE,CITY,Arvidsjaur,106762,Norrbotten County,BD,65.59033,19.16682,4655,380,Europe__Stockholm
SE,ADM2,Arvidsjaurs Kommun,165777,Norrbotten County,BD,65.66667,19.25,6537,,Europe__Stockholm
SE,CITY,Arvika,106157,Värmland County,S,59.65528,12.58518,13926,58,Europe__Stockholm
SE,ADM2,Arvika Kommun,165782,Värmland County,S,59.70484,12.63202,25978,,Europe__Stockholm
SE,CITY,Askersund,106764,Örebro County,T,58.87988,14.9023,3997,101,Europe__Stockholm
SE,ADM2,Askersunds Kommun,165778,Örebro County,T,58.88048,14.98416,11185,,Europe__Stockholm
SE,CITY,Asmundtorp,106675,Skåne County,M,55.88333,12.93333,1563,17,Europe__Stockholm
SE,CITY,Avesta,106479,Dalarna County,W,60.14274,16.16295,11949,89,Europe__Stockholm
SE,ADM2,Avesta Kommun,165775,Dalarna County,W,60.21251,16.36234,21508,,Europe__Stockholm
SE,CITY,Axvall,106497,Västra Götaland County,O,58.38333,13.56667,1164,129,Europe__Stockholm
SE,CITY,Backa,105530,Västerbotten County,AC,64.98333,21.06667,1516,58,Europe__Stockholm
SE,CITY,Bankeryd,106420,Jönköping County,F,57.86021,14.124,8506,116,Europe__Stockholm
SE,CITY,Bara,106322,Södermanland County,D,58.68333,17.06667,3270,20,Europe__Stockholm
SE,CITY,Bara,106594,Skåne County,M,55.58155,13.17862,3743,,Europe__Stockholm
SE,CITY,Barkarö,106258,Västmanland County,U,59.54935,16.5074,1404,16,Europe__Stockholm
SE,CITY,Bengtsfors,106787,Västra Götaland County,O,59.02912,12.23207,3125,100,Europe__Stockholm
SE,ADM2,Bengtsfors Kommun,165773,Västra Götaland County,O,59.03333,12.21667,9770,,Europe__Stockholm
SE,CITY,Berg,106566,Östergötland County,E,58.48831,15.52969,1229,60,Europe__Stockholm
SE,CITY,Bergby,106760,Gävleborg County,X,60.92931,17.04194,1549,18,Europe__Stockholm
SE,CITY,Bergeforsen,106654,Västernorrland County,Y,62.53074,17.38123,1787,43,Europe__Stockholm
SE,CITY,Bergkvara,106528,Kalmar County,H,56.39063,16.07274,1021,5,Europe__Stockholm
SE,CITY,Bergnäset,106048,Norrbotten County,BD,65.57791,22.10844,3604,1,Europe__Stockholm
SE,ADM2,Bergs Kommun,165771,Jämtland County,Z,62.86106,13.71181,7379,,Europe__Stockholm
SE,CITY,Bergshamra,106875,Stockholm County,AB,59.38083,18.03427,7300,,Europe__Stockholm
SE,CITY,Bergsjö,106231,Gävleborg County,X,61.98253,17.06368,1292,,Europe__Stockholm
SE,CITY,Bergsviken,105769,Norrbotten County,BD,65.3,21.38333,2251,13,Europe__Stockholm
SE,CITY,Billdal,106657,Västra Götaland County,O,57.56667,11.93333,14874,17,Europe__Stockholm
SE,CITY,Billeberga,106938,Skåne County,M,55.88333,13.0,1050,30,Europe__Stockholm
SE,CITY,Billesholm,106489,Skåne County,M,56.05,13.0,2794,57,Europe__Stockholm
SE,CITY,Billingsfors,106679,Västra Götaland County,O,58.98333,12.25,1108,90,Europe__Stockholm
SE,CITY,Bjurholm,106718,Västerbotten County,AC,63.93027,19.21369,1000,,Europe__Stockholm
SE,ADM2,Bjurholms Kommun,165769,Västerbotten County,AC,63.96667,19.0,2448,,Europe__Stockholm
SE,CITY,Bjursås,106236,Dalarna County,W,60.73726,15.45291,1968,177,Europe__Stockholm
