countryCode,type,cityName,cityId,regionName,regionCode,lat,lon,population,elevation,timezone
AR,CITY,28 de Noviembre,1083,Santa Cruz Province,Z,-51.5839,-72.21382,4686,229,America__Argentina__Rio_Gallegos
AR,CITY,Abra Pampa,2776,Jujuy Province,Y,-22.72049,-65.69697,9425,3487,America__Argentina__Jujuy
AR,CITY,Achiras,2140,Córdoba Province,X,-33.17538,-64.99331,2173,832,America__Argentina__Cordoba
AR,CITY,Adelia María,2558,Córdoba Province,X,-33.63152,-64.02097,6434,266,America__Argentina__Cordoba
AR,CITY,Adrogué,2025,Buenos Aires Province,B,-34.80041,-58.38384,28265,24,America__Argentina__Buenos_Aires
AR,CITY,Agua de Oro,2118,Córdoba Province,X,-31.06661,-64.30017,1553,791,America__Argentina__Cordoba
AR,CITY,Aguilares,2828,Tucumán Province,T,-27.4338,-65.61427,32494,333,America__Argentina__Tucuman
AR,CITY,Alba Posse,1672,Misiones Province,N,-27.56978,-54.68262,6652,125,America__Argentina__Cordoba
AR,CITY,Albardón,2944,San Juan Province,J,-31.43722,-68.52556,20413,,America__Argentina__San_Juan
AR,CITY,Aldea San Antonio,1106,Entre Ríos Province,E,-32.62317,-58.70512,1127,39,America__Argentina__Cordoba
AR,CITY,Alderetes,2876,Tucumán Province,T,-26.81667,-65.13333,38466,429,America__Argentina__Tucuman
AR,CITY,Alejandro Roca,2651,Córdoba Province,X,-33.35369,-63.71849,4724,216,America__Argentina__Cordoba
AR,CITY,Alejo Ledesma,2725,Córdoba Province,X,-33.60643,-62.62304,3310,132,America__Argentina__Cordoba
AR,CITY,Allen,2614,Río Negro Province,R,-38.97736,-67.82714,26083,258,America__Argentina__Salta
AR,CITY,Almafuerte,989,Misiones Province,N,-27.50825,-55.40258,1022,356,America__Argentina__Cordoba
AR,CITY,Almafuerte,2361,Córdoba Province,X,-32.19296,-64.25559,10534,430,America__Argentina__Cordoba
AR,CITY,Alpachiri,2151,La Pampa,L,-37.37704,-63.77445,2138,161,America__Argentina__Salta
AR,CITY,Alta Gracia,2050,Córdoba Province,X,-31.65292,-64.42826,40384,553,America__Argentina__Cordoba
AR,CITY,Alta Italia,2732,La Pampa,L,-35.3335,-64.11496,1481,138,America__Argentina__Salta
AR,CITY,Alto Río Senguer,2283,Chubut Province,U,-45.04105,-70.81982,1700,715,America__Argentina__Catamarca
AR,CITY,Altos de Chipión,2212,Córdoba Province,X,-30.9559,-62.33727,1512,155,America__Argentina__Cordoba
AR,CITY,Aluminé,2246,Neuquén Province,Q,-39.23686,-70.9197,3720,985,America__Argentina__Salta
AR,CITY,Alvear,1978,Corrientes,W,-29.09683,-56.55043,7917,65,America__Argentina__Cordoba
AR,CITY,Ancasti,1564,Catamarca Province,K,-28.81247,-65.50145,3082,883,America__Argentina__Catamarca
AR,CITY,Andacollo,1719,Neuquén Province,Q,-37.17945,-70.66912,2627,1018,America__Argentina__Salta
AR,CITY,Andalgalá,996,Catamarca Province,K,-27.58185,-66.31626,14068,960,America__Argentina__Catamarca
AR,CITY,Anguil,1346,La Pampa,L,-36.52567,-64.01025,1977,152,America__Argentina__Salta
AR,CITY,Antofagasta de la Sierra,1279,Catamarca Province,K,-26.0594,-67.40636,500,3368,America__Argentina__Catamarca
AR,CITY,Apolinario Saravia,1867,Salta Province,A,-24.43276,-63.99535,8595,361,America__Argentina__Salta
AR,CITY,Aranguren,1165,Entre Ríos Province,E,-32.24252,-60.16107,1581,86,America__Argentina__Cordoba
AR,CITY,Arata,1356,La Pampa,L,-35.63895,-64.35621,1202,217,America__Argentina__Salta
AR,CITY,Arauco,1051,La Rioja Province,F,-28.58071,-66.7925,13720,820,America__Argentina__La_Rioja
AR,CITY,Arias,1044,Córdoba Province,X,-33.64411,-62.40272,6928,127,America__Argentina__Cordoba
AR,CITY,Aristóbulo del Valle,1208,Misiones Province,N,-27.09625,-54.89626,20683,494,America__Argentina__Cordoba
AR,CITY,Armstrong,1976,Santa Fe Province,S,-32.78215,-61.60222,10388,110,America__Argentina__Cordoba
AR,CITY,Arroyito,1397,Córdoba Province,X,-31.42022,-63.05002,19577,154,America__Argentina__Cordoba
