cityId,stationId,countryCode,type,cityName,regionName,regionCode,lat,lon,population,elevation,timezone,culture_hIndex,culture_cIndex,culture_rIndex,culture_aIndex,culture_iIndex,culture_nIndex,formations_mIndex,beach_Index,image_links
100906,RSM00027612,RU,CITY,Zhulebino,Moscow,MOW,55.7,37.85,150000,,Europe__Moscow,2,477,322,177,18,116,0,4,https://travelapiimages.s3.eu-central-1.amazonaws.com/100906.jpg
100779,RSM00027612,RU,CITY,Zyablikovo,Moscow,MOW,55.61666999999999,37.76667,129000,,Europe__Moscow,2,477,312,182,14,129,2,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/100779.jpg
100922,RSM00027612,RU,CITY,Zyuzino,Moscow,MOW,55.65608,37.56846,126573,,Europe__Moscow,2,948,1121,1959,170,188,6,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/100922.jpg
104145,RSM00029838,RU,CITY,Barnaul,Altai Krai,ALT,53.36056,83.76361,633301,180.0,Asia__Barnaul,2,218,108,96,6,48,2,10,https://travelapiimages.s3.eu-central-1.amazonaws.com/104145.jpg
165074,RSM00029838,RU,CITY,Barnaul Urban Okrug,Altai Krai,ALT,53.33087,83.64441,696378,,Asia__Barnaul,2,197,90,96,6,42,2,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/165074.jpg
103985,RSM00034730,RU,CITY,Bataysk,Rostov Oblast,ROS,47.13975,39.75181,126769,5.0,Europe__Moscow,2,322,166,644,0,43,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/103985.jpg
102994,RSM00034730,RU,CITY,Novocherkassk,Rostov Oblast,ROS,47.42096,40.09185,168766,80.0,Europe__Moscow,2,53,133,146,6,11,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/102994.jpg
101498,RSM00034730,RU,CITY,Rostov-na-Donu,Rostov Oblast,ROS,47.23135,39.72328,1125299,70.0,Europe__Moscow,2,459,441,742,6,145,10,19,https://travelapiimages.s3.eu-central-1.amazonaws.com/101498.jpg
105080,RSM00029939,RU,CITY,Biysk,Altai Krai,ALT,52.53639,85.20721999999998,215430,180.0,Asia__Barnaul,2,31,14,8,0,96,2,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/105080.jpg
105248,RSM00030309,RU,CITY,Bratsk,Sevastopol,UA-40,56.1325,101.61417,256600,443.0,Asia__Irkutsk,2,29,4,2,0,4,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/105248.jpg
103656,RSM00027113,RU,CITY,Cherepovets,Vologda Oblast,VLG,59.13333000000001,37.9,318856,130.0,Europe__Moscow,2,88,20,9,0,14,0,4,https://travelapiimages.s3.eu-central-1.amazonaws.com/103656.jpg
104967,RSM00030758,RU,CITY,Chita,Zabaykalsky Krai,ZAB,52.03171,113.50087,347088,650.0,Asia__Chita,2,67,24,6,6,21,7,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/104967.jpg
103943,RSM00027799,RU,CITY,Dimitrovgrad,Ulyanovsk Oblast,ULY,54.21386,49.61838,132226,60.0,Europe__Ulyanovsk,2,16,18,0,0,12,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/103943.jpg
103710,RSM00027459,RU,CITY,Dzerzhinsk,Nizhny Novgorod Oblast,NIZ,56.24143,43.45539,233126,90.0,Europe__Moscow,2,111,42,16,0,28,0,5,https://travelapiimages.s3.eu-central-1.amazonaws.com/103710.jpg
102904,RSM00027459,RU,CITY,Nizhniy Novgorod,Nizhny Novgorod Oblast,NIZ,56.32867,44.00205,1284164,200.0,Europe__Moscow,2,553,390,577,20,102,0,15,https://travelapiimages.s3.eu-central-1.amazonaws.com/102904.jpg
103101,RSM00034172,RU,CITY,Engel’s,Saratov Oblast,SAR,51.48389,46.10528,225752,20.0,Europe__Saratov,2,270,111,130,6,47,5,5,https://travelapiimages.s3.eu-central-1.amazonaws.com/103101.jpg
101120,RSM00034172,RU,CITY,Saratov,Saratov Oblast,SAR,51.54056,46.00861,863725,50.0,Europe__Saratov,2,290,127,132,6,101,11,5,https://travelapiimages.s3.eu-central-1.amazonaws.com/101120.jpg
103497,RSM00028214,RU,CITY,Glazov,Udmurt Republic,UD,58.1393,52.658,100676,150.0,Europe__Samara,2,30,4,6,0,20,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/103497.jpg
165269,RSM00025913,RU,CITY,Gorod Magadan,Magadan Oblast,MAG,59.56029,150.79843,169501,,Asia__Magadan,2,39,20,2,0,30,10,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/165269.jpg
169280,UPM00033946,RU,CITY,Gorodskoy okrug Simferopol,Lipetsk Oblast,43,44.94803,34.109120000000004,363300,,Europe__Simferopol,2,163,99,46,6,82,24,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/169280.jpg
169142,UPM00033946,RU,CITY,Nakhimovskiy rayon,Sevastopol,UA-40,44.69502,33.58092,118730,,Europe__Simferopol,2,202,141,111,0,86,16,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/169142.jpg
112016,UPM00033946,RU,CITY,Simferopol,Lipetsk Oblast,43,44.95719,34.11079,341799,350.0,Europe__Simferopol,2,163,99,46,6,82,20,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/112016.jpg
102100,RSM00028411,RU,CITY,Izhevsk,Udmurt Republic,UD,56.84976,53.20448,646277,140.0,Europe__Samara,2,208,109,76,2,40,10,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/102100.jpg
102231,RSM00026702,RU,CITY,Kaliningrad,Kaliningrad,KGD,54.70649,20.51095,467289,5.0,Europe__Kaliningrad,2,332,227,166,18,18,24,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/102231.jpg
104685,RSM00029581,RU,CITY,Kansk,Krasnoyarsk Krai,KYA,56.20166999999999,95.7175,101502,200.0,Asia__Krasnoyarsk,2,15,10,2,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/104685.jpg
102959,RSM00037472,RU,CITY,Kaspiysk,Republic of Dagestan,DA,42.88165,47.63919,116340,0.0,Europe__Moscow,2,29,48,2,0,7,0,6,https://travelapiimages.s3.eu-central-1.amazonaws.com/102959.jpg
102701,RSM00037472,RU,CITY,Makhachkala,Republic of Dagestan,DA,42.97638,47.50236,592976,10.0,Europe__Moscow,2,120,112,16,0,22,3,15,https://travelapiimages.s3.eu-central-1.amazonaws.com/102701.jpg
104791,RSM00029645,RU,CITY,Kemerovo,Kemerovo Oblast,KEM,55.33333,86.08333,556920,140.0,Asia__Novokuznetsk,2,110,56,4,0,38,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/104791.jpg
112708,UPM00033983,RU,CITY,Kerch,Lipetsk Oblast,43,45.35675,36.47542,149566,10.0,Europe__Simferopol,2,105,34,47,4,143,36,6,https://travelapiimages.s3.eu-central-1.amazonaws.com/112708.jpg
104508,RSM00031735,RU,CITY,Khabarovsk,Khabarovsk Krai,KHA,48.48271,135.08379,616242,72.0,Asia__Vladivostok,2,125,45,0,0,16,6,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/104508.jpg
105407,RSM00031735,RU,CITY,Khabarovsk Vtoroy,Khabarovsk Krai,KHA,48.43776,135.13329,578303,,Asia__Vladivostok,2,123,49,0,0,20,10,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/105407.jpg
102301,RSM00027199,RU,CITY,Kirov,Kirov Oblast,KIR,58.59665,49.66007000000001,501468,150.0,Europe__Kirov,2,115,102,25,0,122,0,14,https://travelapiimages.s3.eu-central-1.amazonaws.com/102301.jpg
104856,RSM00031561,RU,CITY,Komsomolsk-on-Amur,Khabarovsk Krai,KHA,50.55034000000001,137.00995,275908,47.0,Asia__Vladivostok,2,39,26,2,0,12,6,5,https://travelapiimages.s3.eu-central-1.amazonaws.com/104856.jpg
103078,RSM00027333,RU,CITY,Kostroma,Kostroma Oblast,KOS,57.76647,40.92686,277656,110.0,Europe__Moscow,2,142,121,35,0,26,0,6,https://travelapiimages.s3.eu-central-1.amazonaws.com/103078.jpg
103080,RSM00034009,RU,CITY,Kursk,Kursk Oblast,KRS,51.73733,36.18735,449063,250.0,Europe__Moscow,2,135,132,72,6,40,0,8,https://travelapiimages.s3.eu-central-1.amazonaws.com/103080.jpg
104442,RSM00036096,RU,CITY,Kyzyl,Tuva Republic,TY,51.71081,94.45338,116015,631.0,Asia__Krasnoyarsk,2,38,10,0,0,6,6,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/104442.jpg
102151,RSM00027930,RU,CITY,Lipetsk,Lipetsk Oblast,LIP,52.60311,39.57076,515655,160.0,Europe__Moscow,2,152,83,14,0,49,0,10,https://travelapiimages.s3.eu-central-1.amazonaws.com/102151.jpg
102403,RSM00028838,RU,CITY,Magnitogorsk,Chelyabinsk Oblast,CHE,53.41861,59.04722,418241,370.0,Asia__Yekaterinburg,2,52,22,14,0,20,36,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/102403.jpg
102780,RSM00037021,RU,CITY,Maykop,Republic of Adygea,AD,44.60778,40.10583,144055,220.0,Europe__Moscow,2,62,33,8,6,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/102780.jpg
165299,RSM00037021,RU,CITY,Maykop Republican Urban Okrug,Republic of Adygea,AD,44.611,40.12344,167350,,Europe__Moscow,2,62,33,8,6,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/165299.jpg
102979,RSM00022113,RU,CITY,Murmansk,Murmansk Oblast,MUR,68.97917,33.09251,319263,50.0,Europe__Moscow,2,127,52,10,0,28,8,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/102979.jpg
102280,RSM00027643,RU,CITY,Murom,Vladimir Oblast,VLA,55.575,42.0426,126931,115.0,Europe__Moscow,2,49,123,30,6,30,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/102280.jpg
104659,RSM00031987,RU,CITY,Nakhodka,Primorsky Krai,PRI,42.81384,132.87348,151420,8.0,Asia__Vladivostok,2,20,0,2,0,66,26,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/104659.jpg
102348,RSM00037212,RU,CITY,Nal’chik,Kabardino-Balkar Republic,KB,43.49806,43.61889,272800,512.0,Europe__Moscow,2,97,17,20,0,4,8,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/102348.jpg
102287,RSM00028240,RU,CITY,Nizhny Tagil,Sverdlovsk,SVE,57.91944,59.965,381116,200.0,Asia__Yekaterinburg,2,200,61,21,0,9,53,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/102287.jpg
102095,RSM00027606,RU,CITY,Obninsk,Kaluga Oblast,KLU,55.09681,36.61006,115029,175.0,Europe__Moscow,2,43,38,26,6,26,0,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/102095.jpg
164208,RSM00027511,RU,CITY,Odintsovskiy Rayon,Moscow Oblast,MOS,55.66667,36.91667,320164,,Europe__Moscow,2,50,96,33,0,30,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/164208.jpg
104378,RSM00028698,RU,CITY,Omsk,Omsk Oblast,OMS,54.99244,73.36859,1178391,90.0,Asia__Omsk,2,386,118,85,8,24,0,15,https://travelapiimages.s3.eu-central-1.amazonaws.com/104378.jpg
101462,RSM00035121,RU,CITY,Orenburg,Orenburg Oblast,ORE,51.7727,55.0988,564443,150.0,Asia__Yekaterinburg,2,131,85,48,6,28,0,10,https://travelapiimages.s3.eu-central-1.amazonaws.com/101462.jpg
102076,RSM00027906,RU,CITY,Orël,Oryol Oblast,ORL,52.96508000000001,36.07849,324200,170.0,Europe__Moscow,2,148,87,50,6,12,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/102076.jpg
101930,RSM00027962,RU,CITY,Penza,Penza Oblast,PNZ,53.20066,45.00464,523726,150.0,Europe__Moscow,2,185,99,72,6,76,4,7,https://travelapiimages.s3.eu-central-1.amazonaws.com/101930.jpg
105262,RSM00032583,RU,CITY,Petropavlovsk-Kamchatsky,Kamchatka Krai,KAM,53.04444,158.65076000000005,187282,150.0,Asia__Kamchatka,2,60,28,0,0,12,18,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/105262.jpg
101294,RSM00022820,RU,CITY,Petrozavodsk,Republic of Karelia,KR,61.78491,34.34691,278551,60.0,Europe__Moscow,2,191,69,26,12,47,7,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/101294.jpg
101983,RSM00026258,RU,CITY,Pskov,Pskov Oblast,PSK,57.8136,28.3496,209840,45.0,Europe__Moscow,2,113,261,129,8,20,0,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/101983.jpg
105096,RSM00036034,RU,CITY,Rubtsovsk,Altai Krai,ALT,51.51473,81.20613,161065,215.0,Asia__Barnaul,2,31,6,0,0,22,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/105096.jpg
102087,RSM00028825,RU,CITY,Salavat,Republic of Bashkortostan,BA,53.38365,55.90773000000001,159893,150.0,Asia__Yekaterinburg,2,41,18,6,0,16,6,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/102087.jpg
101637,RSM00028825,RU,CITY,Sterlitamak,Republic of Bashkortostan,BA,53.62461999999999,55.95015,280233,150.0,Asia__Yekaterinburg,2,34,28,8,0,3,3,4,https://travelapiimages.s3.eu-central-1.amazonaws.com/101637.jpg
101136,RSM00027760,RU,CITY,Saransk,Republic of Mordovia,MO,54.1838,45.1749,314789,160.0,Europe__Moscow,2,93,74,14,0,14,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/101136.jpg
102031,RSM00022551,RU,CITY,Severodvinsk,Arkhangelsk,ARK,64.5635,39.8302,194292,7.0,Europe__Moscow,2,45,21,0,0,6,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/102031.jpg
101638,RSM00026781,RU,CITY,Smolensk,Smolensk Oblast,SMO,54.7818,32.0401,329853,242.0,Europe__Moscow,2,139,130,199,8,27,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/101638.jpg
102090,RSM00034110,RU,CITY,Staryy Oskol,Belgorod Oblast,BEL,51.29667,37.84167,226977,150.0,Europe__Moscow,2,27,56,22,0,10,0,4,https://travelapiimages.s3.eu-central-1.amazonaws.com/102090.jpg
104194,RSM00023849,RU,CITY,Surgut,Khanty-Mansi Autonomous Okrug,KHM,61.25,73.41667,360590,40.0,Asia__Yekaterinburg,2,99,38,3,0,4,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/104194.jpg
101423,RSM00023804,RU,CITY,Syktyvkar,Komi Republic,KO,61.664,50.815,245313,172.0,Europe__Moscow,2,84,19,14,0,70,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/101423.jpg
101781,RSM00027947,RU,CITY,Tambov,Tambov Oblast,TAM,52.73169,41.44326,290933,130.0,Europe__Moscow,2,115,74,14,6,46,2,4,https://travelapiimages.s3.eu-central-1.amazonaws.com/101781.jpg
104895,RSM00028275,RU,CITY,Tobol’sk,Tyumen Oblast,TYU,58.19807,68.25457,113800,90.0,Asia__Yekaterinburg,2,82,110,27,0,10,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/104895.jpg
102032,RSM00027719,RU,CITY,Tula,Tula Oblast,TUL,54.19609000000001,37.61822,485221,170.0,Europe__Moscow,2,251,245,59,12,27,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/102032.jpg
101214,RSM00028722,RU,CITY,Ufa,Republic of Bashkortostan,BA,54.74306,55.96779,1115560,150.0,Asia__Yekaterinburg,2,320,168,113,0,72,7,9,https://travelapiimages.s3.eu-central-1.amazonaws.com/101214.jpg
101596,RSM00023606,RU,CITY,Ukhta,Komi Republic,KO,63.56705,53.68348,102187,100.0,Europe__Moscow,2,14,6,2,0,2,0,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/101596.jpg
104711,RSM00030823,RU,CITY,Ulan-Ude,Republic of Buryatia,BU,51.82721,107.60627,431922,500.0,Asia__Irkutsk,2,88,66,8,0,62,2,10,https://travelapiimages.s3.eu-central-1.amazonaws.com/104711.jpg
104756,RSM00031960,RU,CITY,Ussuriysk,Primorsky Krai,PRI,43.80291,131.94578,170660,33.0,Asia__Vladivostok,2,23,8,8,6,6,8,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/104756.jpg
102815,RSM00026179,RU,CITY,Velikiy Novgorod,Novgorod Oblast,NGR,58.52131,31.271040000000006,222594,25.0,Europe__Moscow,2,187,402,150,8,10,2,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/102815.jpg
100421,RSM00026477,RU,CITY,Velikiye Luki,Pskov Oblast,PSK,56.34,30.54517,103149,100.0,Europe__Moscow,2,38,28,12,0,2,0,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/100421.jpg
100844,RS000034561,RU,CITY,Volgograd,Volgograd Oblast,VGG,48.71939,44.50183,1015586,80.0,Europe__Volgograd,2,356,215,154,54,138,6,9,https://travelapiimages.s3.eu-central-1.amazonaws.com/100844.jpg
100362,RS000034561,RU,CITY,Volzhskiy,Volgograd Oblast,VGG,48.78583,44.77973,326055,20.0,Europe__Volgograd,2,62,60,20,6,18,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/100362.jpg
100538,RSM00027037,RU,CITY,Vologda,Vologda Oblast,VLG,59.2239,39.88398,314900,120.0,Europe__Moscow,2,239,189,79,4,26,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/100538.jpg
100102,RSM00034123,RU,CITY,Voronezh,Voronezh Oblast,VOR,51.67204,39.1843,1047549,154.0,Europe__Moscow,2,358,421,522,0,217,10,17,https://travelapiimages.s3.eu-central-1.amazonaws.com/100102.jpg
165282,RSM00024959,RU,CITY,Yakutsk,Sakha Republic,SA,61.97382,129.75403,307911,,Asia__Yakutsk,2,124,30,3,0,14,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/165282.jpg
100230,RSM00027928,RU,CITY,Yelets,Lipetsk Oblast,LIP,52.62366,38.50169,115688,140.0,Europe__Moscow,2,62,100,18,6,14,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/100230.jpg
100417,RSM00027485,RU,CITY,Yoshkar-Ola,Mari El Republic,ME,56.63877,47.89078,279100,100.0,Europe__Moscow,2,94,40,8,6,15,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/100417.jpg
105617,RSM00032150,RU,CITY,Yuzhno-Sakhalinsk,Sakhalin,SAK,46.95407,142.73603,194882,50.0,Asia__Sakhalin,2,85,30,14,0,11,65,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/105617.jpg
16027,COM00080084,CO,CITY,Apartadó,Antioquia Department,ANT,7.882989999999999,-76.62586999999998,131405,30.0,America__Bogota,2,2,61,2,0,0,4,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16027.jpg
15056,COM00080084,CO,CITY,Turbo,Antioquia Department,ANT,8.09263,-76.72822,172314,2.0,America__Bogota,2,0,4,0,0,2,2,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15056.jpg
16176,COM00080099,CO,CITY,Arauca,Arauca Department,ARA,7.08471,-70.75908000000003,270708,125.0,America__Bogota,2,0,14,2,0,0,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/16176.jpg
142182,COM00080211,CO,CITY,Armenia,Quindío Department,QUI,4.53307,-75.70438,301226,,America__Bogota,2,52,164,6,0,4,42,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/142182.jpg
16678,COM00080091,CO,CITY,Barrancabermeja,Santander Department,SAN,7.06528,-73.85472,191403,75.0,America__Bogota,2,28,14,0,0,0,2,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16678.jpg
16757,COM00080028,CO,CITY,Barranquilla,Atlántico Department,ATL,10.96854,-74.78132,1380425,18.0,America__Bogota,2,80,215,18,0,14,62,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/16757.jpg
16285,COM00080028,CO,CITY,Malambo,Atlántico Department,ATL,10.85953,-74.77386,101280,17.0,America__Bogota,2,66,194,18,0,0,2,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16285.jpg
141464,COM00080028,CO,CITY,Soledad,Atlántico Department,ATL,10.89986,-74.78787,461851,,America__Bogota,2,68,207,18,0,2,10,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141464.jpg
15938,CO000080222,CO,CITY,Bogotá,Antioquia Department,ANT,4.60971,-74.08175,7674366,2640.0,America__Bogota,2,776,866,125,14,64,566,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/15938.jpg
16506,CO000080222,CO,CITY,Facatativá,Cundinamarca Department,CUN,4.81367,-74.35453000000003,117133,2586.0,America__Bogota,2,28,60,2,0,0,64,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16506.jpg
16068,CO000080222,CO,CITY,Fusagasugá,Cundinamarca Department,CUN,4.33646,-74.36378,139805,1765.0,America__Bogota,2,15,20,2,0,0,48,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16068.jpg
15782,CO000080222,CO,CITY,Soacha,Cundinamarca Department,CUN,4.57937,-74.21682,995268,2565.0,America__Bogota,2,695,870,111,14,52,144,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15782.jpg
15622,CO000080222,CO,CITY,Zipaquirá,Cundinamarca Department,CUN,5.02208,-74.00480999999998,126409,2652.0,America__Bogota,2,47,72,14,0,0,64,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15622.jpg
16532,COM00080094,CO,CITY,Bucaramanga,Santander Department,SAN,7.12539,-73.1198,571820,959.0,America__Bogota,2,43,96,0,0,46,82,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16532.jpg
141945,COM00080094,CO,CITY,Floridablanca,Santander Department,SAN,7.06315,-73.08586,267170,,America__Bogota,2,37,74,0,0,42,48,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141945.jpg
16238,COM00080094,CO,CITY,Girón,Santander Department,SAN,7.0682,-73.16981,135791,706.0,America__Bogota,2,37,74,0,0,46,40,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16238.jpg
141718,COM00080094,CO,CITY,Piedecuesta,Santander Department,SAN,6.97443,-73.02284,117364,,America__Bogota,2,29,60,0,0,29,42,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141718.jpg
142074,CO000080259,CO,CITY,Cali,Valle del Cauca Department,VAC,3.41033,-76.58097,2471474,,America__Bogota,2,194,470,37,0,42,122,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/142074.jpg
16025,CO000080259,CO,CITY,Guadalajara de Buga,Valle del Cauca Department,VAC,3.90089,-76.29783,118004,969.0,America__Bogota,2,12,44,0,0,3,20,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16025.jpg
141696,CO000080259,CO,CITY,Palmira,Valle del Cauca Department,VAC,3.53969,-76.22606999999998,349294,,America__Bogota,2,28,50,0,0,0,6,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141696.jpg
16524,COM00080022,CO,CITY,Cartagena,Bolívar Department,BOL,10.39972,-75.51444000000002,1036412,2.0,America__Bogota,2,89,174,36,0,282,78,49,https://travelapiimages.s3.eu-central-1.amazonaws.com/16524.jpg
16314,COM00080210,CO,CITY,Cartago,Valle del Cauca Department,VAC,4.74639,-75.91167,134963,917.0,America__Bogota,2,16,58,0,0,0,2,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16314.jpg
16045,COM00080210,CO,CITY,Dosquebradas,Risaralda Department,RIS,4.83916,-75.66727,179583,1460.0,America__Bogota,2,41,130,2,0,98,36,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16045.jpg
16721,COM00080210,CO,CITY,Manizales,Caldas Department,CAL,5.0688900000000015,-75.51738,434403,2200.0,America__Bogota,2,61,102,8,0,36,70,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16721.jpg
141698,COM00080210,CO,CITY,Pereira,Risaralda Department,RIS,4.76896,-75.72222,443554,,America__Bogota,2,39,130,4,0,58,26,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141698.jpg
142015,COM00080009,CO,CITY,Ciénaga,Magdalena Department,MAG,10.83333,-74.08333,101985,,America__Bogota,2,4,2,6,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/142015.jpg
141544,COM00080009,CO,CITY,Santa Marta,Magdalena Department,MAG,11.24348,-74.20835,515556,,America__Bogota,2,62,72,8,0,76,20,47,https://travelapiimages.s3.eu-central-1.amazonaws.com/141544.jpg
16835,COM00080097,CO,CITY,Cúcuta,Norte de Santander Department,NSA,7.893910000000001,-72.50782,750000,320.0,America__Bogota,2,30,266,28,0,22,100,8,https://travelapiimages.s3.eu-central-1.amazonaws.com/16835.jpg
16270,COM00080214,CO,CITY,Girardot City,Cundinamarca Department,CUN,4.30079,-74.80754,130289,,America__Bogota,2,11,29,0,0,6,78,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/16270.jpg
16745,COM00080214,CO,CITY,Ibagué,Tolima Department,TOL,4.43889,-75.23222,498401,1285.0,America__Bogota,2,42,80,0,0,8,68,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16745.jpg
16558,COM00080063,CO,CITY,Montería,Córdoba Department,COR,8.74798,-75.88143000000002,460223,18.0,America__Bogota,2,10,22,0,0,0,4,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16558.jpg
141737,COM00080315,CO,CITY,Neiva,Huila Department,HUI,3.01441,-75.30939000000002,316033,,America__Bogota,2,12,24,6,0,0,62,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141737.jpg
141608,COM00080144,CO,CITY,Quibdó,Chocó Department,CHO,5.76075,-76.83700999999998,112886,,America__Bogota,2,0,0,0,0,0,2,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141608.jpg
141633,COM00080112,CO,CITY,Rionegro,Antioquia Department,ANT,6.16667,-75.41667,114299,,America__Bogota,2,230,302,18,0,8,68,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141633.jpg
15322,COM00080036,CO,CITY,Valledupar,Cesar Department,CES,10.46314,-73.25322,354449,180.0,America__Bogota,2,25,24,0,0,0,6,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15322.jpg
141386,COM00080234,CO,CITY,Villavicencio,Meta,MET,4.0742400000000005,-73.4915,527668,,America__Bogota,2,29,64,0,0,2,4,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/141386.jpg
17481,CSM00078762,CR,CITY,Alajuela,Alajuela Province,A,10.01625,-84.21163,265472,952.0,America__Costa_Rica,2,262,961,12,0,13,55,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/17481.jpg
16495,CSM00078762,CR,CITY,Cartago,Provincia de Cartago,C,9.86444,-83.91944000000002,221733,1435.0,America__Costa_Rica,2,199,719,12,0,10,22,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16495.jpg
16929,CSM00078762,CR,CITY,Heredia,Heredia Province,H,10.00236,-84.11650999999998,128550,1172.0,America__Costa_Rica,2,290,954,12,0,27,67,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16929.jpg
16736,CSM00078762,CR,CITY,San José,San José Province,SJ,9.93333,-84.08333,335007,1161.0,America__Costa_Rica,2,294,945,16,0,19,61,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16736.jpg
18689,EZM00011723,CZ,CITY,Brno,South Moravian Region,64,49.19522,16.607960000000002,380681,237.0,Europe__Prague,2,1329,1663,2923,100,608,163,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/18689.jpg
18377,EZM00011659,CZ,CITY,Jihlava,Vysočina Region,63,49.3961,15.59124,108340,,Europe__Prague,2,498,902,1612,65,243,92,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/18377.jpg
