regionCode,regionName,countryCode,culture_hIndexMean,culture_hIndexMin,culture_hIndexMax,culture_cIndexMean,culture_cIndexMin,culture_cIndexMax,culture_rIndexMean,culture_rIndexMin,culture_rIndexMax,culture_aIndexMean,culture_aIndexMin,culture_aIndexMax,culture_iIndexMean,culture_iIndexMin,culture_iIndexMax,culture_nIndexMean,culture_nIndexMin,culture_nIndexMax,formations_mIndexMean,formations_mIndexMin,formations_mIndexMax,formations_rIndexMean,formations_rIndexMin,formations_rIndexMax,beach_IndexMean,beach_IndexMin,beach_IndexMax
CH_BS,Basel-Stadt,CH,647.0,647,647,929.0,929,929,1067.0,1067,1067,2451.0,2451,2451,66.0,66,66,127.0,127,127,63.0,63,63,7.0,7,7,2.0,2,2
CH_GE,Canton of Geneva,CH,614.0,614,614,860.0,860,860,653.0,653,653,1421.0,1421,1421,24.0,24,24,96.0,96,96,18.0,18,18,6.0,6,6,25.0,25,25
CH_VD,Canton of Vaud,CH,386.0,386,386,512.0,512,512,377.0,377,377,984.0,984,984,6.0,6,6,115.0,115,115,13.0,13,13,0.0,0,0,2.0,2,2
CH_ZH,canton of Zürich,CH,900.0,610,1190,791.0,357,1225,844.0,545,1143,1361.0,982,1740,76.0,32,120,159.0,90,228,116.0,104,129,2.0,0,4,4.0,0,7
CL_AN,Antofagasta Region,CL,42.0,42,42,64.0,64,64,56.0,56,56,40.0,40,40,12.0,12,12,30.0,30,30,4.0,4,4,6.0,6,6,15.0,15,15
CL_AP,Arica y Parinacota Region,CL,81.0,81,81,60.0,60,60,66.0,66,66,19.0,19,19,6.0,6,6,47.0,47,47,6.0,6,6,0.0,0,0,21.0,21,21
CL_BI,Bío Bío Region,CL,60.0,27,80,79.0,29,105,247.0,128,323,26.0,16,35,4.0,0,12,81.0,33,117,28.0,2,44,0.0,0,0,2.0,0,3
CL_CO,Coquimbo Region,CL,51.0,51,51,62.0,62,62,113.0,112,114,61.0,61,61,6.0,6,6,50.0,45,54,12.0,10,13,0.0,0,0,6.0,6,6
CL_LL,Los Lagos Region,CL,30.0,30,30,10.0,10,10,76.0,76,76,0.0,0,0,0.0,0,0,8.0,8,8,0.0,0,0,0.0,0,0,0.0,0,0
CL_LR,Los Ríos Region,CL,60.0,60,60,68.0,68,68,60.0,60,60,32.0,32,32,0.0,0,0,34.0,34,34,0.0,0,0,0.0,0,0,0.0,0,0
CL_MA,Magellan and the Chilean Antarctic Region,CL,56.0,56,56,60.0,60,60,40.0,40,40,8.0,8,8,0.0,0,0,8.0,8,8,0.0,0,0,0.0,0,0,6.0,6,6
CL_NB,Ñuble Region,CL,34.0,34,34,16.0,16,16,116.0,116,116,6.0,6,6,0.0,0,0,2.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0
CL_RM,Santiago Metropolitan Region,CL,282.0,8,540,372.0,2,706,588.0,18,891,137.0,0,256,14.0,0,24,110.0,26,352,90.0,10,264,0.0,0,0,0.0,0,0
CL_TA,Tarapacá Region,CL,57.0,57,57,45.0,45,45,19.0,19,19,18.0,18,18,0.0,0,0,7.0,7,7,20.0,20,20,0.0,0,0,11.0,11,11
CN_AH,Anhui,CN,67.0,64,70,58.0,58,58,60.0,51,69,2.0,2,2,0.0,0,0,8.0,8,8,127.0,120,134,0.0,0,0,0.0,0,1
CN_FJ,Fujian,CN,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,2,18.0,18,18,0.0,0,0,0.0,0,0
CN_GD,Guangdong,CN,95.0,0,190,224.0,14,435,213.0,4,422,94.0,5,183,2.0,0,3,170.0,0,341,140.0,12,269,1.0,0,2,9.0,0,18
CN_GS,Gansu,CN,13.0,13,13,9.0,9,9,42.0,40,44,2.0,2,2,0.0,0,0,25.0,25,25,20.0,20,20,0.0,0,0,0.0,0,0
CN_GX,Guangxi Zhuang Autonomous Region,CN,1.0,0,2,7.0,2,12,0.0,0,0,0.0,0,0,0.0,0,0,26.0,4,48,0.0,0,0,0.0,0,0,0.0,0,0
CN_GZ,Guizhou,CN,0.0,0,0,0.0,0,0,0.0,0,0,11.0,11,11,0.0,0,0,32.0,32,32,0.0,0,0,0.0,0,0,0.0,0,0
CN_HA,Henan,CN,11.0,0,19,8.0,4,10,6.0,0,18,3.0,0,7,1.0,0,3,6.0,0,18,4.0,0,12,0.0,0,0,0.0,0,0
CN_HE,Hebei,CN,5.0,4,9,13.0,0,21,27.0,4,56,18.0,2,31,3.0,0,4,10.0,0,24,3.0,0,8,0.0,0,0,0.0,0,0
CN_HI,Hainan,CN,1.0,0,2,2.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0,12.0,2,22,3.0,0,6,0.0,0,0,0.0,0,0
CN_HL,Heilongjiang,CN,9.0,0,61,8.0,0,39,3.0,0,12,1.0,0,9,1.0,0,6,6.0,0,32,1.0,0,4,1.0,0,6,1.0,0,10
CN_JL,Jilin,CN,5.0,0,10,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,9.0,0,18,0.0,0,0,0.0,0,0,0.0,0,0
CN_JX,Jiangxi,CN,12.0,12,12,0.0,0,0,0.0,0,0,15.0,15,15,0.0,0,0,0.0,0,0,4.0,4,4,0.0,0,0,0.0,0,0
CN_LN,Liaoning,CN,2.0,0,4,7.0,2,12,4.0,2,7,2.0,0,3,2.0,0,3,33.0,10,56,2.0,0,4,0.0,0,0,0.0,0,0
CN_NM,Inner Mongolia,CN,91.0,0,182,1.0,0,2,0.0,0,0,3.0,0,6,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
CN_SC,Sichuan,CN,4.0,4,4,6.0,6,6,12.0,12,12,7.0,7,7,0.0,0,0,150.0,150,150,22.0,22,22,0.0,0,0,0.0,0,0
CN_SD,Shandong,CN,40.0,0,131,44.0,0,171,41.0,0,153,12.0,2,43,1.0,0,3,24.0,0,50,115.0,0,508,0.0,0,0,0.0,0,2
CN_SX,Shanxi,CN,161.0,0,463,8.0,0,23,28.0,0,45,11.0,0,24,0.0,0,0,16.0,0,39,2.0,0,5,0.0,0,0,0.0,0,0
CN_TJ,Tianjin,CN,30.0,30,30,89.0,89,89,50.0,50,50,38.0,38,38,7.0,7,7,0.0,0,0,4.0,4,4,0.0,0,0,0.0,0,0
CN_XJ,Xinjiang,CN,0.0,0,0,2.0,0,3,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
CN_XZ,Tibet Autonomous Region,CN,8.0,0,16,5.0,0,10,8.0,6,10,1.0,0,2,0.0,0,0,2.0,0,4,0.0,0,0,0.0,0,0,0.0,0,0
CN_YN,Yunnan,CN,7.0,0,16,10.0,0,36,11.0,0,40,10.0,0,35,2.0,0,6,10.0,0,39,2.0,0,6,0.0,0,0,0.0,0,0
CO_ANT,Antioquia Department,CO,102.0,2,330,252.0,0,776,308.0,4,866,36.0,0,125,4.0,0,14,18.0,0,64,160.0,2,566,0.0,0,0,0.0,0,1
CO_ARA,Arauca Department,CO,14.0,14,14,0.0,0,0,14.0,14,14,2.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,2
CO_ATL,Atlántico Department,CO,46.0,37,55,71.0,66,80,205.0,194,215,18.0,18,18,0.0,0,0,5.0,0,14,25.0,2,62,0.0,0,0,0.0,0,1
CO_BOL,Bolívar Department,CO,181.0,181,181,89.0,89,89,174.0,174,174,36.0,36,36,0.0,0,0,282.0,282,282,78.0,78,78,0.0,0,0,49.0,49,49
CO_CAL,Caldas Department,CO,38.0,38,38,61.0,61,61,102.0,102,102,8.0,8,8,0.0,0,0,36.0,36,36,70.0,70,70,0.0,0,0,0.0,0,0
CO_CES,Cesar Department,CO,41.0,41,41,25.0,25,25,24.0,24,24,0.0,0,0,0.0,0,0,0.0,0,0,6.0,6,6,0.0,0,0,0.0,0,0
CO_CHO,Chocó Department,CO,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,2,0.0,0,0,0.0,0,0
CO_COR,Córdoba Department,CO,14.0,14,14,10.0,10,10,22.0,22,22,0.0,0,0,0.0,0,0,0.0,0,0,4.0,4,4,0.0,0,0,0.0,0,0
CO_CUN,Cundinamarca Department,CO,71.0,16,264,159.0,11,695,210.0,20,870,26.0,0,111,3.0,0,14,12.0,0,52,80.0,48,144,0.0,0,0,0.0,0,2
CO_HUI,Huila Department,CO,18.0,18,18,12.0,12,12,24.0,24,24,6.0,6,6,0.0,0,0,0.0,0,0,62.0,62,62,0.0,0,0,0.0,0,0
CO_MAG,Magdalena Department,CO,32.0,6,58,33.0,4,62,37.0,2,72,7.0,6,8,0.0,0,0,38.0,0,76,10.0,0,20,0.0,0,0,24.0,0,47
CO_MET,Meta,CO,38.0,38,38,29.0,29,29,64.0,64,64,0.0,0,0,0.0,0,0,2.0,2,2,4.0,4,4,0.0,0,0,1.0,1,1
CO_NSA,Norte de Santander Department,CO,70.0,70,70,30.0,30,30,266.0,266,266,28.0,28,28,0.0,0,0,22.0,22,22,100.0,100,100,0.0,0,0,8.0,8,8
CO_QUI,Quindío Department,CO,106.0,106,106,52.0,52,52,164.0,164,164,6.0,6,6,0.0,0,0,4.0,4,4,42.0,42,42,0.0,0,0,0.0,0,0
CO_RIS,Risaralda Department,CO,111.0,108,114,40.0,39,41,130.0,130,130,3.0,2,4,0.0,0,0,78.0,58,98,31.0,26,36,0.0,0,0,0.0,0,0
CO_SAN,Santander Department,CO,38.0,18,49,35.0,28,43,64.0,14,96,0.0,0,0,0.0,0,0,33.0,0,46,43.0,2,82,0.0,0,0,0.0,0,0
CO_TOL,Tolima Department,CO,60.0,60,60,42.0,42,42,80.0,80,80,0.0,0,0,0.0,0,0,8.0,8,8,68.0,68,68,0.0,0,0,0.0,0,0
CO_VAC,Valle del Cauca Department,CO,60.0,6,172,62.0,12,194,156.0,44,470,9.0,0,37,0.0,0,0,11.0,0,42,38.0,2,122,0.0,0,0,0.0,0,0
CR_A,Alajuela Province,CR,399.0,399,399,262.0,262,262,961.0,961,961,12.0,12,12,0.0,0,0,13.0,13,13,55.0,55,55,0.0,0,0,0.0,0,0
CR_C,Provincia de Cartago,CR,286.0,286,286,199.0,199,199,719.0,719,719,12.0,12,12,0.0,0,0,10.0,10,10,22.0,22,22,0.0,0,0,0.0,0,0
CR_H,Heredia Province,CR,439.0,439,439,290.0,290,290,954.0,954,954,12.0,12,12,0.0,0,0,27.0,27,27,67.0,67,67,0.0,0,0,0.0,0,0
CR_SJ,San José Province,CR,425.0,425,425,294.0,294,294,945.0,945,945,16.0,16,16,0.0,0,0,19.0,19,19,61.0,61,61,0.0,0,0,0.0,0,0
CZ_10,Prague,CZ,1199.0,1199,1199,1441.0,1441,1441,1973.0,1973,1973,2789.0,2789,2789,750.0,750,750,1288.0,1288,1288,472.0,472,472,24.0,24,24,2.0,2,2
CZ_324,Plzeň-South District,CZ,914.0,914,914,701.0,701,701,1283.0,1283,1283,2235.0,2235,2235,78.0,78,78,188.0,188,188,114.0,114,114,0.0,0,0,0.0,0,0
CZ_42,Ústí nad Labem Region,CZ,483.0,483,483,225.0,225,225,791.0,791,791,697.0,697,697,72.0,72,72,301.0,301,301,337.0,337,337,0.0,0,0,0.0,0,0
CZ_51,Liberec Region,CZ,960.0,960,960,435.0,435,435,825.0,825,825,1977.0,1977,1977,72.0,72,72,466.0,466,466,195.0,195,195,12.0,12,12,0.0,0,0
CZ_63,Vysočina Region,CZ,580.0,539,622,534.0,498,569,936.0,902,970,1644.0,1612,1676,64.0,62,65,232.0,221,243,84.0,76,92,3.0,3,3,0.0,0,0
CZ_64,South Moravian Region,CZ,1300.0,1300,1300,1329.0,1329,1329,1663.0,1663,1663,2923.0,2923,2923,100.0,100,100,608.0,608,608,163.0,163,163,5.0,5,5,0.0,0,0
CZ_80,Moravian-Silesian Region,CZ,521.0,521,521,404.0,404,404,664.0,664,664,1681.0,1681,1681,162.0,162,162,187.0,187,187,15.0,15,15,0.0,0,0,0.0,0,0
DE_BB,Brandenburg,DE,805.0,805,805,1046.0,1046,1046,477.0,477,477,2823.0,2823,2823,176.0,176,176,269.0,269,269,171.0,171,171,0.0,0,0,6.0,6,6
DE_BE,Berlin,DE,1226.0,1066,1333,1147.0,839,1414,1646.0,1216,1791,2384.0,1875,2609,1078.0,429,1599,782.0,429,998,116.0,48,443,0.0,0,0,4.0,0,19
DE_BW,Baden-Württemberg,DE,609.0,466,896,470.0,207,770,698.0,477,1063,506.0,175,1549,27.0,2,61,280.0,132,525,115.0,24,183,2.0,0,4,1.0,0,4
DE_BY,Bavaria,DE,864.0,248,1394,646.0,149,1251,1343.0,817,1742,2861.0,2450,3000,129.0,12,346,297.0,70,854,75.0,17,144,54.0,12,142,3.0,0,6
DE_HB,Bremen,DE,840.0,578,1103,830.0,270,1389,508.0,214,802,2000.0,1130,2870,78.0,36,120,216.0,56,375,10.0,4,15,0.0,0,0,12.0,2,23
DE_HE,Hesse,DE,681.0,257,1111,847.0,490,1074,1025.0,428,1336,1863.0,1334,2281,120.0,90,202,248.0,182,370,88.0,37,126,2.0,0,6,0.0,0,0
DE_HH,Hamburg,DE,1186.0,431,1401,1146.0,235,1321,1035.0,263,1439,2518.0,2301,2668,185.0,54,345,221.0,118,727,34.0,6,142,0.0,0,3,3.0,0,13
DE_MV,Mecklenburg-Vorpommern,DE,316.0,316,316,386.0,386,386,241.0,241,241,158.0,158,158,34.0,34,34,59.0,59,59,10.0,10,10,0.0,0,0,5.0,5,5
DE_NI,Lower Saxony,DE,560.0,184,1431,403.0,108,947,526.0,226,1163,554.0,101,1956,33.0,14,85,181.0,67,365,79.0,8,197,0.0,0,0,3.0,0,7
DE_NW,North Rhine-Westphalia,DE,875.0,320,1113,759.0,133,1214,1037.0,443,1468,1809.0,121,2986,202.0,4,531,258.0,61,618,90.0,5,287,3.0,0,18,2.0,0,18
DE_RP,Rhineland-Palatinate,DE,747.0,552,1122,542.0,284,786,946.0,655,1130,835.0,385,1722,52.0,30,80,173.0,91,252,48.0,13,114,0.0,0,0,4.0,0,7
DE_SH,Schleswig-Holstein,DE,260.0,260,260,410.0,410,410,262.0,262,262,501.0,501,501,20.0,20,20,110.0,110,110,23.0,23,23,0.0,0,0,0.0,0,0
DE_SL,Saarland,DE,541.0,541,541,388.0,388,388,929.0,929,929,836.0,836,836,173.0,173,173,137.0,137,137,143.0,143,143,4.0,4,4,0.0,0,0
DE_SN,Saxony,DE,1448.0,956,1787,839.0,314,1127,1420.0,893,1991,2726.0,2272,2972,264.0,50,511,240.0,85,422,226.0,72,499,2.0,0,4,2.0,0,4
DE_ST,Saxony-Anhalt,DE,568.0,564,571,448.0,445,451,507.0,505,509,1640.0,1634,1645,93.0,93,93,73.0,72,74,39.0,38,40,0.0,0,0,3.0,0,6
DE_TH,Thuringia,DE,391.0,221,561,256.0,213,300,593.0,560,626,316.0,304,329,38.0,34,42,91.0,63,119,154.0,109,200,0.0,0,0,2.0,1,3
DK_81,North Denmark Region,DK,831.0,831,831,102.0,102,102,223.0,223,223,87.0,87,87,9.0,9,9,6.0,6,6,4.0,4,4,0.0,0,0,1.0,1,1
DK_82,Central Denmark Region,DK,509.0,509,509,343.0,343,343,389.0,389,389,173.0,173,173,8.0,8,8,49.0,49,49,14.0,14,14,0.0,0,0,6.0,6,6
DO_01,Distrito Nacional,DO,191.0,177,205,154.0,150,157,790.0,741,839,24.0,24,24,6.0,6,6,6.0,2,11,2.0,0,4,0.0,0,0,4.0,2,6
DO_02,Azua Province,DO,18.0,18,18,0.0,0,0,12.0,12,12,8.0,8,8,0.0,0,0,0.0,0,0,2.0,2,2,0.0,0,0,0.0,0,0
DO_04,Barahona Province,DO,14.0,14,14,2.0,2,2,2.0,2,2,0.0,0,0,0.0,0,0,4.0,4,4,0.0,0,0,0.0,0,0,1.0,1,1
DO_09,Espaillat Province,DO,26.0,26,26,8.0,8,8,66.0,66,66,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
DO_11,La Altagracia Province,DO,1.0,0,2,9.0,4,18,15.0,8,18,0.0,0,0,2.0,0,6,8.0,2,12,0.0,0,0,0.0,0,0,0.0,0,0
DO_18,Puerto Plata Province,DO,28.0,28,28,16.0,16,16,10.0,10,10,2.0,2,2,0.0,0,0,8.0,8,8,2.0,2,2,0.0,0,0,0.0,0,0
DO_21,San Cristóbal Province,DO,68.0,0,165,48.0,2,136,243.0,18,521,8.0,0,24,2.0,0,6,5.0,0,7,0.0,0,0,0.0,0,0,0.0,0,0
DO_25,Santiago Province,DO,134.0,134,134,106.0,106,106,319.0,319,319,8.0,8,8,0.0,0,0,23.0,23,23,12.0,12,12,0.0,0,0,0.0,0,0
DO_32,Santo Domingo Province,DO,126.0,8,187,105.0,5,157,541.0,56,789,16.0,0,24,4.0,0,6,6.0,4,7,3.0,0,4,0.0,0,0,3.0,0,6
DZ_03,Laghouat Province,DZ,18.0,18,18,14.0,14,14,48.0,48,48,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,2,0.0,0,0,0.0,0,0
EC_A,Azuay Province,EC,143.0,143,143,178.0,178,178,503.0,503,503,4.0,4,4,0.0,0,0,2.0,2,2,16.0,16,16,0.0,0,0,0.0,0,0
EC_I,Imbabura Province,EC,89.0,89,89,55.0,55,55,182.0,182,182,14.0,14,14,0.0,0,0,10.0,10,10,8.0,8,8,0.0,0,0,0.0,0,0
EC_L,Loja Province,EC,76.0,76,76,40.0,40,40,134.0,134,134,2.0,2,2,0.0,0,0,8.0,8,8,132.0,132,132,0.0,0,0,0.0,0,0
EC_M,Manabí Province,EC,28.0,26,30,14.0,10,18,170.0,116,223,2.0,0,4,0.0,0,0,10.0,0,21,3.0,2,4,0.0,0,0,6.0,0,11
EC_P,Pichincha Province,EC,324.0,285,362,462.0,434,489,864.0,858,870,56.0,52,61,4.0,4,4,71.0,18,124,123.0,55,191,0.0,0,0,0.0,0,0
EC_R,Los Ríos Province,EC,26.0,26,26,2.0,2,2,84.0,84,84,0.0,0,0,0.0,0,0,4.0,4,4,0.0,0,0,0.0,0,0,0.0,0,0
EC_SD,Santo Domingo de los Tsáchilas Province,EC,44.0,44,44,24.0,24,24,133.0,133,133,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,2,0.0,0,0,0.0,0,0
EE_78,Tartu County,EE,272.0,272,272,312.0,312,312,96.0,96,96,241.0,241,241,6.0,6,6,13.0,13,13,0.0,0,0,0.0,0,0,5.0,5,5
EG_ALX,Alexandria Governorate,EG,214.0,214,214,79.0,79,79,278.0,278,278,21.0,21,21,0.0,0,0,31.0,31,31,68.0,68,68,0.0,0,0,39.0,39,39
EG_BA,Red Sea Governorate,EG,4.0,4,4,23.0,23,23,42.0,42,42,0.0,0,0,0.0,0,0,210.0,210,210,0.0,0,0,0.0,0,0,36.0,36,36
EG_BH,Beheira Governorate,EG,11.0,8,14,0.0,0,0,27.0,0,54,1.0,0,2,0.0,0,0,1.0,0,2,9.0,8,10,0.0,0,0,0.0,0,0
EG_MN,Minya Governorate,EG,67.0,30,104,10.0,10,10,22.0,12,31,16.0,8,24,0.0,0,0,0.0,0,0,6.0,4,8,0.0,0,0,0.0,0,0
EG_SIN,North Sinai Governorate,EG,4.0,4,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,2.0,2,2,6.0,6,6,0.0,0,0,1.0,1,1
ES_AN,Andalusia,ES,436.0,42,1079,271.0,8,690,307.0,30,840,228.0,10,572,10.0,0,32,65.0,6,141,37.0,0,205,0.0,0,0,9.0,0,38
ES_AR,Aragon,ES,521.0,455,587,536.0,528,544,526.0,499,553,636.0,629,643,70.0,70,70,28.0,25,31,6.0,2,10,0.0,0,0,5.0,5,5
ES_AS,Asturias,ES,322.0,179,465,410.0,159,662,297.0,203,391,170.0,125,216,3.0,0,6,98.0,60,136,94.0,25,163,0.0,0,0,10.0,0,21
ES_CM,Castile-La Mancha,ES,171.0,171,171,159.0,159,159,161.0,161,161,71.0,71,71,0.0,0,0,11.0,11,11,3.0,3,3,0.0,0,0,0.0,0,0
ES_CN,Canary Islands,ES,454.0,436,472,452.0,435,470,432.0,413,450,308.0,307,310,20.0,20,20,175.0,167,183,213.0,213,213,0.0,0,0,4.0,0,7
ES_CT,Catalonia,ES,1034.0,300,1442,876.0,195,1386,986.0,337,1487,1649.0,374,2735,122.0,12,374,471.0,153,943,438.0,50,1355,0.0,0,0,17.0,0,89
ES_EX,Extremadura,ES,145.0,145,145,81.0,81,81,104.0,104,104,40.0,40,40,0.0,0,0,4.0,4,4,10.0,10,10,0.0,0,0,0.0,0,0
ES_GA,Galicia,ES,341.0,216,443,205.0,62,295,300.0,238,351,83.0,49,145,5.0,0,10,232.0,0,497,143.0,26,224,0.0,0,0,33.0,0,68
ES_LE,León Province,ES,326.0,146,631,237.0,164,319,352.0,165,469,130.0,30,180,8.0,2,20,6.0,0,20,13.0,0,28,0.0,0,0,1.0,0,2
ES_MC,Region of Murcia,ES,528.0,371,686,352.0,157,548,506.0,159,852,192.0,122,262,30.0,18,42,212.0,66,359,228.0,196,259,0.0,0,0,4.0,0,7
ES_MD,Community of Madrid,ES,1203.0,196,1447,843.0,180,1298,1110.0,289,1302,805.0,25,1329,28.0,0,42,70.0,10,304,45.0,14,190,0.0,0,0,0.0,0,0
ES_NC,Navarre,ES,375.0,375,375,171.0,171,171,741.0,741,741,2966.0,2966,2966,0.0,0,0,36.0,36,36,340.0,340,340,0.0,0,0,0.0,0,0
ES_PM,Balearic Islands,ES,993.0,993,993,177.0,177,177,414.0,414,414,486.0,486,486,2.0,2,2,82.0,82,82,132.0,132,132,0.0,0,0,11.0,11,11
ES_PV,Basque Country,ES,487.0,386,637,447.0,179,600,641.0,454,808,2324.0,1816,2808,94.0,6,184,146.0,76,202,399.0,190,620,0.0,0,0,8.0,0,20
ES_RI,La Rioja,ES,170.0,170,170,125.0,125,125,172.0,172,172,1318.0,1318,1318,0.0,0,0,19.0,19,19,41.0,41,41,0.0,0,0,0.0,0,0
ES_S,Cantabria,ES,468.0,468,468,264.0,264,264,374.0,374,374,191.0,191,191,12.0,12,12,152.0,152,152,52.0,52,52,0.0,0,0,57.0,57,57
ES_VC,Valencian Community,ES,320.0,320,320,284.0,284,284,444.0,444,444,240.0,240,240,0.0,0,0,60.0,60,60,28.0,28,28,6.0,6,6,0.0,0,0
FI_08,Central Finland,FI,77.0,77,77,128.0,128,128,88.0,88,88,132.0,132,132,24.0,24,24,99.0,99,99,41.0,41,41,0.0,0,0,12.0,12,12
FI_10,Lapland,FI,163.0,163,163,308.0,308,308,178.0,178,178,236.0,236,236,72.0,72,72,73.0,73,73,36.0,36,36,0.0,0,0,6.0,6,6
FI_11,Pirkanmaa,FI,47.0,47,47,115.0,115,115,42.0,42,42,270.0,270,270,42.0,42,42,80.0,80,80,10.0,10,10,0.0,0,0,13.0,13,13
FI_14,Northern Ostrobothnia,FI,59.0,59,59,122.0,122,122,80.0,80,80,244.0,244,244,6.0,6,6,57.0,57,57,2.0,2,2,0.0,0,0,4.0,4,4
FI_16,Päijänne Tavastia,FI,118.0,118,118,136.0,136,136,44.0,44,44,120.0,120,120,30.0,30,30,65.0,65,65,10.0,10,10,0.0,0,0,10.0,10,10
FI_18,Uusimaa,FI,115.0,115,115,146.0,146,146,162.0,162,162,132.0,132,132,42.0,42,42,65.0,65,65,53.0,53,53,2.0,2,2,0.0,0,0
FI_19,Finland Proper,FI,1046.0,1046,1046,680.0,680,680,234.0,234,234,402.0,402,402,76.0,76,76,208.0,208,208,42.0,42,42,0.0,0,0,0.0,0,0
FR_ARA,Auvergne-Rhône-Alpes,FR,744.0,243,1094,696.0,132,1129,819.0,279,1360,1418.0,147,2125,36.0,0,72,115.0,68,147,64.0,24,131,0.0,0,0,2.0,0,8
FR_BFC,Bourgogne-Franche-Comté,FR,296.0,296,296,263.0,263,263,450.0,450,450,1256.0,1256,1256,6.0,6,6,48.0,48,48,11.0,11,11,0.0,0,0,1.0,1,1
FR_BRE,Brittany,FR,340.0,336,345,408.0,207,609,380.0,256,503,517.0,176,858,32.0,8,56,60.0,16,103,2.0,0,4,0.0,0,0,0.0,0,1
FR_CVL,Centre-Val de Loire,FR,467.0,467,467,191.0,191,191,520.0,520,520,1318.0,1318,1318,44.0,44,44,36.0,36,36,0.0,0,0,0.0,0,0,3.0,3,3
FR_GES,Grand Est,FR,353.0,218,541,244.0,125,388,582.0,465,896,934.0,321,1665,46.0,18,60,17.0,3,34,8.0,0,30,0.0,0,0,0.0,0,0
FR_HDF,Hauts-de-France,FR,472.0,354,589,356.0,141,572,637.0,479,795,924.0,313,1536,48.0,36,59,28.0,4,51,4.0,2,6,0.0,0,0,0.0,0,1
FR_IDF,Île-de-France,FR,1030.0,324,1590,1012.0,287,1428,1468.0,609,1748,2139.0,411,2691,591.0,42,880,83.0,22,200,9.0,0,25,0.0,0,0,1.0,0,4
FR_NAQ,Nouvelle-Aquitaine,FR,229.0,229,229,126.0,126,126,253.0,253,253,338.0,338,338,6.0,6,6,3.0,3,3,0.0,0,0,0.0,0,0,0.0,0,0
FR_NOR,Normandy,FR,351.0,181,527,247.0,191,293,551.0,235,786,851.0,542,1356,9.0,0,22,15.0,6,28,0.0,0,0,0.0,0,0,0.0,0,1
FR_OCC,Occitania,FR,358.0,229,446,354.0,148,576,518.0,284,746,696.0,208,1240,22.0,0,58,31.0,16,46,3.0,0,10,0.0,0,0,0.0,0,2
FR_PAC,Provence-Alpes-Côte d'Azur,FR,448.0,247,635,433.0,179,627,505.0,267,757,516.0,172,773,20.0,6,37,126.0,20,228,81.0,12,198,1.0,0,4,28.0,0,49
FR_PDL,Pays de la Loire,FR,552.0,163,942,485.0,277,693,367.0,209,525,654.0,337,972,7.0,2,12,18.0,12,25,0.0,0,0,0.0,0,0,0.0,0,0
GB_ENG,England,GB,1090.0,201,2437,413.0,84,1170,928.0,327,1625,2860.0,988,2992,147.0,24,1032,96.0,2,582,33.0,0,192,0.0,0,6,2.0,0,29
GB_NYK,North Yorkshire,GB,138.0,138,138,372.0,372,372,567.0,567,567,130.0,130,130,2.0,2,2,29.0,29,29,26.0,26,26,0.0,0,0,0.0,0,0
GB_SCT,Scotland,GB,698.0,153,1243,572.0,240,904,970.0,382,1557,2974.0,2966,2982,21.0,4,38,129.0,28,230,98.0,13,184,2.0,0,3,8.0,6,10
GE_IM,Imereti,GE,78.0,78,78,65.0,65,65,135.0,135,135,29.0,29,29,0.0,0,0,17.0,17,17,0.0,0,0,0.0,0,0,0.0,0,0
GH_AA,Greater Accra Region,GH,54.0,22,108,45.0,18,74,650.0,455,796,13.0,4,22,2.0,0,3,16.0,4,29,3.0,0,14,0.0,0,0,2.0,0,10
GH_AH,Ashanti Region,GH,46.0,46,46,43.0,43,43,294.0,294,294,14.0,14,14,0.0,0,0,13.0,13,13,10.0,10,10,0.0,0,0,0.0,0,0
GH_EP,Eastern Region,GH,4.0,4,4,4.0,4,4,203.0,203,203,0.0,0,0,0.0,0,0,4.0,4,4,0.0,0,0,0.0,0,0,0.0,0,0
GH_NP,Northern Region,GH,2.0,2,2,2.0,2,2,369.0,369,369,2.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
GH_WP,Western Region,GH,45.0,39,51,0.0,0,0,56.0,55,57,6.0,6,6,0.0,0,0,20.0,18,21,0.0,0,0,0.0,0,0,9.0,9,9
GR_B,Central Macedonia,GR,408.0,408,408,335.0,335,335,593.0,593,593,275.0,275,275,8.0,8,8,16.0,16,16,32.0,32,32,0.0,0,0,0.0,0,0
