regionCode,regionName,countryCode,culture_hIndexMean,culture_hIndexMin,culture_hIndexMax,culture_cIndexMean,culture_cIndexMin,culture_cIndexMax,culture_rIndexMean,culture_rIndexMin,culture_rIndexMax,culture_aIndexMean,culture_aIndexMin,culture_aIndexMax,culture_iIndexMean,culture_iIndexMin,culture_iIndexMax,culture_nIndexMean,culture_nIndexMin,culture_nIndexMax,formations_mIndexMean,formations_mIndexMin,formations_mIndexMax,formations_rIndexMean,formations_rIndexMin,formations_rIndexMax,beach_IndexMean,beach_IndexMin,beach_IndexMax
DE_HH,Hamburg,DE,2.0,431,1401,4.0,235,1321,3.0,263,1439,5.0,2301,2668,1.0,54,345,1.0,118,727,1.0,6,142,0.0,0,3,1.0,0,13
DE_MV,Mecklenburg-Vorpommern,DE,1.0,316,316,2.0,386,386,1.0,241,241,1.0,158,158,1.0,34,34,1.0,59,59,1.0,10,10,0.0,0,0,2.0,5,5
DE_NI,Lower Saxony,DE,1.0,184,1431,2.0,108,947,2.0,226,1163,1.0,101,1956,1.0,14,85,1.0,67,365,1.0,8,197,0.0,0,0,1.0,0,7
DE_NW,North Rhine-Westphalia,DE,2.0,320,1113,3.0,133,1214,3.0,443,1468,4.0,121,2986,1.0,4,531,2.0,61,618,1.0,5,287,1.0,0,18,1.0,0,18
DE_RP,Rhineland-Palatinate,DE,2.0,552,1122,2.0,284,786,3.0,655,1130,2.0,385,1722,1.0,30,80,1.0,91,252,1.0,13,114,0.0,0,0,1.0,0,7
DE_SH,Schleswig-Holstein,DE,1.0,260,260,2.0,410,410,1.0,262,262,1.0,501,501,1.0,20,20,1.0,110,110,1.0,23,23,0.0,0,0,0.0,0,0
DE_SL,Saarland,DE,1.0,541,541,2.0,388,388,3.0,929,929,2.0,836,836,1.0,173,173,1.0,137,137,2.0,143,143,1.0,4,4,0.0,0,0
DE_SN,Saxony,DE,3.0,956,1787,3.0,314,1127,4.0,893,1991,5.0,2272,2972,2.0,50,511,1.0,85,422,3.0,72,499,1.0,0,4,1.0,0,4
DE_ST,Saxony-Anhalt,DE,1.0,564,571,2.0,445,451,2.0,505,509,3.0,1634,1645,1.0,93,93,1.0,72,74,1.0,38,40,0.0,0,0,1.0,0,6
DE_TH,Thuringia,DE,1.0,221,561,1.0,213,300,2.0,560,626,1.0,304,329,1.0,34,42,1.0,63,119,2.0,109,200,0.0,0,0,1.0,1,3
DK_81,North Denmark Region,DK,2.0,831,831,1.0,102,102,1.0,223,223,1.0,87,87,1.0,9,9,1.0,6,6,1.0,4,4,0.0,0,0,1.0,1,1
DK_82,Central Denmark Region,DK,1.0,509,509,2.0,343,343,1.0,389,389,1.0,173,173,1.0,8,8,1.0,49,49,1.0,14,14,0.0,0,0,2.0,6,6
DO_01,Distrito Nacional,DO,1.0,177,205,1.0,150,157,2.0,741,839,1.0,24,24,1.0,6,6,1.0,2,11,1.0,0,4,0.0,0,0,1.0,2,6
DO_02,Azua Province,DO,1.0,18,18,0.0,0,0,1.0,12,12,1.0,8,8,0.0,0,0,0.0,0,0,1.0,2,2,0.0,0,0,0.0,0,0
DO_04,Barahona Province,DO,1.0,14,14,1.0,2,2,1.0,2,2,0.0,0,0,0.0,0,0,1.0,4,4,0.0,0,0,0.0,0,0,1.0,1,1
DO_09,Espaillat Province,DO,1.0,26,26,1.0,8,8,1.0,66,66,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
DO_11,La Altagracia Province,DO,1.0,0,2,1.0,4,18,1.0,8,18,0.0,0,0,1.0,0,6,1.0,2,12,0.0,0,0,0.0,0,0,0.0,0,0
DO_18,Puerto Plata Province,DO,1.0,28,28,1.0,16,16,1.0,10,10,1.0,2,2,0.0,0,0,1.0,8,8,1.0,2,2,0.0,0,0,0.0,0,0
DO_21,San Cristóbal Province,DO,1.0,0,165,1.0,2,136,1.0,18,521,1.0,0,24,1.0,0,6,1.0,0,7,0.0,0,0,0.0,0,0,0.0,0,0
DO_25,Santiago Province,DO,1.0,134,134,1.0,106,106,1.0,319,319,1.0,8,8,0.0,0,0,1.0,23,23,1.0,12,12,0.0,0,0,0.0,0,0
DO_32,Santo Domingo Province,DO,1.0,8,187,1.0,5,157,2.0,56,789,1.0,0,24,1.0,0,6,1.0,4,7,1.0,0,4,0.0,0,0,1.0,0,6
DZ_03,Laghouat Province,DZ,1.0,18,18,1.0,14,14,1.0,48,48,0.0,0,0,0.0,0,0,0.0,0,0,1.0,2,2,0.0,0,0,0.0,0,0
EC_A,Azuay Province,EC,1.0,143,143,1.0,178,178,2.0,503,503,1.0,4,4,0.0,0,0,1.0,2,2,1.0,16,16,0.0,0,0,0.0,0,0
EC_I,Imbabura Province,EC,1.0,89,89,1.0,55,55,1.0,182,182,1.0,14,14,0.0,0,0,1.0,10,10,1.0,8,8,0.0,0,0,0.0,0,0
EC_L,Loja Province,EC,1.0,76,76,1.0,40,40,1.0,134,134,1.0,2,2,0.0,0,0,1.0,8,8,2.0,132,132,0.0,0,0,0.0,0,0
EC_M,Manabí Province,EC,1.0,26,30,1.0,10,18,1.0,116,223,1.0,0,4,0.0,0,0,1.0,0,21,1.0,2,4,0.0,0,0,2.0,0,11
EC_P,Pichincha Province,EC,1.0,285,362,2.0,434,489,3.0,858,870,1.0,52,61,1.0,4,4,1.0,18,124,2.0,55,191,0.0,0,0,0.0,0,0
EC_R,Los Ríos Province,EC,1.0,26,26,1.0,2,2,1.0,84,84,0.0,0,0,0.0,0,0,1.0,4,4,0.0,0,0,0.0,0,0,0.0,0,0
EC_SD,Santo Domingo de los Tsáchilas Province,EC,1.0,44,44,1.0,24,24,1.0,133,133,0.0,0,0,0.0,0,0,0.0,0,0,1.0,2,2,0.0,0,0,0.0,0,0
EE_78,Tartu County,EE,1.0,272,272,2.0,312,312,1.0,96,96,1.0,241,241,1.0,6,6,1.0,13,13,0.0,0,0,0.0,0,0,2.0,5,5
EG_ALX,Alexandria Governorate,EG,1.0,214,214,1.0,79,79,1.0,278,278,1.0,21,21,0.0,0,0,1.0,31,31,1.0,68,68,0.0,0,0,3.0,39,39
EG_BA,Red Sea Governorate,EG,1.0,4,4,1.0,23,23,1.0,42,42,0.0,0,0,0.0,0,0,1.0,210,210,0.0,0,0,0.0,0,0,3.0,36,36
EG_BH,Beheira Governorate,EG,1.0,8,14,0.0,0,0,1.0,0,54,1.0,0,2,0.0,0,0,1.0,0,2,1.0,8,10,0.0,0,0,0.0,0,0
EG_MN,Minya Governorate,EG,1.0,30,104,1.0,10,10,1.0,12,31,1.0,8,24,0.0,0,0,0.0,0,0,1.0,4,8,0.0,0,0,0.0,0,0
EG_SIN,North Sinai Governorate,EG,1.0,4,4,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0,2,2,1.0,6,6,0.0,0,0,1.0,1,1
ES_AN,Andalusia,ES,1.0,42,1079,1.0,8,690,1.0,30,840,1.0,10,572,1.0,0,32,1.0,6,141,1.0,0,205,0.0,0,0,2.0,0,38
ES_AR,Aragon,ES,1.0,455,587,2.0,528,544,2.0,499,553,2.0,629,643,1.0,70,70,1.0,25,31,1.0,2,10,0.0,0,0,2.0,5,5
ES_AS,Asturias,ES,1.0,179,465,2.0,159,662,1.0,203,391,1.0,125,216,1.0,0,6,1.0,60,136,1.0,25,163,0.0,0,0,2.0,0,21
ES_CM,Castile-La Mancha,ES,1.0,171,171,1.0,159,159,1.0,161,161,1.0,71,71,0.0,0,0,1.0,11,11,1.0,3,3,0.0,0,0,0.0,0,0
ES_CN,Canary Islands,ES,1.0,436,472,2.0,435,470,2.0,413,450,1.0,307,310,1.0,20,20,1.0,167,183,3.0,213,213,0.0,0,0,1.0,0,7
ES_CT,Catalonia,ES,2.0,300,1442,3.0,195,1386,3.0,337,1487,3.0,374,2735,1.0,12,374,2.0,153,943,5.0,50,1355,0.0,0,0,2.0,0,89
ES_EX,Extremadura,ES,1.0,145,145,1.0,81,81,1.0,104,104,1.0,40,40,0.0,0,0,1.0,4,4,1.0,10,10,0.0,0,0,0.0,0,0
ES_GA,Galicia,ES,1.0,216,443,1.0,62,295,1.0,238,351,1.0,49,145,1.0,0,10,1.0,0,497,2.0,26,224,0.0,0,0,3.0,0,68
ES_LE,León Province,ES,1.0,146,631,1.0,164,319,1.0,165,469,1.0,30,180,1.0,2,20,1.0,0,20,1.0,0,28,0.0,0,0,1.0,0,2
ES_MC,Region of Murcia,ES,1.0,371,686,2.0,157,548,2.0,159,852,1.0,122,262,1.0,18,42,1.0,66,359,3.0,196,259,0.0,0,0,1.0,0,7
ES_MD,Community of Madrid,ES,3.0,196,1447,3.0,180,1298,3.0,289,1302,2.0,25,1329,1.0,0,42,1.0,10,304,1.0,14,190,0.0,0,0,0.0,0,0
ES_NC,Navarre,ES,1.0,375,375,1.0,171,171,2.0,741,741,5.0,2966,2966,0.0,0,0,1.0,36,36,4.0,340,340,0.0,0,0,0.0,0,0
ES_PM,Balearic Islands,ES,2.0,993,993,1.0,177,177,2.0,414,414,1.0,486,486,1.0,2,2,1.0,82,82,2.0,132,132,0.0,0,0,2.0,11,11
ES_PV,Basque Country,ES,1.0,386,637,2.0,179,600,2.0,454,808,4.0,1816,2808,1.0,6,184,1.0,76,202,4.0,190,620,0.0,0,0,2.0,0,20
ES_RI,La Rioja,ES,1.0,170,170,1.0,125,125,1.0,172,172,3.0,1318,1318,0.0,0,0,1.0,19,19,1.0,41,41,0.0,0,0,0.0,0,0
ES_S,Cantabria,ES,1.0,468,468,1.0,264,264,1.0,374,374,1.0,191,191,1.0,12,12,1.0,152,152,1.0,52,52,0.0,0,0,3.0,57,57
ES_VC,Valencian Community,ES,1.0,320,320,1.0,284,284,2.0,444,444,1.0,240,240,0.0,0,0,1.0,60,60,1.0,28,28,1.0,6,6,0.0,0,0
FI_08,Central Finland,FI,1.0,77,77,1.0,128,128,1.0,88,88,1.0,132,132,1.0,24,24,1.0,99,99,1.0,41,41,0.0,0,0,2.0,12,12
FI_10,Lapland,FI,1.0,163,163,2.0,308,308,1.0,178,178,1.0,236,236,1.0,72,72,1.0,73,73,1.0,36,36,0.0,0,0,2.0,6,6
FI_11,Pirkanmaa,FI,1.0,47,47,1.0,115,115,1.0,42,42,1.0,270,270,1.0,42,42,1.0,80,80,1.0,10,10,0.0,0,0,2.0,13,13
FI_14,Northern Ostrobothnia,FI,1.0,59,59,1.0,122,122,1.0,80,80,1.0,244,244,1.0,6,6,1.0,57,57,1.0,2,2,0.0,0,0,1.0,4,4
FI_16,Päijänne Tavastia,FI,1.0,118,118,1.0,136,136,1.0,44,44,1.0,120,120,1.0,30,30,1.0,65,65,1.0,10,10,0.0,0,0,2.0,10,10
FI_18,Uusimaa,FI,1.0,115,115,1.0,146,146,1.0,162,162,1.0,132,132,1.0,42,42,1.0,65,65,1.0,53,53,1.0,2,2,0.0,0,0
FI_19,Finland Proper,FI,2.0,1046,1046,3.0,680,680,1.0,234,234,1.0,402,402,1.0,76,76,1.0,208,208,1.0,42,42,0.0,0,0,0.0,0,0
FR_ARA,Auvergne-Rhône-Alpes,FR,2.0,243,1094,3.0,132,1129,3.0,279,1360,3.0,147,2125,1.0,0,72,1.0,68,147,1.0,24,131,0.0,0,0,1.0,0,8
FR_BFC,Bourgogne-Franche-Comté,FR,1.0,296,296,1.0,263,263,2.0,450,450,3.0,1256,1256,1.0,6,6,1.0,48,48,1.0,11,11,0.0,0,0,1.0,1,1
FR_BRE,Brittany,FR,1.0,336,345,2.0,207,609,1.0,256,503,1.0,176,858,1.0,8,56,1.0,16,103,1.0,0,4,0.0,0,0,0.0,0,1
FR_CVL,Centre-Val de Loire,FR,1.0,467,467,1.0,191,191,2.0,520,520,3.0,1318,1318,1.0,44,44,1.0,36,36,0.0,0,0,0.0,0,0,1.0,3,3
FR_GES,Grand Est,FR,1.0,218,541,1.0,125,388,2.0,465,896,2.0,321,1665,1.0,18,60,1.0,3,34,1.0,0,30,0.0,0,0,0.0,0,0
FR_HDF,Hauts-de-France,FR,1.0,354,589,2.0,141,572,2.0,479,795,2.0,313,1536,1.0,36,59,1.0,4,51,1.0,2,6,0.0,0,0,0.0,0,1
FR_IDF,Île-de-France,FR,2.0,324,1590,4.0,287,1428,4.0,609,1748,4.0,411,2691,3.0,42,880,1.0,22,200,1.0,0,25,0.0,0,0,1.0,0,4
FR_NAQ,Nouvelle-Aquitaine,FR,1.0,229,229,1.0,126,126,1.0,253,253,1.0,338,338,1.0,6,6,1.0,3,3,0.0,0,0,0.0,0,0,0.0,0,0
FR_NOR,Normandy,FR,1.0,181,527,1.0,191,293,2.0,235,786,2.0,542,1356,1.0,0,22,1.0,6,28,0.0,0,0,0.0,0,0,0.0,0,1
FR_OCC,Occitania,FR,1.0,229,446,2.0,148,576,2.0,284,746,2.0,208,1240,1.0,0,58,1.0,16,46,1.0,0,10,0.0,0,0,0.0,0,2
FR_PAC,Provence-Alpes-Côte d'Azur,FR,1.0,247,635,2.0,179,627,2.0,267,757,1.0,172,773,1.0,6,37,1.0,20,228,1.0,12,198,1.0,0,4,2.0,0,49
FR_PDL,Pays de la Loire,FR,1.0,163,942,2.0,277,693,1.0,209,525,2.0,337,972,1.0,2,12,1.0,12,25,0.0,0,0,0.0,0,0,0.0,0,0
GB_ENG,England,GB,2.0,201,2437,2.0,84,1170,3.0,327,1625,5.0,988,2992,1.0,24,1032,1.0,2,582,1.0,0,192,0.0,0,6,1.0,0,29
GB_NYK,North Yorkshire,GB,1.0,138,138,2.0,372,372,2.0,567,567,1.0,130,130,1.0,2,2,1.0,29,29,1.0,26,26,0.0,0,0,0.0,0,0
GB_SCT,Scotland,GB,2.0,153,1243,2.0,240,904,3.0,382,1557,5.0,2966,2982,1.0,4,38,1.0,28,230,1.0,13,184,1.0,0,3,2.0,6,10
GE_IM,Imereti,GE,1.0,78,78,1.0,65,65,1.0,135,135,1.0,29,29,0.0,0,0,1.0,17,17,0.0,0,0,0.0,0,0,0.0,0,0
GH_AA,Greater Accra Region,GH,1.0,22,108,1.0,18,74,2.0,455,796,1.0,4,22,1.0,0,3,1.0,4,29,1.0,0,14,0.0,0,0,1.0,0,10
GH_AH,Ashanti Region,GH,1.0,46,46,1.0,43,43,1.0,294,294,1.0,14,14,0.0,0,0,1.0,13,13,1.0,10,10,0.0,0,0,0.0,0,0
GH_NP,Northern Region,GH,1.0,2,2,1.0,2,2,1.0,369,369,1.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
GH_WP,Western Region,GH,1.0,39,51,0.0,0,0,1.0,55,57,1.0,6,6,0.0,0,0,1.0,18,21,0.0,0,0,0.0,0,0,2.0,9,9
GR_B,Central Macedonia,GR,1.0,408,408,2.0,335,335,2.0,593,593,1.0,275,275,1.0,8,8,1.0,16,16,1.0,32,32,0.0,0,0,0.0,0,0
GR_F,Ionian Islands Region,GR,1.0,117,117,1.0,76,76,1.0,161,161,1.0,103,103,0.0,0,0,1.0,166,166,1.0,18,18,0.0,0,0,2.0,10,10
GR_I,Attica Region,GR,2.0,88,1160,3.0,55,1028,3.0,79,1117,2.0,46,1238,1.0,0,82,1.0,0,238,1.0,0,138,1.0,0,4,2.0,0,11
GR_M,Crete Region,GR,1.0,214,214,1.0,111,111,1.0,202,202,1.0,92,92,0.0,0,0,1.0,71,71,1.0,18,18,0.0,0,0,1.0,1,1
HN_AT,Atlántida Department,HN,1.0,2,2,1.0,6,6,1.0,50,50,0.0,0,0,0.0,0,0,1.0,12,12,1.0,6,6,0.0,0,0,1.0,2,2
HN_CR,Cortés Department,HN,1.0,12,58,1.0,8,44,1.0,70,216,0.0,0,0,0.0,0,0,1.0,2,26,1.0,0,16,0.0,0,0,0.0,0,0
HN_FM,Francisco Morazán Department,HN,1.0,30,30,1.0,56,58,1.0,362,366,1.0,2,2,0.0,0,0,1.0,6,8,1.0,6,8,0.0,0,0,0.0,0,0
HN_YO,Yoro Department,HN,1.0,12,12,1.0,10,10,1.0,54,54,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
HR_08,Primorje-Gorski Kotar County,HR,1.0,138,140,1.0,118,118,1.0,136,136,1.0,30,34,1.0,2,2,1.0,52,52,1.0,40,44,0.0,0,0,2.0,12,12
HR_14,Osijek-Baranja County,HR,1.0,141,141,1.0,81,81,1.0,86,86,1.0,47,47,0.0,0,0,1.0,4,4,0.0,0,0,0.0,0,0,1.0,3,3
HR_17,Split-Dalmatia County,HR,1.0,169,182,1.0,132,134,1.0,239,243,1.0,36,42,1.0,6,6,1.0,154,223,2.0,175,190,0.0,0,0,2.0,19,36
HR_21,Zagreb,HR,1.0,552,552,3.0,872,872,2.0,488,488,1.0,74,74,1.0,6,6,1.0,104,104,1.0,58,58,0.0,0,0,2.0,20,20
HU_BA,Baranya County,HU,2.0,672,672,2.0,509,509,1.0,254,254,1.0,85,85,1.0,18,18,1.0,86,86,1.0,80,80,0.0,0,0,1.0,2,2
HU_BU,Budapest,HU,2.0,963,1026,4.0,948,1006,3.0,841,1115,2.0,327,924,1.0,4,12,2.0,83,575,3.0,20,892,2.0,4,18,1.0,0,10
HU_BZ,Borsod-Abaúj-Zemplén County,HU,1.0,222,222,1.0,123,123,1.0,235,235,1.0,33,33,0.0,0,0,1.0,116,116,2.0,184,184,0.0,0,0,0.0,0,0
HU_CS,Csongrád County,HU,1.0,557,557,1.0,237,237,1.0,118,118,1.0,55,55,1.0,6,6,1.0,29,29,0.0,0,0,0.0,0,0,2.0,9,9
HU_GS,Győr-Moson-Sopron County,HU,1.0,183,183,1.0,150,150,1.0,160,160,1.0,37,37,0.0,0,0,1.0,18,18,1.0,4,4,0.0,0,0,2.0,5,5
HU_HB,Hajdú-Bihar County,HU,1.0,112,112,1.0,123,123,1.0,120,120,1.0,23,23,0.0,0,0,1.0,4,4,1.0,28,28,0.0,0,0,0.0,0,0
ID_AC,Aceh,ID,1.0,2,28,1.0,0,17,1.0,20,412,0.0,0,0,0.0,0,0,2.0,101,498,3.0,95,492,0.0,0,0,1.0,0,5
ID_BA,Bali,ID,1.0,148,148,1.0,239,239,2.0,583,605,1.0,19,19,0.0,0,0,1.0,71,71,1.0,34,52,0.0,0,0,2.0,22,26
ID_BB,Bangka Belitung Islands,ID,1.0,32,32,1.0,7,7,1.0,122,122,0.0,0,0,0.0,0,0,1.0,16,16,1.0,4,4,0.0,0,0,0.0,0,0
ID_BE,Bengkulu,ID,1.0,26,26,1.0,14,14,1.0,112,112,1.0,2,2,0.0,0,0,1.0,3,3,0.0,0,0,0.0,0,0,1.0,0,7
ID_BT,Banten,ID,1.0,14,380,1.0,4,412,2.0,630,900,1.0,4,52,1.0,7,33,1.0,0,76,3.0,38,377,0.0,0,0,0.0,0,2
ID_GO,Gorontalo,ID,1.0,9,9,0.0,0,0,1.0,47,47,0.0,0,0,0.0,0,0,0.0,0,0,2.0,116,116,0.0,0,0,0.0,0,0
ID_JA,Jambi,ID,1.0,6,6,1.0,4,4,1.0,22,22,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
ID_JB,West Java,ID,1.0,12,390,1.0,2,419,2.0,32,897,1.0,0,56,1.0,0,42,1.0,0,88,2.0,0,799,0.0,0,0,0.0,0,0
ID_JI,East Java,ID,1.0,20,208,1.0,2,58,1.0,64,952,1.0,0,15,1.0,12,53,1.0,0,22,1.0,4,116,0.0,0,0,0.0,0,0
ID_JK,Jakarta,ID,1.0,410,410,2.0,408,408,3.0,966,966,1.0,52,52,1.0,30,30,1.0,49,49,3.0,223,223,0.0,0,0,2.0,11,11
ID_JT,Central Java,ID,1.0,6,175,1.0,0,57,2.0,54,962,0.0,0,2,1.0,0,23,1.0,3,20,2.0,31,534,0.0,0,0,1.0,0,6
ID_KB,West Kalimantan,ID,1.0,22,22,1.0,10,10,1.0,81,81,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
ID_KI,East Kalimantan,ID,1.0,26,58,1.0,14,20,2.0,256,868,1.0,0,2,0.0,0,0,1.0,0,3,1.0,0,2,0.0,0,0,1.0,0,8
ID_KR,Riau Islands,ID,0.0,0,0,1.0,2,2,1.0,8,8,0.0,0,0,0.0,0,0,0.0,0,0,1.0,10,10,0.0,0,0,0.0,0,0
ID_KS,South Kalimantan,ID,1.0,40,60,1.0,6,20,1.0,136,259,1.0,0,2,0.0,0,0,0.0,0,0,1.0,0,4,0.0,0,0,0.0,0,0
ID_KT,Central Kalimantan,ID,1.0,4,4,1.0,3,3,1.0,47,47,1.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
ID_KU,North Kalimantan,ID,1.0,12,12,1.0,3,3,1.0,16,16,0.0,0,0,0.0,0,0,0.0,0,0,1.0,6,6,0.0,0,0,0.0,0,0
ID_LA,Lampung,ID,1.0,2,14,1.0,0,7,1.0,2,100,0.0,0,0,1.0,0,4,1.0,0,6,1.0,0,18,0.0,0,0,0.0,0,2
ID_MA,Maluku,ID,1.0,31,31,1.0,10,10,1.0,90,90,0.0,0,0,0.0,0,0,1.0,18,18,1.0,4,4,0.0,0,0,1.0,1,1
ID_MU,North Maluku,ID,1.0,18,62,1.0,2,6,1.0,22,64,1.0,0,7,0.0,0,0,1.0,3,13,1.0,13,27,0.0,0,0,1.0,0,3
ID_NB,West Nusa Tenggara,ID,1.0,84,174,2.0,10,738,2.0,514,782,1.0,2,4,0.0,0,0,1.0,7,14,3.0,142,381,0.0,0,0,0.0,0,0
ID_NT,East Nusa Tenggara,ID,1.0,62,66,1.0,16,16,1.0,258,260,1.0,2,2,0.0,0,0,1.0,30,48,1.0,2,4,0.0,0,0,1.0,0,2
ID_PA,Papua,ID,1.0,0,2,1.0,4,4,1.0,22,24,0.0,0,0,0.0,0,0,1.0,14,14,1.0,4,4,0.0,0,0,2.0,2,10
ID_PB,West Papua,ID,1.0,0,10,1.0,0,4,1.0,10,444,0.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
ID_RI,Riau,ID,1.0,46,380,1.0,21,715,3.0,844,848,1.0,8,437,1.0,0,23,1.0,2,319,1.0,26,32,0.0,0,0,1.0,2,7
ID_SA,North Sulawesi,ID,1.0,66,70,1.0,6,8,2.0,748,754,0.0,0,0,0.0,0,0,1.0,14,27,1.0,80,87,0.0,0,0,0.0,0,0
ID_SB,West Sumatra,ID,1.0,26,30,1.0,8,8,2.0,687,691,1.0,28,28,1.0,8,8,1.0,78,84,1.0,62,76,0.0,0,0,1.0,1,6
ID_SG,Southeast Sulawesi,ID,1.0,4,4,1.0,0,2,1.0,50,50,0.0,0,0,0.0,0,0,1.0,2,2,1.0,28,28,0.0,0,0,0.0,0,0
ID_SN,South Sulawesi,ID,1.0,146,146,1.0,41,41,2.0,725,725,1.0,12,12,0.0,0,0,1.0,19,19,5.0,522,522,0.0,0,0,1.0,4,4
ID_SS,South Sumatra,ID,1.0,33,33,1.0,17,17,2.0,646,658,1.0,7,7,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
ID_ST,Central Sulawesi,ID,1.0,0,4,0.0,0,0,1.0,0,274,0.0,0,0,0.0,0,0,0.0,0,0,1.0,44,72,0.0,0,0,0.0,0,0
ID_SU,North Sumatra,ID,1.0,0,56,1.0,0,42,1.0,16,287,1.0,0,15,0.0,0,0,1.0,0,6,1.0,0,68,0.0,0,0,0.0,0,0
IE_L,Leinster,IE,2.0,1094,1094,3.0,865,865,3.0,1062,1062,1.0,531,531,1.0,9,9,2.0,341,341,3.0,222,222,0.0,0,0,2.0,13,13
IE_M,Munster,IE,1.0,204,204,1.0,110,110,1.0,253,253,1.0,61,61,1.0,6,6,1.0,4,4,1.0,2,2,0.0,0,0,0.0,0,0
IL_D,Southern District,IL,1.0,173,198,1.0,59,61,1.0,72,194,1.0,43,56,1.0,0,4,1.0,12,28,1.0,0,6,0.0,0,0,2.0,2,20
IL_JM,Jerusalem District,IL,2.0,1083,1131,4.0,914,979,3.0,1106,1113,1.0,210,323,1.0,4,4,2.0,245,344,2.0,164,229,0.0,0,0,1.0,1,1
IL_M,Central District,IL,1.0,146,475,3.0,120,1062,2.0,137,684,1.0,45,372,1.0,7,12,1.0,59,85,1.0,7,23,0.0,0,0,1.0,0,18
IL_TA,Tel Aviv District,IL,1.0,336,452,4.0,1018,1062,2.0,521,669,1.0,318,364,1.0,3,8,1.0,61,75,1.0,2,8,0.0,0,0,2.0,0,37
IN_AP,Andhra Pradesh,IN,1.0,0,50,1.0,0,107,1.0,0,348,1.0,0,30,0.0,0,0,1.0,0,62,1.0,0,20,0.0,0,0,1.0,0,18
IN_AS,Assam,IN,1.0,2,2,1.0,2,2,1.0,18,18,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
IN_BR,Bihar,IN,1.0,6,6,1.0,6,6,1.0,13,13,1.0,6,6,0.0,0,0,1.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0
IN_CH,Chandigarh,IN,1.0,41,41,1.0,90,90,1.0,140,140,1.0,28,28,0.0,0,0,1.0,23,23,1.0,3,3,0.0,0,0,0.0,0,0
IN_DL,Delhi,IN,2.0,197,974,2.0,63,414,2.0,274,876,1.0,78,290,1.0,0,12,1.0,0,24,1.0,0,6,0.0,0,0,0.0,0,0
IN_GJ,Gujarat,IN,1.0,5,19,1.0,0,12,1.0,18,98,1.0,0,12,0.0,0,0,1.0,0,6,1.0,0,4,0.0,0,0,1.0,0,3
IN_HP,Himachal Pradesh,IN,0.0,0,0,0.0,0,0,1.0,6,8,0.0,0,0,0.0,0,0,0.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0
IN_HR,Haryana,IN,1.0,0,959,1.0,2,408,1.0,2,873,1.0,0,314,1.0,0,12,1.0,0,26,1.0,0,6,0.0,0,0,0.0,0,0
IN_JH,Jharkhand,IN,1.0,40,40,1.0,31,31,1.0,142,144,0.0,0,0,0.0,0,0,1.0,34,36,1.0,5,5,0.0,0,0,0.0,0,0
IN_JK,Jammu and Kashmir,IN,1.0,20,20,1.0,24,24,1.0,64,64,1.0,2,2,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
IN_KA,Karnataka,IN,1.0,4,206,1.0,2,505,1.0,20,833,1.0,0,27,0.0,0,2,1.0,0,22,1.0,0,23,0.0,0,0,1.0,0,9
IN_KL,Kerala,IN,1.0,6,55,1.0,8,132,1.0,91,435,1.0,0,10,0.0,0,0,1.0,28,43,1.0,11,14,0.0,0,0,0.0,0,0
IN_MH,Maharashtra,IN,1.0,0,42,1.0,0,85,1.0,0,606,1.0,0,15,0.0,0,0,1.0,0,13,1.0,0,10,0.0,0,0,0.0,0,0
IN_MP,Madhya Pradesh,IN,1.0,0,2,1.0,0,4,1.0,0,16,0.0,0,2,0.0,0,0,1.0,0,14,0.0,0,0,0.0,0,0,0.0,0,0
IN_OR,Odisha,IN,1.0,0,6,1.0,0,14,1.0,10,28,0.0,0,0,0.0,0,0,1.0,0,2,0.0,0,0,0.0,0,0,0.0,0,0
IN_PB,Punjab,IN,1.0,0,62,1.0,0,78,1.0,4,528,1.0,0,32,0.0,0,0,1.0,0,6,0.0,0,0,0.0,0,0,0.0,0,0
IN_PY,Puducherry,IN,1.0,84,84,1.0,67,67,1.0,294,294,0.0,0,0,0.0,0,0,1.0,64,64,0.0,0,0,0.0,0,0,2.0,9,9
IN_RJ,Rajasthan,IN,1.0,0,60,1.0,0,57,1.0,0,104,1.0,0,20,0.0,0,0,1.0,0,12,0.0,0,0,0.0,0,0,0.0,0,0
