cityId,stationId,countryCode,type,cityName,regionCode,regionName,lat,lon,population,elevation,timezone,culture_hIndex,culture_cIndex,culture_rIndex,culture_aIndex,culture_iIndex,culture_nIndex,formations_mIndex,formations_rIndex,beach_Index,image_links
1531,AR000875850,AR,CITY,Ituzaingó,AR_B,Buenos Aires Province,-34.65803,-58.66317,135275,28.0,America__Argentina__Buenos_Aires,1,1,2,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1531.jpg
1491876,AR000875850,AR,CITY,José C. Paz,AR_B,Buenos Aires Province,-34.51541,-58.768130000000006,230208,,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1491876.jpg
1552,AR000875850,AR,CITY,Lanús,AR_B,Buenos Aires Province,-34.70252,-58.3955,459263,9.0,America__Argentina__Buenos_Aires,3,4,3,2,1,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1552.jpg
1619,AR000875850,AR,CITY,Merlo,AR_B,Buenos Aires Province,-34.666270000000004,-58.72926999999999,244168,16.0,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1619.jpg
1598,AR000875850,AR,CITY,Morón,AR_B,Buenos Aires Province,-34.6509,-58.61956,319934,26.0,America__Argentina__Buenos_Aires,1,2,3,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1598.jpg
132294,AR000875850,AR,CITY,Partido de Escobar,AR_B,Buenos Aires Province,-34.33333,-58.75,178155,,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132294.jpg
132690,AR000875850,AR,CITY,Partido de Hurlingham,AR_B,Buenos Aires Province,-34.58694000000001,-58.62806,176505,,America__Argentina__Buenos_Aires,1,3,3,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132690.jpg
132674,AR000875850,AR,CITY,Partido de Ituzaingó,AR_B,Buenos Aires Province,-34.66028,-58.66611,158121,,America__Argentina__Buenos_Aires,1,1,2,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132674.jpg
132267,AR000875850,AR,CITY,Partido de José C. Paz,AR_B,Buenos Aires Province,-34.5198,-58.76556,230208,,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132267.jpg
132260,AR000875850,AR,CITY,Partido de Lanús,AR_B,Buenos Aires Province,-34.66667,-58.41667,212152,,America__Argentina__Buenos_Aires,3,4,3,2,1,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132260.jpg
132681,AR000875850,AR,CITY,Partido de Malvinas Argentinas,AR_B,Buenos Aires Province,-34.50771,-58.6956,320000,,America__Argentina__Buenos_Aires,1,1,2,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132681.jpg
132258,AR000875850,AR,CITY,Partido de Merlo,AR_B,Buenos Aires Province,-34.66583,-58.72828000000001,524207,,America__Argentina__Buenos_Aires,1,2,3,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132258.jpg
132254,AR000875850,AR,CITY,Partido de Moreno,AR_B,Buenos Aires Province,-34.6349,-58.79059,462242,,America__Argentina__Buenos_Aires,1,1,1,1,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132254.jpg
132238,AR000875850,AR,CITY,Partido de Morón,AR_B,Buenos Aires Province,-34.65139,-58.62194,321109,,America__Argentina__Buenos_Aires,1,2,3,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132238.jpg
132200,AR000875850,AR,CITY,Partido de San Fernando,AR_B,Buenos Aires Province,-34.44542,-58.54202,163462,,America__Argentina__Buenos_Aires,1,2,2,1,0,1,0,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/132200.jpg
132208,AR000875850,AR,CITY,Partido de San Isidro,AR_B,Buenos Aires Province,-34.49009,-58.53028000000001,292878,,America__Argentina__Buenos_Aires,1,4,2,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132208.jpg
132669,AR000875850,AR,CITY,Partido de San Miguel,AR_B,Buenos Aires Province,-34.55209,-58.69171,253086,,America__Argentina__Buenos_Aires,1,1,2,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132669.jpg
132188,AR000875850,AR,CITY,Partido de Tigre,AR_B,Buenos Aires Province,-34.42058,-58.58279,380709,,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/132188.jpg
132191,AR000875850,AR,CITY,Partido de Tres de Febrero,AR_B,Buenos Aires Province,-34.59987,-58.56606,343774,,America__Argentina__Buenos_Aires,3,4,3,2,1,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132191.jpg
1187,AR000875850,AR,CITY,Pilar,AR_B,Buenos Aires Province,-34.458659999999995,-58.9142,226517,18.0,America__Argentina__Buenos_Aires,1,1,1,1,1,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1187.jpg
1642,AR000875850,AR,CITY,San Isidro,AR_B,Buenos Aires Province,-34.4721,-58.52708000000001,292878,15.0,America__Argentina__Buenos_Aires,1,3,2,1,0,1,0,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/1642.jpg
1048,AR000875850,AR,CITY,San Justo,AR_B,Buenos Aires Province,-34.6766,-58.56058,136604,26.0,America__Argentina__Buenos_Aires,1,4,3,1,1,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1048.jpg
1197476,AR000875850,AR,CITY,San Miguel,AR_B,Buenos Aires Province,-34.54335,-58.71229,157532,28.0,America__Argentina__Buenos_Aires,1,1,2,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1197476.jpg
1892,ARM00087593,AR,CITY,Berisso,AR_B,Buenos Aires Province,-34.8735,-57.88303000000001,101123,6.0,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1892.jpg
1244,ARM00087593,AR,CITY,La Plata,AR_B,Buenos Aires Province,-34.92145,-57.95453000000001,694167,26.0,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1244.jpg
132330,ARM00087593,AR,CITY,Partido de Berazategui,AR_B,Buenos Aires Province,-34.83333,-58.16667,320224,,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132330.jpg
132263,ARM00087593,AR,CITY,Partido de La Plata,AR_B,Buenos Aires Province,-35.0,-58.0,774369,,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132263.jpg
1680,AR000087860,AR,CITY,Comodoro Rivadavia,AR_U,Chubut Province,-45.86413,-67.49656,217593,61.0,America__Argentina__Rio_Gallegos,1,1,1,1,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/1680.jpg
1932,ARM00087166,AR,CITY,Corrientes,AR_W,Corrientes,-27.46784,-58.8344,352646,62.0,America__Argentina__Cordoba,1,1,2,1,1,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/1932.jpg
132626,ARM00087311,AR,CITY,Departamento de Capital,AR_J,San Juan Province,-31.53333,-68.53333,116511,,America__Argentina__San_Juan,1,1,1,1,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132626.jpg
1866,ARM00087311,AR,CITY,San Juan,AR_J,San Juan Province,-31.5375,-68.53639,471389,640.0,America__Argentina__San_Juan,1,1,1,1,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1866.jpg
132534,AR000087418,AR,CITY,Departamento de Guaymallén,AR_M,Mendoza,-32.88333,-68.7,283803,,America__Argentina__Mendoza,1,1,1,1,1,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132534.jpg
132482,ARM00087416,AR,CITY,Departamento de Maipú,AR_M,Mendoza,-33.0,-68.58333,153600,,America__Argentina__Mendoza,1,1,1,1,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132482.jpg
132389,ARM00087416,AR,CITY,Departamento de San Martín,AR_M,Mendoza,-32.8373,-68.24922,108448,,America__Argentina__Mendoza,0,0,1,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132389.jpg
1767,ARM00087576,AR,CITY,Florencio Varela,AR_B,Buenos Aires Province,-34.827220000000004,-58.39556,146704,25.0,America__Argentina__Buenos_Aires,1,1,2,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1767.jpg
1119,ARM00087576,AR,CITY,José María Ezeiza,AR_B,Buenos Aires Province,-34.84787,-58.52869000000001,160219,12.0,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1119.jpg
1718,ARM00087576,AR,CITY,Lomas de Zamora,AR_B,Buenos Aires Province,-34.76088,-58.40632,111897,20.0,America__Argentina__Buenos_Aires,1,3,3,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1718.jpg
132315,ARM00087576,AR,CITY,Partido de Almirante Brown,AR_B,Buenos Aires Province,-34.83333,-58.33333,555731,,America__Argentina__Buenos_Aires,1,3,3,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132315.jpg
132283,ARM00087576,AR,CITY,Partido de Esteban Echeverría,AR_B,Buenos Aires Province,-34.81917,-58.46583,298814,,America__Argentina__Buenos_Aires,1,1,2,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132283.jpg
132679,ARM00087576,AR,CITY,Partido de Ezeiza,AR_B,Buenos Aires Province,-34.85417,-58.52472,118807,,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132679.jpg
132290,ARM00087576,AR,CITY,Partido de Florencio Varela,AR_B,Buenos Aires Province,-34.83333,-58.25,423992,,America__Argentina__Buenos_Aires,1,1,2,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132290.jpg
132245,ARM00087576,AR,CITY,Partido de La Matanza,AR_B,Buenos Aires Province,-34.75,-58.58333,1775816,,America__Argentina__Buenos_Aires,3,4,3,3,1,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132245.jpg
132236,ARM00087576,AR,CITY,Partido de Lomas de Zamora,AR_B,Buenos Aires Province,-34.75,-58.41667,613192,,America__Argentina__Buenos_Aires,3,4,3,3,1,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132236.jpg
1908,ARM00087162,AR,CITY,Formosa,AR_P,Formosa Province,-26.18489,-58.17313000000001,222226,57.0,America__Argentina__Cordoba,1,1,1,0,1,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1908.jpg
1022,ARM00087497,AR,CITY,Gualeguaychú,AR_E,Entre Ríos Province,-33.009370000000004,-58.51722,109461,15.0,America__Argentina__Cordoba,1,1,1,0,0,1,0,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/1022.jpg
1964,AR000087129,AR,CITY,La Banda,AR_G,Santiago del Estero Province,-27.73348,-64.24278000000001,106441,193.0,America__Argentina__Cordoba,1,1,1,0,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1964.jpg
1500,AR000087129,AR,CITY,Santiago del Estero,AR_G,Santiago del Estero Province,-27.79511,-64.26149000000001,354692,182.0,America__Argentina__Cordoba,1,1,1,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1500.jpg
1451,AR000087217,AR,CITY,La Rioja,AR_F,La Rioja Province,-29.41105,-66.85067,180995,498.0,America__Argentina__La_Rioja,1,1,1,0,0,0,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1451.jpg
1466,AR000087692,AR,CITY,Mar del Plata,AR_B,Buenos Aires Province,-38.00042,-57.5562,860000,38.0,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/1466.jpg
132275,AR000087692,AR,CITY,Partido de General Pueyrredón,AR_B,Buenos Aires Province,-38.0,-57.75,564056,,America__Argentina__Buenos_Aires,1,1,1,1,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132275.jpg
1963,AR000087715,AR,CITY,Neuquén,AR_Q,Neuquén Province,-38.95161,-68.0591,242092,250.0,America__Argentina__Salta,1,1,1,1,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/1963.jpg
1400,AR000087374,AR,CITY,Paraná,AR_E,Entre Ríos Province,-31.73271,-60.52897,262295,66.0,America__Argentina__Cordoba,1,1,1,1,0,1,0,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/1400.jpg
1887,AR000087374,AR,CITY,Santa Fe,AR_S,Santa Fe Province,-31.64881,-60.70868000000001,489505,25.0,America__Argentina__Cordoba,1,1,1,1,0,1,0,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/1887.jpg
132195,ARM00087645,AR,CITY,Partido de Tandil,AR_B,Buenos Aires Province,-37.33333,-59.25,108109,,America__Argentina__Buenos_Aires,1,1,1,1,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132195.jpg
1398,ARM00087645,AR,CITY,Tandil,AR_B,Buenos Aires Province,-37.32167000000001,-59.13316,116917,188.0,America__Argentina__Buenos_Aires,1,1,1,1,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1398.jpg
1444,PA000086297,AR,CITY,Posadas,AR_N,Misiones Province,-27.36708,-55.89608000000001,323739,83.0,America__Argentina__Cordoba,1,1,1,1,1,1,0,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/1444.jpg
1236,AR000087155,AR,CITY,Resistencia,AR_H,Chaco Province,-27.46056,-58.98389,387158,20.0,America__Argentina__Cordoba,1,1,2,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1236.jpg
1494,ARM00087480,AR,CITY,Rosario,AR_S,Santa Fe Province,-32.94682,-60.63932,1193605,31.0,America__Argentina__Cordoba,1,2,1,1,1,1,0,0,3,https://travelapiimages.s3.eu-central-1.amazonaws.com/1494.jpg
1308,ARM00087453,AR,CITY,Río Cuarto,AR_X,Córdoba Province,-33.13067,-64.34992,157010,425.0,America__Argentina__Cordoba,1,1,1,1,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1308.jpg
1910,AR000870470,AR,CITY,Salta,AR_A,Salta Province,-24.7859,-65.41166,535303,1152.0,America__Argentina__Salta,1,1,1,1,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1910.jpg
2200,ARM00087765,AR,CITY,San Carlos de Bariloche,AR_R,Río Negro Province,-41.14557,-71.30821999999998,112887,1093.0,America__Argentina__Salta,1,1,1,1,0,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/2200.jpg
1793,ARM00087222,AR,CITY,San Fernando del Valle de Catamarca,AR_K,Catamarca Province,-28.46957,-65.78524,188812,500.0,America__Argentina__Catamarca,1,1,1,1,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/1793.jpg
1159,ARM00087436,AR,CITY,San Luis,AR_D,San Luis Province,-33.29501,-66.33563000000001,183982,709.0,America__Argentina__San_Luis,1,1,1,0,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1159.jpg
1108,ARM00087121,AR,CITY,San Miguel de Tucumán,AR_T,Tucumán Province,-26.824140000000003,-65.2226,781023,431.0,America__Argentina__Tucuman,1,1,1,1,1,1,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1108.jpg
1787,ARM00087509,AR,CITY,San Rafael,AR_M,Mendoza,-34.61772,-68.33006999999999,109163,650.0,America__Argentina__Mendoza,1,1,1,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1787.jpg
1409,ARM00087046,AR,CITY,San Salvador de Jujuy,AR_Y,Jujuy Province,-24.19457,-65.29711999999999,321789,1201.0,America__Argentina__Jujuy,1,1,1,1,0,0,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1409.jpg
1066,AR000087623,AR,CITY,Santa Rosa,AR_L,La Pampa,-36.61667,-64.28333,111424,179.0,America__Argentina__Salta,1,1,1,0,0,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1066.jpg
1052,AR000087828,AR,CITY,Trelew,AR_U,Chubut Province,-43.24895,-65.30505,108360,11.0,America__Argentina__Catamarca,1,1,1,0,1,0,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1052.jpg
2502,ARM00087448,AR,CITY,Villa Mercedes,AR_D,San Luis Province,-33.675709999999995,-65.45783,111391,512.0,America__Argentina__San_Luis,1,1,1,1,0,0,0,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/2502.jpg
4140,AU000005901,AT,CITY,Donaustadt,AT_9,Vienna,48.2333,16.46002,162592,,Europe__Vienna,3,5,5,4,1,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/4140.jpg
4770,AU000005901,AT,CITY,Favoriten,AT_9,Vienna,48.16116,16.38233,179179,,Europe__Vienna,3,5,5,5,2,2,2,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/4770.jpg
3100,AU000005901,AT,CITY,Floridsdorf,AT_9,Vienna,48.25,16.4,162779,,Europe__Vienna,3,5,5,5,1,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/3100.jpg
2534,AU000005901,AT,CITY,Vienna,AT_9,Vienna,48.20849000000001,16.37208,1840573,171.0,Europe__Vienna,3,5,5,5,2,3,4,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/2534.jpg
3750,AU000016402,AT,CITY,Graz,AT_6,Styria,47.06667,15.45,222326,363.0,Europe__Vienna,3,3,4,5,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/3750.jpg
132781,AU000016402,AT,CITY,Graz Stadt,AT_6,Styria,47.06667,15.433329999999998,289440,,Europe__Vienna,3,3,4,5,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/132781.jpg
3158,AU000011801,AT,CITY,Innsbruck,AT_7,Tyrol,47.26266,11.39454,132493,570.0,Europe__Vienna,2,2,5,5,1,2,2,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/3158.jpg
132768,AUM00011231,AT,CITY,Klagenfurt am Wörthersee,AT_2,Carinthia,46.63333,14.3,100316,,Europe__Vienna,2,1,3,3,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132768.jpg
3676,AU000005010,AT,CITY,Linz,AT_4,Upper Austria,48.30639,14.28611,204846,266.0,Europe__Vienna,2,2,3,5,1,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/3676.jpg
1996,AU000006306,AT,CITY,Salzburg,AT_5,Salzburg,47.79941,13.04399,154076,424.0,Europe__Vienna,2,3,4,5,1,2,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/1996.jpg
132737,AU000006306,AT,CITY,Salzburg Stadt,AT_5,Salzburg,47.80067,13.04532,154076,,Europe__Vienna,2,3,4,5,1,2,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132737.jpg
4299,ASN00023000,AU,CITY,Adelaide,AU_SA,South Australia,-34.92866,138.59863,1295714,1.0,Australia__Adelaide,1,2,2,1,1,2,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/4299.jpg
5657,ASN00081123,AU,CITY,Bendigo,AU_VIC,Victoria,-36.75818,144.28024,100617,221.0,Australia__Melbourne,1,1,1,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/5657.jpg
5499,ASN00040913,AU,CITY,Brisbane,AU_QLD,Queensland,-27.46794,153.02809,2360241,0.0,Australia__Brisbane,1,3,3,5,1,2,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/5499.jpg
133157,ASN00031011,AU,CITY,Cairns,AU_QLD,Queensland,-16.90268,145.75287,153075,,Australia__Brisbane,1,1,1,1,0,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/133157.jpg
5042,ASN00070015,AU,CITY,Canberra,AU_ACT,Australian Capital Territory,-35.28346,149.12807,381488,578.0,Australia__Sydney,1,2,1,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/5042.jpg
4282,ASN00014040,AU,CITY,Darwin,AU_NT,Northern Territory,-12.46113,130.84185,136828,0.0,Australia__Darwin,1,1,1,1,0,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/4282.jpg
5493,ASN00040764,AU,CITY,Gold Coast,AU_QLD,Queensland,-28.000290000000003,153.43088,638090,12.0,Australia__Brisbane,1,1,1,1,1,2,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/5493.jpg
5345,ASN00094029,AU,CITY,Hobart,AU_TAS,Tasmania,-42.87936,147.32941,222356,1270.0,Australia__Hobart,1,1,1,1,0,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/5345.jpg
133205,ASN00040004,AU,CITY,Ipswich,AU_QLD,Queensland,-27.6779,152.66188,163000,,Australia__Brisbane,1,1,1,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/133205.jpg
4034,ASN00091237,AU,CITY,Launceston,AU_TAS,Tasmania,-41.43876,147.13467,106153,0.0,Australia__Hobart,1,1,1,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/4034.jpg
4383,ASN00061055,AU,CITY,Newcastle,AU_NSW,New South Wales,-32.92953,151.7801,308308,9.0,Australia__Sydney,1,1,1,1,1,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/4383.jpg
132856,ASN00014015,AU,CITY,Palmerston,AU_NT,Northern Territory,-12.4962,130.97797,136828,,Australia__Darwin,1,1,1,1,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/132856.jpg
