cityId,stationId,countryCode,type,cityName,regionCode,regionName,lat,lon,population,elevation,timezone,culture_hIndex,culture_cIndex,culture_rIndex,culture_aIndex,culture_iIndex,culture_nIndex,formations_mIndex,formations_rIndex,beach_Index,image_links
16835,COM00080097,CO,CITY,Cúcuta,CO_NSA,Norte de Santander Department,7.893910000000001,-72.50782,750000,320.0,America__Bogota,1,1,1,1,0,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/16835.jpg
16745,COM00080214,CO,CITY,Ibagué,CO_TOL,Tolima Department,4.43889,-75.23222,498401,1285.0,America__Bogota,1,1,1,0,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16745.jpg
16558,COM00080063,CO,CITY,Montería,CO_COR,Córdoba Department,8.74798,-75.88143000000002,460223,18.0,America__Bogota,1,1,1,0,0,0,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16558.jpg
141737,COM00080315,CO,CITY,Neiva,CO_HUI,Huila Department,3.01441,-75.30939000000002,316033,,America__Bogota,1,1,1,1,0,0,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141737.jpg
141608,COM00080144,CO,CITY,Quibdó,CO_CHO,Chocó Department,5.76075,-76.83700999999998,112886,,America__Bogota,0,0,0,0,0,0,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141608.jpg
141633,COM00080112,CO,CITY,Rionegro,CO_ANT,Antioquia Department,6.16667,-75.41667,114299,,America__Bogota,1,1,1,1,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/141633.jpg
15322,COM00080036,CO,CITY,Valledupar,CO_CES,Cesar Department,10.46314,-73.25322,354449,180.0,America__Bogota,1,1,1,0,0,0,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/15322.jpg
141386,COM00080234,CO,CITY,Villavicencio,CO_MET,Meta,4.0742400000000005,-73.4915,527668,,America__Bogota,1,1,1,0,0,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/141386.jpg
17481,CSM00078762,CR,CITY,Alajuela,CR_A,Alajuela Province,10.01625,-84.21163,265472,952.0,America__Costa_Rica,1,1,3,1,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/17481.jpg
16495,CSM00078762,CR,CITY,Cartago,CR_C,Provincia de Cartago,9.86444,-83.91944000000002,221733,1435.0,America__Costa_Rica,1,1,2,1,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16495.jpg
16929,CSM00078762,CR,CITY,Heredia,CR_H,Heredia Province,10.00236,-84.11650999999998,128550,1172.0,America__Costa_Rica,1,1,3,1,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16929.jpg
16736,CSM00078762,CR,CITY,San José,CR_SJ,San José Province,9.93333,-84.08333,335007,1161.0,America__Costa_Rica,1,1,3,1,0,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/16736.jpg
18689,EZM00011723,CZ,CITY,Brno,CZ_64,South Moravian Region,49.19522,16.607960000000002,380681,237.0,Europe__Prague,3,5,5,5,1,3,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/18689.jpg
18377,EZM00011659,CZ,CITY,Jihlava,CZ_63,Vysočina Region,49.3961,15.59124,108340,,Europe__Prague,1,2,3,3,1,1,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/18377.jpg
143411,EZM00011659,CZ,CITY,Okres Jihlava,CZ_63,Vysočina Region,49.33333,15.583329999999998,108340,,Europe__Prague,2,2,3,3,1,1,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/143411.jpg
18139,EZM00011603,CZ,CITY,Liberec,CZ_51,Liberec Region,50.76711,15.05619,104445,359.0,Europe__Prague,2,2,3,4,1,2,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/18139.jpg
143370,EZ000011464,CZ,CITY,Okres Ústí nad Labem,CZ_42,Ústí nad Labem Region,50.66667,14.05,117590,,Europe__Prague,1,1,2,2,1,2,2,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/143370.jpg
17574,EZM00011782,CZ,CITY,Ostrava,CZ_80,Moravian-Silesian Region,49.83465,18.28204,313088,260.0,Europe__Prague,1,2,2,3,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/17574.jpg
17918,EZM00011487,CZ,CITY,Pilsen,CZ_324,Plzeň-South District,49.74747,13.37759,172441,308.0,Europe__Prague,2,3,4,4,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/17918.jpg
17641,EZM00011520,CZ,CITY,Prague,CZ_10,Prague,50.08804,14.42076,1308632,235.0,Europe__Prague,3,5,5,5,3,5,2,1,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/17641.jpg
23549,GME00123274,DE,CITY,Altona,DE_HH,Hamburg,53.55,9.93333,261213,34.0,Europe__Berlin,3,5,3,5,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/23549.jpg
25912,GME00123274,DE,CITY,Bergedorf,DE_HH,Hamburg,53.48461999999999,10.22904,129111,17.0,Europe__Berlin,1,1,1,5,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/25912.jpg
23188,GME00123274,DE,CITY,Harburg,DE_HH,Hamburg,53.46057,9.98388,202571,10.0,Europe__Berlin,3,4,2,5,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/23188.jpg
25016,GME00102396,DE,CITY,Augsburg,DE_BY,Bavaria,48.37154,10.89851,289584,498.0,Europe__Berlin,2,2,4,5,1,1,1,1,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/25016.jpg
24563,GME00125302,DE,CITY,Bergisch Gladbach,DE_NW,North Rhine-Westphalia,50.9856,7.13298,111627,98.0,Europe__Berlin,2,2,3,3,1,2,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/24563.jpg
25716,GME00125302,DE,CITY,Kalk,DE_NW,North Rhine-Westphalia,50.94013,7.00605,119055,50.0,Europe__Berlin,2,4,4,5,1,2,1,1,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/25716.jpg
22104,GME00125302,DE,CITY,Leverkusen,DE_NW,North Rhine-Westphalia,51.0303,6.9843199999999985,163113,61.0,Europe__Berlin,2,4,4,5,1,2,1,1,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/22104.jpg
20938,GME00125302,DE,CITY,Nippes,DE_NW,North Rhine-Westphalia,50.96545,6.9531399999999985,115540,50.0,Europe__Berlin,2,4,4,5,1,2,1,1,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/20938.jpg
24845,GME00111445,DE,CITY,Berlin,DE_BE,Berlin,52.52437,13.41053,3613495,74.0,Europe__Berlin,3,5,5,5,5,4,2,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/24845.jpg
22984,GME00111445,DE,CITY,Friedrichshain,DE_BE,Berlin,52.51559,13.454820000000002,125169,41.0,Europe__Berlin,3,4,5,5,4,4,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/22984.jpg
21948,GME00111445,DE,CITY,Kreuzberg,DE_BE,Berlin,52.49973000000001,13.40338,147532,,Europe__Berlin,3,5,5,5,4,4,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/21948.jpg
25500,GME00111445,DE,CITY,Mitte,DE_BE,Berlin,52.52003000000001,13.40489,333905,48.0,Europe__Berlin,3,5,5,5,4,4,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/25500.jpg
21530,GME00111445,DE,CITY,Neukölln,DE_BE,Berlin,52.47719,13.43126,313245,55.0,Europe__Berlin,3,4,5,4,4,4,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/21530.jpg
20520,GME00111445,DE,CITY,Prenzlauer Berg,DE_BE,Berlin,52.53878,13.42443,156910,54.0,Europe__Berlin,3,5,5,5,4,4,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/20520.jpg
24171,GME00131830,DE,CITY,Bielefeld,DE_NW,North Rhine-Westphalia,52.03333,8.53333,332552,,Europe__Berlin,1,2,2,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/24171.jpg
24834,GME00130318,DE,CITY,Bochum,DE_NW,North Rhine-Westphalia,51.48165,7.216480000000002,385729,94.0,Europe__Berlin,2,3,3,5,2,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/24834.jpg
25173,GME00130318,DE,CITY,Bochum-Hordel,DE_NW,North Rhine-Westphalia,51.50168,7.1756,380000,51.0,Europe__Berlin,2,3,3,5,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/25173.jpg
23119,GME00130318,DE,CITY,Gelsenkirchen,DE_NW,North Rhine-Westphalia,51.50508,7.096539999999999,262528,,Europe__Berlin,2,3,3,5,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23119.jpg
22193,GME00130318,DE,CITY,Herne,DE_NW,North Rhine-Westphalia,51.5388,7.22572,156774,,Europe__Berlin,2,3,3,2,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/22193.jpg
23962,GME00130990,DE,CITY,Bonn,DE_NW,North Rhine-Westphalia,50.73438,7.09549,327919,60.0,Europe__Berlin,2,3,4,5,1,2,1,1,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/23962.jpg
24240,GME00121978,DE,CITY,Bottrop,DE_NW,North Rhine-Westphalia,51.52392,6.9285,117409,,Europe__Berlin,2,3,3,5,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/24240.jpg
23664,GME00121978,DE,CITY,Essen,DE_NW,North Rhine-Westphalia,51.45657,7.0122800000000005,593085,,Europe__Berlin,2,4,4,5,2,2,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23664.jpg
21636,GME00121978,DE,CITY,Mülheim,DE_NW,North Rhine-Westphalia,51.43218,6.87967,170936,,Europe__Berlin,2,3,4,4,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/21636.jpg
21866,GME00121978,DE,CITY,Oberhausen,DE_NW,North Rhine-Westphalia,51.47805,6.8625,211382,,Europe__Berlin,2,3,3,4,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/21866.jpg
24113,GME00131674,DE,CITY,Braunschweig,DE_NI,Lower Saxony,52.26594,10.52673,248667,75.0,Europe__Berlin,1,2,2,1,1,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/24113.jpg
19977,GME00131674,DE,CITY,Salzgitter,DE_NI,Lower Saxony,52.15705,10.4154,104614,90.0,Europe__Berlin,1,1,1,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/19977.jpg
24034,GM000001474,DE,CITY,Bremen,DE_HB,Bremen,53.07581999999999,8.80717,569814,11.0,Europe__Berlin,2,5,2,5,1,2,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/24034.jpg
24521,GMM00010129,DE,CITY,Bremerhaven,DE_HB,Bremen,53.55021,8.57673,117446,2.0,Europe__Berlin,1,1,1,2,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/24521.jpg
24218,GME00121150,DE,CITY,Charlottenburg,DE_BE,Berlin,52.51667,13.28333,124555,46.0,Europe__Berlin,2,4,5,5,4,4,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/24218.jpg
19980,GME00121150,DE,CITY,Reinickendorf,DE_BE,Berlin,52.56667,13.333329999999998,260253,42.0,Europe__Berlin,3,4,5,4,4,3,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/19980.jpg
25072,GME00121150,DE,CITY,Spandau,DE_BE,Berlin,52.5511,13.19921,231120,35.0,Europe__Berlin,2,4,3,4,2,3,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/25072.jpg
23999,GME00132538,DE,CITY,Chemnitz,DE_SN,Saxony,50.8357,12.92922,247220,302.0,Europe__Berlin,3,1,3,5,1,1,1,1,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/23999.jpg
23972,GME00132646,DE,CITY,Darmstadt,DE_HE,Hesse,49.87167,8.650269999999999,157437,144.0,Europe__Berlin,2,2,2,4,1,1,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23972.jpg
24928,GME00122134,DE,CITY,Dortmund,DE_NW,North Rhine-Westphalia,51.51494,7.466,585813,,Europe__Berlin,2,3,4,4,2,3,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/24928.jpg
20802,GME00122134,DE,CITY,Recklinghausen,DE_NW,North Rhine-Westphalia,51.61379,7.19738,114003,,Europe__Berlin,1,2,2,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/20802.jpg
24144,GME00121366,DE,CITY,Dresden,DE_SN,Saxony,51.05089,13.738320000000002,554434,112.0,Europe__Berlin,2,4,4,4,2,2,2,1,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/24144.jpg
24602,GME00122098,DE,CITY,Duisburg,DE_NW,North Rhine-Westphalia,51.43247,6.7651600000000025,504358,33.0,Europe__Berlin,2,4,3,4,1,2,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/24602.jpg
21759,GME00122098,DE,CITY,Moers,DE_NW,North Rhine-Westphalia,51.45342,6.6326,103949,,Europe__Berlin,2,4,2,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/21759.jpg
24131,GME00102268,DE,CITY,Düsseldorf,DE_NW,North Rhine-Westphalia,51.22172,6.776160000000001,617280,38.0,Europe__Berlin,2,4,4,4,1,2,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/24131.jpg
21915,GME00102268,DE,CITY,Neuss,DE_NW,North Rhine-Westphalia,51.19807,6.685039999999999,153810,,Europe__Berlin,2,4,4,4,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/21915.jpg
23668,GM000010147,DE,CITY,Eimsbüttel,DE_HH,Hamburg,53.57416,9.95679,258865,15.0,Europe__Berlin,3,5,3,5,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23668.jpg
23563,GM000010147,DE,CITY,Hamburg,DE_HH,Hamburg,53.55073,9.99302,1841179,6.0,Europe__Berlin,3,5,4,5,2,3,1,1,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/23563.jpg
23043,GM000010147,DE,CITY,Hamburg-Mitte,DE_HH,Hamburg,53.55,10.01667,301550,11.0,Europe__Berlin,3,4,3,5,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23043.jpg
25513,GM000010147,DE,CITY,Hamburg-Nord,DE_HH,Hamburg,53.58935,9.984,280000,11.0,Europe__Berlin,2,5,3,5,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/25513.jpg
23285,GM000010147,DE,CITY,Marienthal,DE_HH,Hamburg,53.56667,10.08333,287101,16.0,Europe__Berlin,3,4,3,4,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23285.jpg
23473,GM000010147,DE,CITY,Wandsbek,DE_HH,Hamburg,53.58334,10.08305,411422,18.0,Europe__Berlin,3,4,3,4,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/23473.jpg
23469,GME00102340,DE,CITY,Erfurt,DE_TH,Thuringia,50.9787,11.03283,211113,194.0,Europe__Berlin,1,1,2,1,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/23469.jpg
23288,GME00121882,DE,CITY,Erlangen,DE_BY,Bavaria,49.59099000000001,11.00783,110998,,Europe__Berlin,2,2,3,5,1,1,1,2,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23288.jpg
23295,GME00122362,DE,CITY,Frankfurt am Main,DE_HE,Hesse,50.11552,8.68417,746878,,Europe__Berlin,1,4,4,4,1,2,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23295.jpg
23559,GME00122458,DE,CITY,Freiburg,DE_BW,Baden-Württemberg,47.9959,7.85222,229636,278.0,Europe__Berlin,1,2,2,1,1,1,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23559.jpg
23440,GME00102380,DE,CITY,Fürth,DE_BY,Bavaria,49.47593,10.98856,126526,,Europe__Berlin,2,4,3,5,1,1,1,2,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/23440.jpg
21464,GME00102380,DE,CITY,Nürnberg,DE_BY,Bavaria,49.45421,11.07752,515201,,Europe__Berlin,2,4,5,5,2,3,1,3,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/21464.jpg
23858,GME00122902,DE,CITY,Göttingen,DE_NI,Lower Saxony,51.53443,9.93228,122149,150.0,Europe__Berlin,1,2,1,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23858.jpg
23226,GME00122146,DE,CITY,Hagen,DE_NW,North Rhine-Westphalia,51.36081,7.47168,188266,,Europe__Berlin,2,2,2,2,1,3,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23226.jpg
22993,GMM00010424,DE,CITY,Hamm,DE_NW,North Rhine-Westphalia,51.68033,7.820889999999999,185327,63.0,Europe__Berlin,2,1,2,1,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/22993.jpg
23341,GME00102244,DE,CITY,Hannover,DE_NI,Lower Saxony,52.37052,9.73322,532864,55.0,Europe__Berlin,3,3,3,4,1,2,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/23341.jpg
23866,GMM00010733,DE,CITY,Heidelberg,DE_BW,Baden-Württemberg,49.40768,8.69079,160601,114.0,Europe__Berlin,2,2,2,1,1,1,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/23866.jpg
23198,GME00126922,DE,CITY,Heilbronn,DE_BW,Baden-Württemberg,49.13995,9.22054,125960,157.0,Europe__Berlin,2,2,2,3,1,2,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/23198.jpg
22174,GME00124726,DE,CITY,Ingolstadt,DE_BY,Bavaria,48.76508,11.42372,135244,376.0,Europe__Berlin,1,1,2,5,1,1,1,1,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/22174.jpg
22904,GM000004204,DE,CITY,Jena,DE_TH,Thuringia,50.92878,11.5899,111099,,Europe__Berlin,1,1,2,1,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/22904.jpg
22458,GME00111503,DE,CITY,Karlsruhe,DE_BW,Baden-Württemberg,49.00937,8.40444,311919,118.0,Europe__Berlin,2,3,2,1,1,2,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/22458.jpg
22868,GME00121030,DE,CITY,Kiel,DE_SH,Schleswig-Holstein,54.32133,10.13489,232758,,Europe__Berlin,1,2,1,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/22868.jpg
22334,GME00129346,DE,CITY,Krefeld,DE_NW,North Rhine-Westphalia,51.33645,6.55381,226812,,Europe__Berlin,2,1,2,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/22334.jpg
21611,GME00129346,DE,CITY,Mönchengladbach,DE_NW,North Rhine-Westphalia,51.18539000000001,6.44172,260925,,Europe__Berlin,2,2,4,5,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/21611.jpg
22594,GME00125218,DE,CITY,Leipzig,DE_SN,Saxony,51.33962,12.37129,582285,113.0,Europe__Berlin,4,4,5,5,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/22594.jpg
21572,GME00127822,DE,CITY,Lichtenberg,DE_BE,Berlin,52.51395,13.49975,275142,52.0,Europe__Berlin,3,3,5,4,3,3,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/21572.jpg
21601,GME00127822,DE,CITY,Marzahn,DE_BE,Berlin,52.54525,13.56983,106640,62.0,Europe__Berlin,3,3,3,4,2,2,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/21601.jpg
21460,GMW00034068,DE,CITY,Ludwigshafen am Rhein,DE_RP,Rhineland-Palatinate,49.48121,8.44641,166621,,Europe__Berlin,1,2,3,1,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/21460.jpg
20939,GMW00034068,DE,CITY,Mannheim,DE_BW,Baden-Württemberg,49.4891,8.46694,309370,97.0,Europe__Berlin,1,2,3,1,1,2,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/20939.jpg
21575,GME00102252,DE,CITY,Magdeburg,DE_ST,Saxony-Anhalt,52.12773,11.62916,238478,,Europe__Berlin,1,2,2,3,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/21575.jpg
21157,GME00102252,DE,CITY,Neue Neustadt,DE_ST,Saxony-Anhalt,52.15,11.63333,226851,51.0,Europe__Berlin,1,2,2,3,1,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/21157.jpg
20962,GME00125662,DE,CITY,Mainz,DE_RP,Rhineland-Palatinate,49.98419000000001,8.2791,213528,89.0,Europe__Berlin,2,3,3,3,1,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/20962.jpg
21313,GM000004199,DE,CITY,Munich,DE_BY,Bavaria,48.13743,11.57549,1456039,519.0,Europe__Berlin,3,4,4,5,1,4,1,5,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/21313.jpg
21331,GME00111430,DE,CITY,Münster,DE_NW,North Rhine-Westphalia,51.96236,7.6257100000000015,313559,60.0,Europe__Berlin,1,2,2,1,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/21331.jpg
21112,GME00121246,DE,CITY,Offenbach,DE_HE,Hesse,50.10061,8.76647,136824,,Europe__Berlin,1,4,4,3,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/21112.jpg
20588,GME00121078,DE,CITY,Paderborn,DE_NW,North Rhine-Westphalia,51.71905,8.754389999999999,149075,,Europe__Berlin,1,1,2,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/20588.jpg
20678,GME00127306,DE,CITY,Pforzheim,DE_BW,Baden-Württemberg,48.88436,8.69892,124289,273.0,Europe__Berlin,1,1,2,1,1,1,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/20678.jpg
20929,GME00121042,DE,CITY,Porz am Rhein,DE_NW,North Rhine-Westphalia,50.88637,7.0583,113670,54.0,Europe__Berlin,2,4,4,5,1,2,1,1,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/20929.jpg
20448,GM000003342,DE,CITY,Potsdam,DE_BB,Brandenburg,52.39886,13.06566,171810,35.0,Europe__Berlin,2,4,2,5,1,2,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/20448.jpg
19992,GME00121138,DE,CITY,Regensburg,DE_BY,Bavaria,49.01513,12.10161,150894,,Europe__Berlin,2,2,4,5,1,1,1,3,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/19992.jpg
20310,GME00127702,DE,CITY,Remscheid,DE_NW,North Rhine-Westphalia,51.17983,7.1925,110611,,Europe__Berlin,2,3,3,4,2,2,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/20310.jpg
20760,GME00126022,DE,CITY,Reutlingen,DE_BW,Baden-Württemberg,48.49144,9.20427,115762,382.0,Europe__Berlin,1,1,2,1,1,3,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/20760.jpg
20629,GME00102212,DE,CITY,Rostock,DE_MV,Mecklenburg-Vorpommern,54.0887,12.14049,208886,,Europe__Berlin,1,2,1,1,1,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/20629.jpg
20878,GME00131290,DE,CITY,Saarbrücken,DE_SL,Saarland,49.23262,7.00982,183144,190.0,Europe__Berlin,1,2,3,2,1,1,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/20878.jpg
20238,GM000003319,DE,CITY,Schöneberg,DE_BE,Berlin,52.46666999999999,13.35,115976,,Europe__Berlin,2,4,5,5,4,4,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/20238.jpg
19562,GME00128794,DE,CITY,Siegen,DE_NW,North Rhine-Westphalia,50.87481,8.02431,102337,,Europe__Berlin,1,1,2,1,1,2,2,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/19562.jpg
18938,GME00130582,DE,CITY,Solingen,DE_NW,North Rhine-Westphalia,51.17343,7.0845,158908,,Europe__Berlin,2,3,3,4,2,2,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/18938.jpg
18346,GME00130582,DE,CITY,Wuppertal,DE_NW,North Rhine-Westphalia,51.25627,7.1481600000000025,360797,157.0,Europe__Berlin,2,3,3,5,2,2,1,1,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/18346.jpg
19845,GME00111474,DE,CITY,Trier,DE_RP,Rhineland-Palatinate,49.75565,6.63935,110111,,Europe__Berlin,1,1,2,1,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/19845.jpg
18646,GME00130258,DE,CITY,Wiesbaden,DE_HE,Hesse,50.08258,8.249319999999999,278654,117.0,Europe__Berlin,2,3,3,3,1,1,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/18646.jpg
18787,GME00130510,DE,CITY,Wolfsburg,DE_NI,Lower Saxony,52.42452,10.7815,123909,63.0,Europe__Berlin,1,1,1,1,1,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/18787.jpg
18054,GME00102356,DE,CITY,Würzburg,DE_BY,Bavaria,49.79391,9.95121,126635,,Europe__Berlin,2,2,3,5,1,1,1,2,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/18054.jpg
26621,DAM00006030,DK,CITY,Aalborg,DK_81,North Denmark Region,57.048,9.9187,122219,5.0,Europe__Copenhagen,2,1,1,1,1,1,1,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/26621.jpg
26044,DAE00100980,DK,CITY,Århus,DK_82,Central Denmark Region,56.15674,10.21076,269022,105.0,Europe__Copenhagen,1,2,1,1,1,1,1,0,2,https://travelapiimages.s3.eu-central-1.amazonaws.com/26044.jpg
25969,DRM00078482,DO,CITY,Azua,DO_02,Azua Province,18.45319,-70.7349,128264,83.0,America__Santo_Domingo,1,0,1,1,0,0,1,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/25969.jpg
26609,DRM00078482,DO,CITY,Santa Cruz de Barahona,DO_04,Barahona Province,18.20854,-71.10077,138159,10.0,America__Santo_Domingo,1,1,1,0,0,1,0,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/26609.jpg
143683,DRM00078486,DO,CITY,Bajos de Haina,DO_21,San Cristóbal Province,18.41667,-70.03333,155985,,America__Santo_Domingo,1,1,2,1,1,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/143683.jpg
26195,DRM00078486,DO,CITY,Bella Vista,DO_01,Distrito Nacional,18.45539,-69.9454,175683,42.0,America__Santo_Domingo,1,1,2,1,1,1,0,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/26195.jpg
26128,DRM00078486,DO,CITY,Boca Chica,DO_32,Santo Domingo Province,18.45,-69.6,142019,13.0,America__Santo_Domingo,1,1,1,0,0,1,0,0,1,https://travelapiimages.s3.eu-central-1.amazonaws.com/26128.jpg
143612,DRM00078486,DO,CITY,San Cristóbal,DO_21,San Cristóbal Province,18.41667,-70.13333,275232,,America__Santo_Domingo,1,1,1,0,0,1,0,0,0,https://travelapiimages.s3.eu-central-1.amazonaws.com/143612.jpg
