cityId,population,searchRadius,hCountLevel0,hCountLevel1,hCountLevel2,hCountLevel3,hCountLevel7,cCountLevel0,cCountLevel1,cCountLevel2,cCountLevel3,cCountLevel7,rCountLevel0,rCountLevel1,rCountLevel2,rCountLevel3,rCountLevel7,aCountLevel0,aCountLevel1,aCountLevel2,aCountLevel3,aCountLevel7,iCountLevel0,iCountLevel1,iCountLevel2,iCountLevel3,iCountLevel7,nCountLevel0,nCountLevel1,nCountLevel2,nCountLevel3,nCountLevel7
147619,674246,30000,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56330,222764,20000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
57117,293908,20000,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56579,173676,20000,0,3,0,0,0,1,8,0,0,0,5,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56022,118167,20000,0,0,0,0,0,3,1,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147617,483615,20000,5,2,0,0,0,1,1,0,0,0,29,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147610,153689,20000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56040,126270,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56143,647508,30000,1,12,0,0,0,3,21,0,1,0,10,112,1,0,1,0,0,1,0,3,0,0,0,0,0,2,2,0,1,1
147611,647508,30000,1,3,0,1,1,1,15,0,1,0,7,23,1,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
147609,876824,30000,35,74,3,3,40,40,50,5,9,1,82,153,5,5,12,19,8,0,0,19,0,0,0,0,1,0,0,0,1,1
56465,957352,30000,0,3,1,1,0,2,4,3,1,2,4,22,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55958,1101981,50000,17,4,1,2,0,0,2,0,1,0,5,6,2,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
55956,166388,20000,0,1,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147627,195985,20000,2,7,2,0,0,8,9,2,0,0,7,55,2,2,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0
56429,143529,20000,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57004,170695,20000,0,2,0,0,0,2,3,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56238,139497,20000,1,1,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
147831,155687,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55897,155687,20000,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55951,122635,20000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56562,186079,20000,0,2,0,0,0,0,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
147591,133436,20000,1,4,0,0,0,5,12,0,0,0,10,79,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147770,1597668,50000,0,3,0,0,0,4,3,0,0,0,1,12,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
56682,140063,20000,0,1,0,0,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
147597,140063,20000,0,1,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
56130,151677,20000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56377,296436,20000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
147604,296436,20000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
147600,109358,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147606,158142,20000,1,1,0,0,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56132,158142,20000,1,1,0,0,0,0,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56345,197846,20000,13,36,1,0,1,1,9,0,0,0,8,72,0,1,0,19,39,0,0,0,0,0,0,0,0,2,2,0,0,0
56667,103724,20000,1,0,0,0,0,0,6,0,0,0,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56094,840214,30000,4,13,0,0,0,4,23,0,0,0,11,87,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56003,9305000,50000,46,100,4,7,1,14,181,5,18,0,94,386,7,10,1,0,3,2,4,0,0,0,0,1,0,2,2,0,5,0
147592,9305000,50000,46,100,4,8,1,14,176,5,18,0,95,386,6,10,1,0,5,2,4,0,0,0,0,1,0,2,2,0,5,0
56763,147221,20000,1,0,0,0,2,5,8,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56059,133606,20000,1,7,0,2,1,1,16,7,6,0,3,21,7,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
56249,128172,20000,1,0,2,0,2,1,9,0,0,0,2,12,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
147605,1077075,50000,6,33,7,3,7,21,84,16,22,0,20,173,7,19,10,6,5,0,2,10,0,0,0,0,0,2,2,0,1,0
56640,242920,20000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56425,126882,20000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56161,287570,20000,0,3,0,0,0,0,4,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55821,414288,20000,2,3,0,2,0,0,2,0,0,0,1,4,0,3,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0
147599,2201927,50000,1,9,1,0,0,5,6,3,0,0,38,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56718,170039,20000,0,0,1,1,9,0,0,0,0,0,0,1,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
56688,100574,20000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147602,1267564,50000,0,0,0,0,0,0,2,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0
56655,101300,20000,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57259,158664,20000,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147594,3073350,50000,28,17,0,2,3,3,16,3,4,0,5,40,4,3,0,1,1,0,3,1,0,0,0,0,0,6,6,0,0,0
147579,873725,30000,0,1,1,0,0,2,0,0,1,0,14,15,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
56342,460468,20000,1,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147758,262034,20000,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56666,1828730,50000,3,1,0,0,0,0,0,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147584,1828730,50000,1,1,0,0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
147589,107832,20000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147582,465567,20000,0,8,0,1,0,6,12,0,0,0,10,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56237,492056,20000,1,4,0,0,0,1,12,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
56225,1558000,50000,1,3,0,0,1,0,1,0,1,0,5,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55867,100780,20000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147587,169572,20000,0,0,1,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56651,118068,20000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55947,113193,20000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
147574,507000,30000,3,7,1,2,2,1,4,0,1,0,3,20,2,2,0,2,2,0,0,3,0,0,0,0,0,1,1,0,0,0
147577,1033918,50000,4,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56032,262034,20000,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147575,492056,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56189,160242,20000,0,1,0,0,0,1,6,0,1,0,1,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56240,161260,20000,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147585,184447,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56031,140604,20000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55830,100575,20000,1,0,2,0,2,1,8,0,0,0,1,16,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55778,1262255,50000,21,76,4,11,7,14,145,5,18,0,61,419,7,9,2,3,15,10,7,6,0,33,0,0,1,64,64,6,8,1
147784,164384,20000,0,0,0,0,0,0,0,0,0,0,8,11,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
56319,164384,20000,1,0,0,0,0,0,6,0,0,0,43,71,1,17,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
56027,2823249,50000,0,0,0,0,0,1,3,2,2,0,11,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147571,225049,20000,1,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
55962,505241,30000,82,121,13,12,105,64,113,14,24,2,135,299,11,28,21,21,13,2,3,36,0,0,0,0,2,2,2,0,0,2
147569,289821,20000,0,1,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56689,103138,20000,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147810,3071029,50000,0,0,0,0,1,1,0,0,0,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
147921,195856,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147559,196283,20000,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55662,182841,20000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55372,117137,20000,2,5,0,0,1,0,5,0,0,0,2,24,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
54948,219665,20000,4,2,0,0,1,0,5,1,0,0,3,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55317,128346,20000,6,19,5,0,4,8,43,10,13,0,11,88,2,13,4,3,5,0,1,9,0,0,0,0,0,2,2,0,1,0
55342,105909,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55114,131749,20000,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147545,126441,20000,0,1,0,0,0,0,2,0,0,0,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0
147544,516142,30000,0,14,0,1,0,1,15,0,1,0,7,94,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55057,516142,30000,0,14,0,1,0,1,15,0,1,0,7,94,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
56557,4631392,50000,7,33,7,3,8,26,91,16,22,0,23,184,6,19,8,3,5,0,2,9,0,0,0,0,0,2,2,0,1,0
54364,397419,20000,5,9,3,1,1,2,14,0,7,0,29,90,3,4,0,1,0,0,3,1,0,0,0,0,0,5,5,0,1,2
55225,126441,20000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0
147749,419146,20000,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147552,1001694,50000,1,3,2,2,0,3,2,1,0,0,2,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
147555,439922,20000,1,3,0,0,0,3,4,0,0,0,18,37,3,2,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,0
147547,192827,20000,0,0,0,0,0,1,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55760,153062,20000,0,1,0,0,0,4,1,0,0,0,8,22,2,0,0,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0
57105,187942,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55767,313809,20000,0,4,0,1,0,0,7,0,1,0,1,38,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55437,139264,20000,0,0,0,0,0,0,0,0,0,0,38,39,14,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
147553,460184,20000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147551,964655,30000,0,0,1,0,1,1,2,1,2,0,5,2,3,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
147803,3564544,50000,7,4,1,0,0,2,2,0,0,0,2,12,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55777,384182,20000,1,0,0,0,0,0,1,0,0,0,3,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
55900,332965,20000,5,30,5,3,4,19,64,13,20,0,11,122,4,16,4,3,5,0,2,8,0,0,0,0,0,2,2,0,1,0
55874,136954,20000,1,0,2,0,2,1,9,0,0,0,2,12,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
147565,2823249,50000,0,0,0,0,0,1,3,2,2,0,9,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56490,106714,20000,0,1,0,0,0,0,1,0,0,0,13,29,0,3,0,0,2,0,0,0,0,0,0,0,0,9,9,0,0,0
54947,341709,20000,42,90,4,7,1,8,163,5,15,0,103,379,5,10,1,0,3,2,4,0,0,0,0,1,0,1,1,0,3,0
54889,140223,20000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56930,261987,20000,43,85,4,7,1,7,126,4,15,0,89,350,8,10,1,0,3,2,4,0,0,0,0,1,0,1,1,0,3,0
147542,126475,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147773,348967,20000,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147955,117894,20000,0,3,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
147754,461790,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54843,164810,20000,28,42,7,7,35,21,56,7,12,1,56,136,6,23,5,2,4,2,2,10,0,0,0,0,0,1,1,0,0,0
54910,3382000,50000,9,11,0,2,0,48,18,2,3,0,16,23,1,3,0,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0
147535,1545368,50000,14,20,0,1,3,0,38,0,0,0,30,259,2,1,0,2,1,2,0,4,0,0,0,0,0,0,0,0,0,0
54887,1545368,50000,13,14,0,1,3,0,39,0,0,0,27,230,1,1,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0
55618,192827,20000,0,1,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55367,180180,20000,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
55468,196127,20000,5,22,5,0,4,13,37,10,13,0,9,74,2,13,4,3,5,0,1,8,0,0,0,0,0,2,2,0,1,0
147541,1561129,50000,3,6,0,0,0,6,20,1,1,0,35,62,6,16,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0
147526,190400,20000,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147527,922088,30000,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
147531,184991,20000,0,4,1,0,1,0,9,0,0,0,0,41,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57555,150000,20000,44,91,4,7,1,9,156,5,16,0,96,385,6,10,1,0,3,2,4,0,0,0,0,1,0,1,1,0,3,0
147532,141667,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55674,134845,20000,0,1,0,0,0,1,7,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
55328,623841,30000,2,8,0,0,0,7,15,0,0,0,18,112,6,10,2,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0
147515,330511,20000,2,0,0,0,0,2,0,1,0,0,47,34,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147813,246050,20000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55075,169264,20000,4,2,0,0,1,0,5,1,0,0,3,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147514,1223184,50000,6,3,1,0,0,3,13,0,1,0,9,39,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54842,104918,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55700,2496970,50000,0,0,1,1,0,3,1,0,1,0,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0
147874,130549,20000,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57402,146213,20000,1,3,0,3,0,5,20,3,3,0,10,33,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0
55759,203163,20000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54801,118022,20000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147521,152004,20000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55243,102345,20000,4,16,0,1,11,13,39,4,5,0,56,112,2,2,14,1,0,2,0,5,0,0,0,0,0,13,13,2,1,0
147513,721139,30000,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55052,112144,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56521,12691836,50000,24,78,4,12,8,15,153,5,25,0,67,403,7,18,3,7,20,9,8,6,0,33,0,0,1,63,63,6,8,1
147516,203163,20000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55563,195856,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147502,349706,20000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147510,333200,20000,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147512,887446,30000,2,10,1,1,0,13,42,6,2,0,17,165,3,4,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
55689,435362,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55454,113840,20000,2,2,0,0,0,0,0,0,0,0,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147927,1220946,50000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147507,125543,20000,0,0,0,0,0,1,1,0,0,0,0,4,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55597,225132,20000,0,3,0,0,0,0,5,0,0,0,1,11,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
147925,2823768,50000,1,1,0,0,0,0,4,0,1,0,0,1,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0
147822,102905,20000,1,2,1,2,0,0,0,0,0,0,27,17,12,15,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
54929,103501,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55092,2405665,50000,5,22,2,3,0,7,27,3,2,0,38,149,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
55071,253221,20000,4,6,2,0,3,1,13,0,0,0,2,15,0,3,4,3,5,0,0,1,0,0,0,0,0,1,1,0,0,0
991384,1365000,50000,84,124,14,12,106,70,127,14,25,2,134,299,12,27,22,22,13,2,3,41,0,0,0,0,2,2,2,0,2,2
147501,154326,20000,1,0,0,0,0,0,3,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147511,550564,30000,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147798,1648295,50000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
55224,200516,20000,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57114,440894,20000,1,19,5,3,3,10,49,15,17,0,13,105,5,11,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
55048,116250,20000,0,1,0,0,0,0,16,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991401,800000,30000,19,23,3,1,23,10,28,1,1,0,26,103,2,11,3,2,1,0,1,12,0,0,0,0,0,0,0,0,0,0
147509,1091854,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55726,1486053,50000,0,2,1,0,0,1,4,1,3,0,16,49,1,1,0,0,3,0,0,0,0,0,0,0,0,3,3,1,1,0
54794,125543,20000,0,1,0,0,0,4,1,0,0,0,8,22,1,0,0,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0
57740,2600000,50000,24,80,4,12,7,15,155,5,25,0,64,410,6,16,3,7,20,9,8,6,0,33,0,0,1,69,69,6,8,1
148021,1329672,50000,0,28,1,2,5,1,11,0,2,0,2,48,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0
991359,171109,20000,0,1,0,1,0,0,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147912,826067,30000,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55051,102905,20000,1,0,1,2,0,0,1,0,0,0,29,13,7,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
147503,547621,30000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
54854,26495000,50000,84,122,13,12,105,71,130,14,25,2,133,300,12,28,21,21,13,2,3,41,0,0,0,0,2,2,2,0,2,2
147497,311152,20000,0,0,0,0,0,0,2,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
55149,311152,20000,0,0,0,0,0,0,2,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56879,642381,30000,70,104,13,12,105,45,109,14,24,2,129,305,12,28,20,5,13,2,3,37,0,0,0,0,2,2,2,0,1,2
55245,1220946,50000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55044,213858,20000,5,7,0,3,0,4,6,0,2,1,116,62,7,3,0,0,3,0,2,1,0,0,0,0,0,35,35,0,1,0
55673,205596,20000,38,48,8,6,39,19,55,7,12,1,59,140,6,20,6,3,1,0,2,12,0,0,0,0,0,0,0,0,0,0
55289,252786,20000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55599,204746,20000,0,3,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
55280,158265,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147499,112085,20000,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55307,157145,20000,30,53,1,4,0,25,111,14,14,0,86,378,19,11,0,3,1,4,2,0,1,0,0,0,0,7,7,3,2,0
55395,121965,20000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0
147879,200000,20000,0,3,1,1,0,4,14,3,2,0,7,17,0,1,0,0,2,0,0,2,0,0,0,0,0,1,1,1,0,0
148014,292808,20000,0,1,0,1,3,0,1,0,0,1,0,6,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
55223,128046,20000,1,10,0,3,0,1,18,0,0,0,11,74,0,1,0,0,1,1,1,0,0,0,0,0,0,20,20,2,3,0
