cityId,searchRadius,formations_mIndex
26749,20000,0
26195,20000,1
26128,20000,0
143679,20000,3
26331,20000,6
143651,20000,1
26335,20000,0
26547,20000,0
143629,20000,0
143613,20000,2
26561,20000,0
26460,20000,1
26037,20000,24
143612,20000,1
26788,20000,2
26661,20000,0
26181,20000,0
26609,20000,0
26078,50000,12
25982,50000,5
26208,30000,5
26488,30000,5
143587,20000,0
26903,50000,30
25957,20000,6
26549,20000,0
26482,20000,0
26052,20000,1
26351,20000,1
25981,20000,3
26535,20000,9
26193,20000,0
26562,20000,16
26456,20000,11
26017,20000,1
26581,30000,10
26413,20000,0
26260,20000,1
26545,20000,1
26639,30000,3
26163,20000,1
26284,20000,26
26553,20000,6
26396,20000,0
26093,20000,9
26919,20000,17
26367,20000,5
26170,20000,2
26837,20000,3
26511,20000,0
25990,20000,9
26501,20000,0
26276,30000,13
26700,20000,2
26666,20000,5
26637,20000,0
26598,20000,4
26601,20000,0
26813,20000,2
26821,20000,0
26769,20000,6
25932,20000,3
26122,20000,15
26146,20000,5
26706,30000,6
26467,20000,28
26246,20000,0
26630,20000,16
26850,20000,6
26855,20000,4
25971,50000,23
25942,20000,8
25991,20000,8
26734,20000,132
26464,20000,4
26742,20000,4
26233,20000,0
26882,20000,2
26005,20000,0
26597,50000,195
26397,20000,17
26173,20000,2
26386,20000,56
26840,20000,17
26243,20000,0
26865,20000,14
26362,20000,0
26442,20000,7
26154,20000,0
26127,20000,8
26654,20000,10
26543,50000,68
26805,20000,6
25976,20000,7
26257,20000,0
26064,20000,0
25938,20000,4
26197,20000,2
26314,20000,2
26079,50000,67
26183,20000,4
26092,20000,6
25956,20000,10
26675,20000,0
26400,50000,67
26312,20000,0
26375,20000,4
25954,20000,8
26892,20000,0
25998,20000,2
26825,20000,10
26819,20000,10
26677,20000,4
144096,20000,2
144056,20000,0
26310,20000,20
26765,30000,6
26773,20000,2
26879,20000,4
26201,20000,0
26669,20000,0
26647,20000,7
26884,20000,0
26607,20000,2
26629,20000,4
26576,30000,30
31871,20000,344
28196,20000,3
33614,20000,31
33276,20000,14
33155,20000,64
28864,20000,10
28072,20000,24
144245,20000,27
33571,20000,67
28094,20000,12
33423,20000,433
30331,20000,517
33405,50000,1369
33874,20000,621
32721,20000,6
28724,20000,10
33789,20000,69
28695,20000,206
28554,20000,28
32757,20000,57
33737,20000,65
33755,20000,69
32504,20000,57
33580,20000,384
28534,20000,3
33900,20000,4
30598,20000,270
28251,20000,1
33472,20000,403
28393,20000,20
33375,20000,53
32062,20000,30
29502,20000,191
31353,20000,70
31816,20000,25
31003,20000,368
27978,20000,211
31382,20000,428
33143,20000,420
31926,20000,61
28069,20000,0
28901,20000,68
28133,20000,10
31376,20000,439
27675,20000,214
27816,20000,75
33763,20000,67
31092,20000,66
31341,20000,0
31146,20000,144
31773,20000,42
30988,50000,290
27788,20000,70
31793,20000,297
32996,20000,64
31271,20000,63
144274,50000,346
27072,30000,30
31902,20000,33
33430,20000,449
30393,20000,26
30228,20000,165
27458,20000,133
30385,20000,342
30739,20000,19
30579,20000,71
33660,20000,65
30474,20000,168
29988,20000,643
30614,20000,28
33746,20000,61
33198,20000,59
27214,30000,12
30895,20000,447
33587,20000,408
30689,20000,468
27124,20000,214
30215,20000,53
33258,20000,397
33114,20000,465
33643,20000,453
27897,30000,7
29839,20000,50
27453,20000,156
29120,20000,757
29217,20000,55
29622,20000,38
27872,20000,2
33462,20000,68
27059,30000,22
29734,20000,19
29665,20000,189
29101,20000,75
29737,30000,13
34730,20000,41
34314,30000,137
34439,20000,42
33951,20000,13
34122,20000,10
34408,20000,2
34415,20000,38
34811,20000,48
34611,20000,67
43884,20000,12
43396,20000,6
42919,20000,0
43359,20000,72
43104,20000,3
42476,20000,48
42572,20000,0
42752,20000,7
42033,20000,4
41985,20000,0
43482,20000,0
41064,20000,133
41309,20000,12
40028,20000,100
43875,20000,7
39166,20000,0
39032,20000,0
39608,20000,2
39597,20000,0
38517,30000,28
38211,30000,203
38791,20000,5
38439,20000,2
38441,20000,11
38238,20000,30
38318,20000,2
38223,20000,0
38868,20000,72
37145,20000,0
37190,20000,0
144571,50000,25
37345,20000,10
37890,20000,2
37799,20000,0
36434,20000,0
36249,20000,9
36052,20000,43
35156,20000,0
35756,20000,59
34933,20000,0
35558,20000,0
34465,20000,24
47394,20000,15
47001,20000,19
47251,20000,22
144884,20000,0
46501,20000,27
46786,20000,22
46343,50000,195
46681,20000,76
46772,20000,2
46597,20000,88
144830,20000,22
144789,20000,129
46150,20000,57
144788,20000,57
46395,30000,104
46676,30000,27
46164,20000,64
46368,20000,2
46430,20000,10
46441,20000,40
46341,20000,8
46721,20000,73
46045,20000,5
46166,20000,0
46756,20000,5
46042,20000,4
46171,20000,26
46152,20000,18
46547,20000,4
144827,20000,0
144841,20000,86
46843,20000,74
46034,20000,13
46835,30000,197
46012,20000,43
46037,20000,12
144758,20000,31
45684,20000,37
45406,30000,176
45674,20000,108
45339,20000,11
44966,20000,25
45144,20000,0
45388,20000,36
45374,20000,0
44954,20000,2
45289,20000,26
45024,30000,19
44983,20000,17
45113,30000,55
45633,50000,193
45873,20000,10
45128,20000,16
144802,30000,74
45521,20000,16
144840,20000,29
47784,20000,88
44613,20000,10
144807,20000,0
144783,20000,25
44158,20000,54
628072,20000,39
44555,20000,0
44078,20000,2
44875,30000,14
44221,20000,93
44385,20000,17
144868,20000,0
144831,20000,9
144869,20000,30
144795,20000,5
44437,20000,2
44512,20000,10
44657,20000,106
144808,20000,7
44616,20000,0
43947,20000,11
44086,20000,13
44282,30000,137
44857,20000,24
144836,20000,2
144813,20000,10
44309,20000,8
44160,20000,33
144865,20000,43
628036,20000,25
44042,20000,31
44539,20000,50
44761,20000,13
43028,20000,46
43206,20000,4
43685,20000,36
43344,20000,14
47699,20000,23
144879,20000,42
144812,20000,16
42915,20000,6
43866,20000,52
