cityId,searchRadius,population,mCountLevel0,mCountLevel1,mCountLevel2,mCountLevel3,mCountLevel7,rCountLevel0,rCountLevel1,rCountLevel2,rCountLevel3,rCountLevel7
6103,20000,142361,0,0,0,0,0,0,0,0,0,0
6776,20000,223622,0,0,0,0,0,0,0,0,0,0
133500,20000,186781,0,0,0,0,0,0,0,0,0,0
6282,20000,159406,0,0,0,0,0,0,0,0,0,0
6836,20000,186781,0,0,0,0,0,0,0,0,0,0
6752,20000,192464,0,0,0,0,0,0,0,0,0,0
133465,30000,700133,0,0,0,0,0,0,0,0,0,0
133505,20000,343122,0,0,0,0,0,0,0,0,0,0
6846,30000,700133,0,0,0,0,0,0,0,0,0,0
6190,20000,199422,0,0,0,0,0,0,0,0,0,0
133487,20000,128918,0,0,0,0,0,0,0,0,0,0
133492,20000,107419,0,0,0,0,0,0,0,0,0,0
6827,20000,378701,0,0,0,0,0,0,0,0,0,0
6199,20000,102420,0,0,0,0,0,0,0,0,0,0
133524,20000,127481,1,0,0,0,0,0,0,0,0,0
6095,20000,130000,0,0,0,0,0,0,0,0,0,0
133472,20000,479837,0,0,0,0,0,0,0,0,0,0
6693,20000,128918,0,0,0,0,0,0,0,0,0,0
133466,20000,180144,1,0,0,0,0,0,0,0,0,0
6606,20000,337579,0,0,0,0,0,0,0,0,0,0
6133,20000,180144,1,0,0,0,0,0,0,0,0,0
7296,20000,114999,1,1,1,0,0,0,0,0,0,0
7584,30000,523248,0,4,1,0,0,0,0,0,0,0
6971,20000,118053,0,0,0,0,0,0,0,0,0,0
7918,50000,1019022,1,9,2,1,0,0,0,0,0,0
7213,20000,203744,21,7,0,0,1,0,0,0,0,0
7479,20000,262219,0,0,0,1,0,0,0,0,0,0
6766,20000,100291,0,7,1,0,0,0,0,0,0,0
6407,20000,197885,0,2,0,0,0,1,1,0,0,0
6470,20000,110939,2,0,0,0,0,0,0,0,0,0
7148,20000,206371,0,1,1,0,0,0,0,0,0,0
6989,20000,118675,0,0,0,0,0,0,0,0,0,0
7915,20000,340494,6,7,0,0,0,0,0,0,0,0
7466,20000,156238,0,0,1,0,0,0,0,0,0,0
7448,50000,1286383,14,216,20,13,0,0,0,3,0,0
7088,20000,143431,67,85,0,0,0,0,0,0,0,0
6959,30000,510344,7,16,0,0,0,0,0,0,0,0
7322,20000,121566,6,0,1,0,0,0,0,0,0,0
7342,20000,157474,0,0,0,0,0,0,0,0,0,0
7686,30000,632013,61,32,13,0,0,0,0,0,0,0
7555,30000,812799,9,23,13,8,0,0,0,0,0,0
7039,20000,112837,0,0,0,0,0,0,0,0,0,0
7538,20000,264683,18,22,1,0,0,0,0,0,0,0
7726,20000,189652,5,5,20,2,1,0,0,0,0,0
7698,20000,137182,45,25,14,0,0,0,0,0,0,0
7558,20000,172466,37,28,0,0,0,0,0,0,0,0
7032,50000,1441406,0,0,0,0,0,0,0,0,0,0
7666,20000,300000,3,2,7,0,0,0,0,0,0,0
7066,20000,179528,1,0,0,0,0,0,0,0,0,0
7476,20000,101454,0,0,0,0,0,0,0,0,0,0
8893,20000,151934,0,0,0,0,0,0,0,0,0,0
134362,20000,154495,0,0,0,0,0,0,0,0,0,0
9794,20000,103204,0,6,0,0,0,0,0,0,0,0
8151,20000,109938,0,0,0,0,0,0,0,0,0,0
138592,20000,195718,2,3,1,1,0,1,1,0,0,0
134357,20000,229322,0,0,0,0,0,0,0,0,0,0
135033,30000,510834,0,0,0,0,0,0,0,0,0,0
9388,20000,188276,52,9,0,0,0,0,0,0,0,0
9034,20000,366491,0,0,0,0,0,0,0,0,0,0
9377,30000,510770,0,0,0,0,0,0,0,0,0,0
137645,20000,120919,0,0,0,0,0,0,0,0,0,0
136088,30000,632744,0,0,0,0,0,0,0,0,0,0
9393,20000,116871,0,0,0,0,0,0,0,0,0,0
134985,20000,150520,0,0,0,0,0,0,0,0,0,0
134283,20000,234185,0,0,0,0,0,0,0,0,0,0
9857,20000,104150,0,0,0,0,0,0,0,0,0,0
9537,20000,226508,8,10,0,0,0,0,0,0,0,0
9050,20000,128895,0,0,0,0,0,0,0,0,0,0
9485,20000,112008,2,0,0,0,0,0,0,0,0,0
9761,20000,119123,0,0,0,0,0,0,0,0,0,0
9480,20000,103287,0,2,0,0,0,0,0,0,0,0
137931,20000,192757,0,0,0,0,0,0,0,0,0,0
9906,20000,105896,0,0,0,0,0,0,0,0,0,0
9899,20000,101597,0,0,0,0,0,0,0,0,0,0
138392,20000,137187,1,2,1,0,0,0,0,0,0,0
134397,20000,104047,0,0,0,0,0,0,0,0,0,0
8466,20000,100014,0,0,0,0,0,0,0,0,0,0
9773,20000,116794,0,0,0,0,0,0,0,0,0,0
9913,20000,124557,19,10,0,0,0,0,0,0,0,0
136663,20000,126325,0,0,0,0,0,0,0,0,0,0
134658,20000,118537,0,0,0,0,0,0,0,0,0,0
8965,20000,119214,0,0,0,0,0,0,0,0,0,0
9459,20000,179915,29,1,0,0,0,0,0,0,0,0
9920,20000,153918,0,0,0,0,0,0,0,0,0,0
9685,20000,119243,0,0,0,0,0,0,0,0,0,0
9311,20000,262275,4,5,0,1,0,0,0,0,0,0
8971,20000,366992,0,0,0,0,0,0,0,0,0,0
9205,20000,469332,108,55,67,0,0,0,0,0,0,0
9672,50000,2513451,2,13,2,0,1,0,0,0,0,0
8542,50000,1407737,0,0,0,0,0,0,0,0,0,0
134992,20000,107341,1,1,0,0,0,0,0,0,0,0
9396,20000,384000,1,1,0,0,0,0,0,0,0,0
9173,20000,118352,0,0,0,0,0,0,0,0,0,0
9499,20000,309214,8,14,1,0,0,0,0,0,0,0
9043,20000,326419,0,0,0,0,0,0,0,0,0,0
9346,20000,139483,0,2,0,0,0,0,0,0,0,0
134273,20000,122881,0,0,0,0,0,0,0,0,0,0
9011,20000,160665,0,0,0,0,0,0,0,0,0,0
9784,50000,2789761,3,1,1,0,0,0,0,0,0,0
9909,20000,131703,6,12,0,0,0,0,0,0,0,0
8228,20000,143105,5,0,0,0,0,0,0,0,0,0
8996,20000,186227,44,3,0,0,0,0,0,0,0,0
136165,20000,185025,5,0,0,0,0,0,0,0,0,0
9438,20000,121084,2,10,2,1,0,3,3,0,0,0
9472,20000,189889,6,12,1,0,0,0,0,0,0,0
135709,20000,155054,0,0,0,0,0,0,0,0,0,0
9513,20000,286919,9,1,0,0,0,0,0,0,0,0
138424,20000,124557,15,14,0,0,0,0,0,0,0,0
134510,20000,132515,0,0,0,0,0,0,0,0,0,0
8321,20000,405072,12,0,0,0,0,0,0,0,0,0
9717,50000,1164098,3,1,1,0,0,0,0,0,0,0
9783,30000,874210,0,1,0,0,0,0,0,0,0,0
9610,20000,112377,0,1,0,0,0,0,0,0,0,0
9088,20000,387417,0,1,0,0,0,0,0,0,0,0
9083,20000,328291,2,6,1,0,0,2,2,0,0,0
9775,20000,113317,21,4,0,0,0,0,0,0,0,0
137536,20000,392294,3,0,0,1,0,0,0,0,0,0
136573,20000,348738,6,24,1,1,0,0,0,0,0,0
135412,20000,347088,2,1,0,0,0,0,0,0,0,0
9710,20000,257172,0,0,0,0,0,0,0,0,0,0
134267,20000,192571,0,0,0,0,0,0,0,0,0,0
9916,20000,119480,0,0,0,0,0,0,0,0,0,0
8765,20000,275019,0,9,1,0,0,0,0,0,0,0
8660,20000,155129,0,0,0,0,0,0,0,0,0,0
9113,20000,435564,2,2,0,0,0,0,0,0,0,0
9461,20000,183530,0,1,0,0,0,0,0,0,0,0
8840,20000,118038,0,0,0,0,0,0,0,0,0,0
9126,20000,101190,0,0,0,0,0,0,0,0,0,0
137839,20000,213027,0,2,0,0,0,0,0,0,0,0
9153,20000,116512,0,0,0,0,0,0,0,0,0,0
9597,30000,648766,2,8,1,0,0,0,0,0,0,0
9825,20000,103694,0,0,0,0,0,0,0,0,0,0
9748,20000,109294,1,0,0,0,0,0,0,0,0,0
9241,20000,229548,3,1,0,0,0,0,0,0,0,0
134265,20000,121462,1,0,0,0,0,0,0,0,0,0
8983,20000,211369,0,2,0,0,0,0,0,0,0,0
9865,20000,127006,17,35,0,1,0,0,0,0,1,0
138574,30000,585367,0,3,0,0,0,0,0,0,0,0
9706,50000,1879355,25,35,2,1,0,0,0,0,0,0
9418,20000,412428,4,2,0,0,0,0,0,0,0,0
9680,20000,213016,0,1,0,0,0,0,0,0,0,0
9312,20000,215486,0,0,0,0,0,0,0,0,0,0
9709,30000,886917,170,143,176,9,1,0,0,1,0,0
9124,20000,261781,0,0,0,0,0,0,0,0,0,0
1192625,20000,261781,0,0,0,0,0,0,0,0,0,0
9313,20000,114275,0,0,0,0,0,0,0,0,0,0
9749,30000,617528,0,0,0,0,0,0,0,0,0,0
137637,20000,184700,1,3,0,0,0,0,0,0,0,0
9096,20000,477798,12,24,1,1,0,0,0,0,0,0
9864,20000,100085,0,0,0,0,0,0,0,0,0,0
8878,50000,2452185,0,26,1,0,0,0,0,0,0,0
9496,20000,293523,0,2,0,0,0,0,0,0,0,0
9111,20000,342112,0,0,0,0,0,0,0,0,0,0
138065,20000,168243,4,4,0,0,0,0,0,0,0,0
138080,20000,145755,4,4,0,1,0,0,0,0,0,0
7993,20000,136949,0,0,0,0,0,0,0,0,0,0
9290,50000,1393575,0,0,0,0,0,0,0,0,0,0
9413,20000,278363,0,0,0,0,1,0,0,0,0,0
9614,20000,255660,3,8,0,1,0,3,3,0,0,0
9033,20000,105286,20,10,0,0,0,0,0,0,0,0
9521,20000,167328,0,0,0,0,0,0,0,0,0,0
9467,20000,119073,1,0,0,0,0,0,0,0,0,0
9267,20000,311230,21,32,0,1,0,0,0,0,1,0
9334,50000,1324781,15,21,1,2,0,0,0,0,0,0
9868,20000,101024,1,11,4,2,0,0,0,0,0,0
9852,20000,215819,0,0,0,0,0,0,0,0,0,0
9381,20000,158954,1,0,1,0,0,0,0,0,0,0
8494,20000,102021,6,0,0,0,0,0,0,0,0,0
9207,20000,155499,4,3,0,0,0,0,0,0,0,0
8819,20000,247505,0,0,0,0,0,0,0,0,0,0
9016,20000,231033,0,0,0,0,0,0,0,0,0,0
9618,20000,239468,0,0,0,0,0,0,0,0,0,0
9249,20000,109783,0,0,0,0,0,0,0,0,0,0
9320,20000,218008,9,4,0,0,0,0,0,0,0,0
9199,20000,219680,0,0,0,0,0,0,0,0,0,0
9532,20000,119143,24,9,14,0,0,0,0,0,0,0
9038,20000,183373,17,4,0,0,0,0,0,0,0,0
9707,20000,167236,0,1,0,0,0,0,0,0,0,0
9543,20000,157016,0,0,0,0,0,0,0,0,0,0
9744,20000,223404,4,3,0,0,0,0,0,0,0,0
8720,20000,116065,0,0,0,0,0,0,0,0,0,0
137904,20000,352801,0,1,0,1,0,0,0,0,0,0
9507,20000,113284,0,0,1,0,0,0,0,0,0,0
9352,20000,167095,6,1,0,0,0,0,0,0,0,0
8464,30000,702621,5,0,0,0,1,0,0,0,0,0
136194,30000,644699,5,0,0,0,1,0,0,0,0,0
9641,20000,226539,0,2,0,0,0,0,0,0,0,0
138339,20000,118832,4,3,0,1,0,0,0,0,0,0
9879,20000,143123,4,14,0,0,0,0,0,0,0,0
9379,20000,143283,0,0,0,0,0,0,0,0,0,0
9856,20000,161528,6,0,0,0,0,0,0,0,0,0
9645,20000,131560,0,0,0,0,0,0,0,0,0,0
134718,20000,116587,0,0,0,0,0,0,0,0,0,0
9402,30000,515288,37,20,1,0,0,0,0,0,0,0
8823,30000,801718,5,0,0,0,0,0,0,0,0,0
136167,20000,220253,0,2,0,0,0,0,0,0,0,0
8602,20000,249939,0,0,0,0,0,0,0,0,0,0
9125,20000,470193,0,0,0,0,0,0,0,0,0,0
9136,20000,401896,1,1,0,0,0,0,0,0,0,0
9300,20000,164676,0,7,0,0,0,0,0,0,0,0
9814,20000,191436,5,2,0,0,0,0,0,0,0,0
9085,20000,296440,0,0,0,0,0,0,0,0,0,0
9177,20000,141306,0,0,0,0,0,0,0,0,0,0
9071,30000,548249,0,1,0,0,0,0,0,0,0,0
9065,20000,174531,0,0,0,0,0,0,0,0,0,0
8869,20000,338936,0,0,0,0,0,0,0,0,0,0
9604,20000,234628,0,1,0,0,0,0,0,0,0,0
8242,50000,1029129,12,0,0,0,0,0,0,0,0,0
137109,20000,227322,20,76,9,0,0,0,0,0,0,0
135159,50000,2182763,0,0,0,0,0,0,0,0,0,0
8912,20000,266932,0,0,0,0,0,0,0,0,0,0
8256,20000,209057,0,3,1,0,0,0,0,0,0,0
134225,20000,113561,0,10,1,0,0,0,0,0,0,0
137276,20000,127519,32,17,0,0,0,0,0,0,0,0
9039,20000,403063,0,0,0,0,0,0,0,0,0,0
135130,20000,125435,0,0,0,0,0,0,0,0,0,0
9465,20000,232006,0,0,0,0,0,0,0,0,0,0
137505,20000,453286,4,6,0,0,0,0,0,0,0,0
135395,20000,168403,124,67,97,0,0,0,0,0,0,0
8153,20000,147233,0,0,0,0,0,0,0,0,0,0
138059,20000,424633,0,4,0,1,0,0,0,0,0,0
137103,20000,361971,0,0,0,0,0,0,0,0,0,0
8595,20000,259815,0,1,0,0,0,0,0,0,0,0
8879,20000,100765,0,1,0,0,0,0,0,0,0,0
135514,30000,877662,0,0,0,0,0,0,0,0,0,0
137823,20000,157483,153,87,137,0,0,0,0,0,0,0
138066,20000,496696,64,100,54,9,7,0,0,1,0,0
8677,20000,177344,0,0,0,0,0,0,0,0,0,0
8489,20000,182082,154,47,1,1,0,0,0,0,0,0
8140,50000,1002118,202,116,181,1,0,0,0,1,0,0
8258,20000,253841,2,7,0,0,0,1,1,0,0,0
8362,20000,389494,1,0,0,0,0,0,0,0,0,0
8638,30000,694844,6,7,0,1,0,0,0,0,0,0
8078,20000,110282,0,0,0,0,0,0,0,0,0,0
8485,20000,137334,31,22,1,3,0,0,0,0,0,0
9557,20000,272726,0,0,0,0,0,0,0,0,0,0
8374,20000,141013,24,4,0,0,0,0,0,0,0,0
134497,20000,196259,0,0,0,0,0,0,0,0,0,0
8402,20000,111575,0,0,0,0,0,0,0,0,0,0
135633,20000,202456,0,0,0,0,0,0,0,0,0,0
134419,20000,145729,0,0,0,0,0,0,0,0,0,0
8585,20000,184826,0,0,0,0,0,0,0,0,0,0
8384,20000,106290,0,0,0,0,0,0,0,0,0,0
8322,20000,106314,0,3,1,0,0,0,0,0,0,0
8375,20000,150833,0,0,0,0,0,0,0,0,0,0
8872,20000,300466,2,0,0,0,0,0,0,0,0,0
139581,20000,119214,3,0,0,0,0,0,0,0,0,0
134935,20000,105121,0,0,0,0,0,0,0,0,0,0
8904,20000,328275,0,0,0,0,0,0,0,0,0,0
7734,20000,337683,2,2,0,0,0,0,0,0,0,0
137809,20000,298142,51,126,2,1,1,0,0,0,0,0
8139,20000,160614,7,4,0,0,0,0,0,0,0,0
9463,20000,117008,0,0,0,0,0,0,0,0,0,0
139646,20000,391449,5,1,4,0,0,0,0,0,0,0
9882,20000,189412,0,0,0,0,0,0,0,0,0,0
8241,20000,311611,0,0,0,0,0,0,0,0,0,0
8846,50000,1484941,15,39,6,3,0,3,3,0,0,0
8054,20000,145431,3,0,0,0,0,0,0,0,0,0
135205,20000,428527,0,0,0,0,0,0,0,0,0,0
8666,20000,130615,371,8,0,0,0,0,0,0,0,0
138338,20000,113793,0,3,0,1,0,0,0,0,0,0
137163,20000,152496,2,0,0,0,0,0,0,0,0,0
7969,20000,299261,17,35,0,1,0,0,0,0,1,0
8452,20000,222192,0,0,0,0,0,0,0,0,0,0
8427,20000,143632,55,21,26,0,0,0,0,0,0,0
7823,50000,1555039,11,1,0,0,1,0,0,0,0,0
8398,20000,125214,86,7,0,0,0,0,0,0,0,0
137964,20000,120396,10,10,0,0,0,0,0,0,0,0
8173,30000,666323,0,0,0,0,0,0,0,0,0,0
8780,20000,406802,0,2,0,0,0,0,0,0,0,0
9217,20000,383443,0,0,0,0,0,0,0,0,0,0
8476,20000,199961,0,0,0,0,0,0,0,0,0,0
134302,20000,197253,0,0,0,0,0,0,0,0,0,0
139726,20000,176502,0,0,0,0,0,0,0,0,0,0
8219,20000,141117,0,0,0,0,0,0,0,0,0,0
137508,50000,6520266,140,147,190,15,7,0,0,1,0,0
8876,20000,228857,3,0,0,0,0,0,0,0,0,0
136709,20000,126269,1,4,1,0,0,0,0,0,0,0
8640,20000,114171,3,1,0,0,0,0,0,0,0,0
8353,50000,2921087,112,17,0,0,0,0,0,0,0,0
8936,20000,190139,0,0,0,0,0,0,0,0,0,0
8514,20000,118374,0,0,0,0,0,0,0,0,0,0
8111,20000,243503,1,1,0,0,0,0,0,0,0,0
8772,20000,261031,0,14,0,0,0,0,0,0,0,0
134766,20000,134940,4,0,0,0,0,0,0,0,0,0
8483,20000,126574,4,5,0,1,0,0,0,0,0,0
7401,20000,189047,0,0,0,0,0,0,0,0,0,0
138067,30000,710210,17,16,0,0,0,0,0,0,0,0
8516,20000,101548,0,0,0,0,0,0,0,0,0,0
1576201,20000,433966,22,38,0,1,0,0,0,0,1,0
8395,20000,130937,2,7,0,1,0,3,3,0,0,0
139092,20000,130957,2,7,0,1,0,3,3,0,0,0
137401,20000,485376,0,13,0,1,0,0,0,0,0,0
8032,20000,214152,0,0,0,0,0,0,0,0,0,0
8946,20000,133202,38,5,0,0,0,0,0,0,0,0
9116,20000,132934,0,0,0,0,0,0,0,0,0,0
134194,20000,188271,0,0,0,0,0,0,0,0,0,0
8458,30000,644919,8,0,2,0,0,0,0,0,0,0
