cityId,searchRadius,population,hCountLevel0,hCountLevel1,hCountLevel2,hCountLevel3,hCountLevel7,cCountLevel0,cCountLevel1,cCountLevel2,cCountLevel3,cCountLevel7,rCountLevel0,rCountLevel1,rCountLevel2,rCountLevel3,rCountLevel7,aCountLevel0,aCountLevel1,aCountLevel2,aCountLevel3,aCountLevel7,iCountLevel0,iCountLevel1,iCountLevel2,iCountLevel3,iCountLevel7,nCountLevel0,nCountLevel1,nCountLevel2,nCountLevel3,nCountLevel7
56240,20000,161260,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147585,20000,184447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56031,20000,140604,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55830,20000,100575,1,0,2,0,2,1,8,0,0,0,1,16,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55778,50000,1262255,21,76,4,11,7,14,145,5,18,0,61,419,7,9,2,3,15,10,7,6,0,33,0,0,1,64,64,6,8,1
147784,20000,164384,0,0,0,0,0,0,0,0,0,0,8,11,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
56319,20000,164384,1,0,0,0,0,0,6,0,0,0,43,71,1,17,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
56027,50000,2823249,0,0,0,0,0,1,3,2,2,0,11,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147571,20000,225049,1,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
55962,30000,505241,82,121,13,12,105,64,113,14,24,2,135,299,11,28,21,21,13,2,3,36,0,0,0,0,2,2,2,0,0,2
147569,20000,289821,0,1,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56689,20000,103138,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147810,50000,3071029,0,0,0,0,1,1,0,0,0,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
147921,20000,195856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147559,20000,196283,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55662,20000,182841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55372,20000,117137,2,5,0,0,1,0,5,0,0,0,2,24,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
54948,20000,219665,4,2,0,0,1,0,5,1,0,0,3,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55317,20000,128346,6,19,5,0,4,8,43,10,13,0,11,88,2,13,4,3,5,0,1,9,0,0,0,0,0,2,2,0,1,0
55342,20000,105909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55114,20000,131749,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147545,20000,126441,0,1,0,0,0,0,2,0,0,0,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0
147544,30000,516142,0,14,0,1,0,1,15,0,1,0,7,94,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55057,30000,516142,0,14,0,1,0,1,15,0,1,0,7,94,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
56557,50000,4631392,7,33,7,3,8,26,91,16,22,0,23,184,6,19,8,3,5,0,2,9,0,0,0,0,0,2,2,0,1,0
54364,20000,397419,5,9,3,1,1,2,14,0,7,0,29,90,3,4,0,1,0,0,3,1,0,0,0,0,0,5,5,0,1,2
55225,20000,126441,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0
147749,20000,419146,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147552,50000,1001694,1,3,2,2,0,3,2,1,0,0,2,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
147555,20000,439922,1,3,0,0,0,3,4,0,0,0,18,37,3,2,0,0,0,0,0,0,0,0,0,0,0,5,5,2,3,0
147547,20000,192827,0,0,0,0,0,1,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55760,20000,153062,0,1,0,0,0,4,1,0,0,0,8,22,2,0,0,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0
57105,20000,187942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55767,20000,313809,0,4,0,1,0,0,7,0,1,0,1,38,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55437,20000,139264,0,0,0,0,0,0,0,0,0,0,38,39,14,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
147553,20000,460184,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147551,30000,964655,0,0,1,0,1,1,2,1,2,0,5,2,3,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
147803,50000,3564544,7,4,1,0,0,2,2,0,0,0,2,12,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55777,20000,384182,1,0,0,0,0,0,1,0,0,0,3,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
55900,20000,332965,5,30,5,3,4,19,64,13,20,0,11,122,4,16,4,3,5,0,2,8,0,0,0,0,0,2,2,0,1,0
55874,20000,136954,1,0,2,0,2,1,9,0,0,0,2,12,0,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
147565,50000,2823249,0,0,0,0,0,1,3,2,2,0,9,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56490,20000,106714,0,1,0,0,0,0,1,0,0,0,13,29,0,3,0,0,2,0,0,0,0,0,0,0,0,9,9,0,0,0
54947,20000,341709,42,90,4,7,1,8,163,5,15,0,103,379,5,10,1,0,3,2,4,0,0,0,0,1,0,1,1,0,3,0
54889,20000,140223,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56930,20000,261987,43,85,4,7,1,7,126,4,15,0,89,350,8,10,1,0,3,2,4,0,0,0,0,1,0,1,1,0,3,0
147542,20000,126475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147773,20000,348967,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147955,20000,117894,0,3,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
147754,20000,461790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54843,20000,164810,28,42,7,7,35,21,56,7,12,1,56,136,6,23,5,2,4,2,2,10,0,0,0,0,0,1,1,0,0,0
54910,50000,3382000,9,11,0,2,0,48,18,2,3,0,16,23,1,3,0,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0
147535,50000,1545368,14,20,0,1,3,0,38,0,0,0,30,259,2,1,0,2,1,2,0,4,0,0,0,0,0,0,0,0,0,0
54887,50000,1545368,13,14,0,1,3,0,39,0,0,0,27,230,1,1,0,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0
55618,20000,192827,0,1,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55367,20000,180180,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
55468,20000,196127,5,22,5,0,4,13,37,10,13,0,9,74,2,13,4,3,5,0,1,8,0,0,0,0,0,2,2,0,1,0
147541,50000,1561129,3,6,0,0,0,6,20,1,1,0,35,62,6,16,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0
147526,20000,190400,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147527,30000,922088,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
147531,20000,184991,0,4,1,0,1,0,9,0,0,0,0,41,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57555,20000,150000,44,91,4,7,1,9,156,5,16,0,96,385,6,10,1,0,3,2,4,0,0,0,0,1,0,1,1,0,3,0
147532,20000,141667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55674,20000,134845,0,1,0,0,0,1,7,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
55328,30000,623841,2,8,0,0,0,7,15,0,0,0,18,112,6,10,2,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0
147515,20000,330511,2,0,0,0,0,2,0,1,0,0,47,34,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147813,20000,246050,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55075,20000,169264,4,2,0,0,1,0,5,1,0,0,3,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147514,50000,1223184,6,3,1,0,0,3,13,0,1,0,9,39,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54842,20000,104918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55700,50000,2496970,0,0,1,1,0,3,1,0,1,0,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0
147874,20000,130549,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57402,20000,146213,1,3,0,3,0,5,20,3,3,0,10,33,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0
55759,20000,203163,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54801,20000,118022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147521,20000,152004,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55243,20000,102345,4,16,0,1,11,13,39,4,5,0,56,112,2,2,14,1,0,2,0,5,0,0,0,0,0,13,13,2,1,0
147513,30000,721139,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55052,20000,112144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56521,50000,12691836,24,78,4,12,8,15,153,5,25,0,67,403,7,18,3,7,20,9,8,6,0,33,0,0,1,63,63,6,8,1
147516,20000,203163,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55563,20000,195856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147502,20000,349706,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147510,20000,333200,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147512,30000,887446,2,10,1,1,0,13,42,6,2,0,17,165,3,4,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
55689,20000,435362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55454,20000,113840,2,2,0,0,0,0,0,0,0,0,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147927,50000,1220946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147507,20000,125543,0,0,0,0,0,1,1,0,0,0,0,4,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55597,20000,225132,0,3,0,0,0,0,5,0,0,0,1,11,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
147925,50000,2823768,1,1,0,0,0,0,4,0,1,0,0,1,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0
147822,20000,102905,1,2,1,2,0,0,0,0,0,0,27,17,12,15,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
54929,20000,103501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55092,50000,2405665,5,22,2,3,0,7,27,3,2,0,38,149,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
55071,20000,253221,4,6,2,0,3,1,13,0,0,0,2,15,0,3,4,3,5,0,0,1,0,0,0,0,0,1,1,0,0,0
991384,50000,1365000,84,124,14,12,106,70,127,14,25,2,134,299,12,27,22,22,13,2,3,41,0,0,0,0,2,2,2,0,2,2
147501,20000,154326,1,0,0,0,0,0,3,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147511,30000,550564,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147798,50000,1648295,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
55224,20000,200516,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57114,20000,440894,1,19,5,3,3,10,49,15,17,0,13,105,5,11,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
55048,20000,116250,0,1,0,0,0,0,16,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991401,30000,800000,19,23,3,1,23,10,28,1,1,0,26,103,2,11,3,2,1,0,1,12,0,0,0,0,0,0,0,0,0,0
147509,50000,1091854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55726,50000,1486053,0,2,1,0,0,1,4,1,3,0,16,49,1,1,0,0,3,0,0,0,0,0,0,0,0,3,3,1,1,0
54794,20000,125543,0,1,0,0,0,4,1,0,0,0,8,22,1,0,0,3,0,0,0,2,0,0,0,0,0,3,3,0,0,0
57740,50000,2600000,24,80,4,12,7,15,155,5,25,0,64,410,6,16,3,7,20,9,8,6,0,33,0,0,1,69,69,6,8,1
148021,50000,1329672,0,28,1,2,5,1,11,0,2,0,2,48,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0
991359,20000,171109,0,1,0,1,0,0,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147912,30000,826067,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55051,20000,102905,1,0,1,2,0,0,1,0,0,0,29,13,7,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
147503,30000,547621,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
54854,50000,26495000,84,122,13,12,105,71,130,14,25,2,133,300,12,28,21,21,13,2,3,41,0,0,0,0,2,2,2,0,2,2
147497,20000,311152,0,0,0,0,0,0,2,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
55149,20000,311152,0,0,0,0,0,0,2,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56879,30000,642381,70,104,13,12,105,45,109,14,24,2,129,305,12,28,20,5,13,2,3,37,0,0,0,0,2,2,2,0,1,2
55245,50000,1220946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55044,20000,213858,5,7,0,3,0,4,6,0,2,1,116,62,7,3,0,0,3,0,2,1,0,0,0,0,0,35,35,0,1,0
55673,20000,205596,38,48,8,6,39,19,55,7,12,1,59,140,6,20,6,3,1,0,2,12,0,0,0,0,0,0,0,0,0,0
55289,20000,252786,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55599,20000,204746,0,3,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
55280,20000,158265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147499,20000,112085,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55307,20000,157145,30,53,1,4,0,25,111,14,14,0,86,378,19,11,0,3,1,4,2,0,1,0,0,0,0,7,7,3,2,0
55395,20000,121965,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0
147879,20000,200000,0,3,1,1,0,4,14,3,2,0,7,17,0,1,0,0,2,0,0,2,0,0,0,0,0,1,1,1,0,0
148014,20000,292808,0,1,0,1,3,0,1,0,0,1,0,6,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
55223,20000,128046,1,10,0,3,0,1,18,0,0,0,11,74,0,1,0,0,1,1,1,0,0,0,0,0,0,20,20,2,3,0
147483,20000,289629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147797,20000,117863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55734,20000,174306,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147486,20000,406192,1,2,0,2,0,3,5,0,0,0,11,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55465,20000,406192,1,2,0,2,0,3,5,0,0,0,11,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147487,50000,1684222,3,9,0,2,5,3,17,7,6,3,8,48,7,2,4,15,0,0,0,5,0,0,0,0,0,4,4,0,0,2
55476,20000,100146,1,0,0,0,0,0,0,0,0,0,10,5,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55082,50000,1284606,9,28,3,6,0,16,64,5,7,0,34,250,5,7,0,31,7,2,0,0,0,0,0,0,0,6,6,3,11,0
55693,20000,105512,0,1,0,0,2,2,9,0,0,1,23,57,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54776,20000,138872,1,3,0,0,0,5,3,0,0,1,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
55532,20000,112050,2,5,0,0,0,0,8,0,1,1,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
54803,20000,177797,0,0,0,0,0,0,2,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55413,20000,227411,11,27,0,3,3,21,30,1,1,0,52,126,2,6,2,1,0,0,0,0,0,0,0,0,0,32,32,0,0,0
147473,20000,112118,1,0,0,0,0,0,1,1,0,0,11,7,1,4,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0
55198,50000,5945000,9,27,3,6,0,16,64,5,7,0,37,248,5,9,0,31,6,2,1,0,0,0,0,0,0,3,3,4,9,0
55762,20000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147840,20000,201026,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147480,20000,310817,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54475,20000,122533,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55725,20000,129717,0,0,0,0,0,0,3,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55453,20000,123294,1,1,1,0,0,0,2,0,0,0,1,14,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55099,20000,132728,0,4,0,0,1,5,19,0,1,0,38,104,3,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0
54780,20000,229956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55025,20000,378705,5,29,6,3,4,18,57,10,19,0,11,116,4,15,4,3,5,0,2,8,0,0,0,0,0,2,2,0,1,0
54998,20000,292808,0,1,0,1,4,0,1,0,0,1,0,6,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
54846,20000,117863,0,0,1,0,2,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
55481,20000,131008,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147488,20000,131008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57277,20000,225816,43,93,4,7,1,8,165,5,14,0,99,383,5,10,1,0,3,2,4,0,0,0,0,1,0,1,1,0,2,0
54469,20000,186433,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147467,20000,225962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147474,20000,121278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147470,50000,1010087,1,2,0,0,2,1,22,1,1,0,8,80,1,0,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
53978,20000,124168,0,1,0,0,0,0,1,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1
56820,20000,242979,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54423,50000,1073440,1,5,0,0,5,2,14,1,0,0,15,64,2,2,0,0,0,0,0,0,0,0,0,0,0,9,9,2,3,0
54716,20000,273892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54093,30000,536450,0,1,0,0,0,0,0,0,0,0,2,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54128,20000,208461,0,0,0,0,0,2,0,0,0,0,15,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
54014,20000,112079,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53834,20000,124577,6,18,5,0,4,6,39,10,9,0,12,86,2,12,4,3,5,0,1,8,0,0,0,0,0,2,2,0,0,0
54404,20000,135218,1,1,0,0,0,1,3,0,0,0,8,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991525,30000,860000,62,84,11,9,87,33,73,11,22,1,91,234,7,23,15,3,9,2,2,26,0,0,0,0,0,1,1,0,0,0
147461,20000,374292,0,0,0,0,1,0,1,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53908,20000,103894,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54671,30000,684627,1,2,1,0,0,1,4,0,0,0,28,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
147458,30000,684627,1,1,1,0,0,1,1,0,1,0,28,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147479,20000,186433,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53998,20000,225962,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
54403,20000,183612,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147481,20000,150755,1,0,0,0,0,0,2,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54454,20000,150755,1,0,0,0,0,0,2,0,0,0,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53848,20000,341831,5,8,0,0,0,2,11,0,0,0,35,117,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
147464,50000,3804558,0,1,0,0,0,2,2,1,1,0,1,11,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
54656,20000,452261,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54039,20000,296418,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147472,50000,1073440,1,5,0,0,5,2,14,1,0,0,14,65,2,2,0,0,0,0,0,0,0,0,0,0,0,8,8,2,3,0
54751,20000,131261,0,0,0,0,0,1,1,0,0,0,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
53863,20000,156540,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147456,30000,705478,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147463,30000,778396,1,5,0,1,0,0,7,0,0,0,2,36,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0
54521,20000,220813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148023,30000,601214,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54392,20000,326789,0,2,0,1,0,0,3,0,0,0,5,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
147440,20000,283004,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54295,20000,108612,0,2,0,1,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0
54052,20000,213698,42,90,4,4,0,7,149,5,13,0,84,365,6,9,1,0,3,2,4,0,0,0,0,1,0,1,1,0,3,0
147933,20000,479148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54623,20000,101379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147447,20000,101379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
