cityId,searchRadius,population,hCountLevel0,hCountLevel1,hCountLevel2,hCountLevel3,hCountLevel7,cCountLevel0,cCountLevel1,cCountLevel2,cCountLevel3,cCountLevel7,rCountLevel0,rCountLevel1,rCountLevel2,rCountLevel3,rCountLevel7,aCountLevel0,aCountLevel1,aCountLevel2,aCountLevel3,aCountLevel7,iCountLevel0,iCountLevel1,iCountLevel2,iCountLevel3,iCountLevel7,nCountLevel0,nCountLevel1,nCountLevel2,nCountLevel3,nCountLevel7
659,30000,1000000,12,19,0,0,0,144,76,2,2,0,261,53,5,0,0,15,1,4,7,0,0,0,0,0,0,75,75,1,0,0
757530,20000,490035,6,7,2,0,2,32,77,3,1,0,443,53,1,3,0,8,0,0,0,0,0,0,0,0,0,83,83,1,0,0
638,20000,490035,6,8,2,0,1,32,83,3,1,0,438,58,1,3,0,8,0,0,0,0,0,0,0,0,0,81,81,1,0,0
644,30000,631005,11,8,2,2,9,4,10,1,4,0,367,21,0,2,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,1
262,50000,2502715,15,31,4,3,1,125,259,12,14,0,404,84,6,6,0,8,4,37,32,0,0,0,0,0,0,194,194,3,2,1
345009,20000,243341,11,14,0,0,0,73,51,0,0,0,216,47,5,0,0,12,1,2,4,0,0,0,0,0,0,25,25,1,0,0
35,20000,351943,3,5,1,0,1,4,5,0,0,0,176,10,0,0,0,1,2,0,0,0,0,0,0,0,0,30,30,1,0,0
900,50000,1400000,18,32,5,3,2,127,239,12,14,0,433,63,1,3,0,8,3,37,32,0,0,0,0,0,0,252,252,1,2,1
134,20000,108449,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0
140,20000,114883,5,0,2,4,1,0,2,0,0,0,27,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
364,20000,103601,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
504,20000,143379,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,20000,436300,2,2,0,2,1,1,2,3,0,0,11,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,20000,205423,15,17,0,1,0,0,2,0,0,0,26,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
216,50000,3678034,15,23,3,2,0,11,10,4,3,1,156,53,2,5,0,51,8,0,3,0,0,0,0,0,0,62,62,10,0,0
953,20000,491500,6,1,2,4,0,0,2,0,0,0,96,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,20000,160214,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
803,20000,268893,6,1,0,1,0,0,0,0,0,0,22,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
437,20000,201546,0,0,2,0,0,0,0,0,0,0,32,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
756,20000,427600,1,0,0,4,0,8,12,0,0,0,18,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428,20000,113500,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0
686,20000,175599,0,0,1,1,0,0,0,0,0,0,10,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
491,20000,122034,6,12,2,4,3,6,3,1,2,1,2,9,1,2,2,0,6,0,1,11,0,0,0,0,0,9,9,1,2,0
709,20000,100903,9,7,0,1,6,1,1,0,1,0,11,2,0,2,5,9,6,1,1,38,0,0,0,0,0,119,119,0,0,0
25,20000,112276,41,37,5,5,4,18,20,3,3,2,23,43,2,6,2,250,119,5,1,96,0,0,0,0,0,374,374,1,3,0
839,20000,418495,21,63,3,8,11,47,37,5,16,5,9,25,2,6,7,14,13,2,3,128,0,0,0,0,0,344,344,0,3,0
238,20000,130827,14,6,2,1,5,2,2,0,1,0,1,11,2,0,2,16,1,0,0,32,0,0,0,0,0,265,265,0,2,0
392,20000,148381,35,41,1,5,3,12,11,1,4,6,10,17,0,3,4,79,4,0,0,1,0,0,0,0,0,2,2,0,0,0
30,20000,101098,12,3,2,0,0,2,5,0,4,2,4,7,0,1,2,4,0,0,0,1,0,0,0,0,0,9,9,5,1,0
188,50000,1075800,268,107,11,47,52,73,68,39,92,38,57,75,2,21,50,94,38,2,8,31,0,0,0,0,1,59,59,27,24,1
132180,20000,500000,0,1,0,0,0,4,3,0,0,1,9,45,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0
1845,30000,513000,1,3,0,0,2,0,4,0,0,1,6,13,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
1982,20000,377931,0,3,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
997,20000,159908,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,20000,167625,1,1,0,0,1,2,2,0,0,0,4,7,0,0,0,6,0,0,1,2,0,0,0,0,0,15,15,0,0,0
1732,20000,114000,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,30000,665564,0,3,0,0,0,0,2,0,0,0,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1172,20000,324050,1,1,0,0,1,2,2,0,0,0,4,6,0,0,0,6,0,0,1,2,0,0,0,0,0,16,16,0,0,0
1040,50000,2776168,6,16,3,1,3,21,28,0,2,8,30,130,1,0,4,1,5,0,0,5,0,0,0,0,0,16,16,0,0,0
1151,20000,318000,1,4,0,0,0,1,4,0,0,0,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132023,20000,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,20000,456000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,20000,220000,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,20000,281000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,20000,162000,4,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,20000,383100,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,20000,200000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,20000,301572,2,32,0,0,0,7,19,4,0,2,11,41,0,0,0,0,1,0,0,11,0,0,0,0,2,0,0,0,0,0
2545,20000,152198,17,145,51,269,6,47,269,57,88,22,69,383,10,29,4,8,19,5,23,167,0,0,0,0,1,12,12,0,1,5
1783,20000,138942,18,132,52,279,4,75,264,57,85,7,58,391,12,29,5,9,20,5,23,168,0,0,0,0,1,19,19,0,2,5
1610,20000,167498,5,29,0,0,0,20,28,2,1,0,24,179,2,0,0,1,1,0,0,3,0,0,0,0,0,5,5,0,0,0
1892,20000,101123,1,13,1,3,0,27,34,8,7,2,8,67,1,2,1,0,5,2,2,10,0,0,0,0,0,3,3,0,0,0
1960,50000,13076300,18,146,54,265,6,50,253,68,87,22,69,383,10,29,4,11,28,5,23,188,0,0,0,0,1,40,40,0,2,5
1680,20000,217593,8,13,0,1,0,0,7,0,1,2,5,13,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,5,0
1170,20000,149450,6,16,0,0,0,62,39,0,2,2,16,38,1,0,1,1,5,0,0,0,0,0,0,0,0,4,4,0,0,0
1932,20000,352646,9,28,1,3,1,90,119,6,1,2,42,276,0,4,2,0,0,0,1,8,0,0,0,0,1,20,20,0,1,0
1474,50000,1428214,14,86,4,0,3,37,97,6,6,7,21,147,2,2,7,2,5,0,0,14,0,0,0,0,0,5,5,3,1,0
132626,20000,116511,4,46,1,0,0,26,24,3,2,1,33,113,0,0,2,3,2,0,0,3,1,0,0,0,0,0,0,1,0,0
132523,20000,182977,4,23,0,1,0,35,81,3,3,2,12,106,0,0,1,0,7,0,0,6,0,0,0,0,1,0,0,1,0,0
132534,20000,283803,3,16,0,1,0,28,71,1,3,2,10,95,0,0,1,0,7,0,0,5,0,0,0,0,1,0,0,0,0,0
132500,20000,182962,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0
132484,20000,104470,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0
132482,20000,153600,3,4,0,0,0,1,5,0,0,0,1,9,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
132389,20000,108448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,20000,146704,9,44,2,0,0,30,40,4,0,2,53,258,2,3,1,1,2,0,0,9,0,0,0,0,0,1,1,0,0,0
1908,20000,222226,3,6,0,0,1,5,7,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
1515,20000,191299,4,23,0,1,0,35,81,3,3,2,12,108,0,0,1,0,7,0,0,5,0,0,0,0,1,0,0,1,0,0
1022,20000,109461,3,7,0,0,0,3,7,0,0,2,11,15,0,1,0,4,0,0,0,0,0,0,0,0,0,7,7,0,0,0
1531,20000,135275,24,91,3,11,3,24,91,10,13,1,51,315,0,3,0,1,5,0,0,14,0,0,0,0,0,1,1,0,0,0
1491876,20000,230208,23,70,1,1,0,13,42,1,1,1,29,171,0,0,0,0,1,0,0,4,0,0,0,0,0,3,3,0,0,0
1119,20000,160219,4,29,2,0,1,10,30,2,0,2,31,139,1,3,1,1,1,0,0,9,0,0,0,0,0,1,1,0,0,0
1964,20000,106441,3,13,0,0,0,6,5,0,0,0,1,25,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
1244,30000,694167,1,19,1,3,0,27,43,9,7,2,15,83,1,2,1,1,5,2,2,10,0,0,0,0,0,3,3,0,0,0
1451,20000,180995,0,10,0,0,0,0,10,0,0,1,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,20000,459263,18,174,49,244,8,46,269,72,69,18,72,383,9,28,4,8,21,4,23,164,0,0,0,0,1,3,3,0,0,5
1073,20000,203507,3,18,0,1,0,29,77,3,3,2,11,101,0,0,1,0,7,0,0,5,0,0,0,0,1,0,0,1,0,0
1718,20000,111897,15,94,7,14,6,51,227,59,43,5,71,412,4,9,3,2,8,0,2,58,0,0,0,0,0,0,0,0,0,3
1466,30000,860000,5,29,1,0,0,5,32,0,4,1,4,24,0,1,2,1,1,1,0,3,0,0,0,0,0,57,57,1,0,0
1144,30000,876884,4,24,0,1,0,35,81,3,3,2,12,113,0,0,2,0,7,0,0,6,0,0,0,0,1,0,0,1,0,0
1619,20000,244168,21,74,1,3,1,9,55,1,2,1,33,199,0,1,0,1,5,0,0,4,0,0,0,0,0,1,1,0,0,0
1598,20000,319934,33,109,5,14,4,42,169,32,23,1,67,418,3,5,1,2,5,1,1,27,0,0,0,0,0,1,1,0,0,1
1963,20000,242092,2,39,0,0,0,5,41,2,0,2,7,35,1,1,0,0,1,0,1,0,0,0,0,0,1,3,3,0,0,0
1400,20000,262295,5,7,0,0,0,6,9,0,0,1,2,16,1,0,2,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0
132315,30000,555731,17,103,7,12,3,44,182,49,32,5,77,413,3,6,1,2,6,0,3,46,0,0,0,0,0,6,6,0,0,3
132320,20000,340985,17,161,52,254,6,47,261,60,87,24,70,383,11,27,4,8,20,4,23,162,0,0,0,0,1,6,6,0,0,5
132651,20000,301572,2,31,0,0,0,7,18,3,0,2,11,41,0,0,0,0,1,0,0,11,0,0,0,0,2,0,0,0,0,0
132330,20000,320224,4,23,0,0,0,24,30,4,1,0,16,114,2,0,0,1,2,0,0,1,0,0,0,0,0,5,5,0,0,0
132294,20000,178155,4,28,0,0,0,7,19,0,1,0,11,39,0,1,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0
132283,20000,298814,6,39,2,1,1,12,34,2,0,2,51,225,1,3,1,1,1,0,1,9,0,0,0,0,0,1,1,0,0,0
132679,20000,118807,4,28,2,0,1,10,30,2,0,2,28,131,1,3,1,1,1,0,0,9,0,0,0,0,0,1,1,0,0,0
132290,20000,423992,7,39,1,0,0,26,39,3,1,2,32,211,2,2,1,2,1,0,0,7,0,0,0,0,0,5,5,0,0,0
132275,30000,564056,6,28,1,0,0,5,31,0,4,1,4,23,0,1,2,1,1,1,0,4,0,0,0,0,0,56,56,1,0,0
132690,20000,176505,30,134,4,20,4,60,205,37,36,2,61,430,4,5,0,2,5,1,0,32,0,0,0,0,0,3,3,0,0,0
132674,20000,158121,24,91,3,11,2,23,88,9,13,1,51,309,0,3,0,1,5,0,0,14,0,0,0,0,0,1,1,0,0,0
132267,20000,230208,23,72,1,1,0,13,42,1,1,1,28,181,0,0,0,0,1,0,0,4,0,0,0,0,0,3,3,0,0,0
132245,50000,1775816,46,249,35,150,10,63,316,57,43,5,93,396,2,7,1,10,29,5,23,190,0,0,0,0,1,37,37,0,2,5
132263,30000,774369,1,19,1,3,0,27,43,9,7,2,15,80,1,2,1,1,5,2,2,10,0,0,0,0,0,3,3,0,0,0
132260,20000,212152,13,168,50,254,7,41,286,70,65,12,71,382,10,28,4,9,19,5,23,171,0,0,0,0,1,8,8,0,1,5
132236,30000,613192,23,208,43,212,9,62,276,71,56,10,72,407,3,15,2,9,26,5,23,174,0,0,0,0,1,9,9,0,1,5
132681,20000,320000,24,92,1,1,1,30,63,1,3,2,42,254,2,0,0,1,1,0,0,14,0,0,0,0,0,5,5,0,0,0
132258,30000,524207,36,134,4,12,4,43,153,20,19,1,61,433,2,4,0,2,6,0,0,27,0,0,0,0,0,2,2,0,0,0
132254,20000,462242,21,49,1,1,0,5,34,1,2,1,23,148,0,1,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0
132238,20000,321109,31,108,5,14,4,42,164,31,22,1,66,411,3,5,1,2,5,0,1,27,0,0,0,0,0,1,1,0,0,1
132461,20000,103961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132221,30000,518788,20,179,49,241,5,66,252,60,79,23,73,392,10,19,3,7,22,4,21,139,0,0,0,0,1,7,7,0,0,5
132200,20000,163462,14,62,2,7,2,55,119,11,25,6,29,231,2,3,1,1,1,1,0,21,0,0,0,0,0,31,31,0,2,0
132208,20000,292878,28,117,11,65,5,98,261,44,79,10,59,346,4,7,1,6,3,1,4,55,0,0,0,0,0,32,32,0,2,1
132669,20000,253086,27,112,2,3,0,33,88,2,2,1,48,329,2,1,0,2,6,0,0,7,0,0,0,0,0,2,2,0,0,0
132375,20000,137867,0,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132195,20000,108109,3,32,0,0,0,6,27,0,0,0,2,14,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
132188,20000,380709,12,55,1,0,1,33,54,5,4,5,29,189,2,0,1,1,1,0,0,12,0,0,0,0,0,29,29,0,1,0
132191,20000,343774,44,211,37,188,8,84,289,58,48,3,65,418,5,9,1,6,13,2,9,102,0,0,0,0,1,16,16,0,2,3
132183,20000,114269,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,20000,226517,4,14,0,0,0,3,11,0,1,0,12,37,0,1,0,0,4,0,1,0,0,1,0,0,0,3,3,0,1,0
1444,20000,323739,15,111,3,9,0,20,41,4,10,0,31,150,1,2,0,1,4,0,3,0,0,0,0,1,0,7,7,1,0,0
1488,20000,111447,1,5,0,0,0,0,4,0,1,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1549,20000,230810,9,64,3,7,2,37,113,37,25,6,52,282,3,8,1,1,4,0,4,31,0,0,0,0,0,5,5,0,0,2
1236,20000,387158,7,30,1,2,1,90,123,5,1,2,50,328,0,4,2,1,0,0,1,8,0,0,0,0,1,11,11,0,1,0
1494,50000,1193605,64,46,4,4,2,81,87,20,16,4,56,84,0,2,0,89,10,6,7,5,0,0,0,1,0,24,24,2,1,0
1308,20000,157010,9,23,0,0,0,5,24,0,0,0,1,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1910,30000,535303,4,38,0,1,0,4,35,2,2,6,14,53,0,1,6,0,0,0,1,3,0,0,0,0,0,2,2,0,0,0
2200,20000,112887,0,4,0,0,0,0,10,1,1,1,4,11,0,1,0,5,1,1,0,0,0,0,0,0,0,11,11,3,2,0
1793,20000,188812,11,17,0,0,0,2,12,1,0,1,11,40,0,0,5,0,2,0,0,3,0,1,0,0,0,5,5,1,0,0
1642,20000,292878,21,87,9,52,3,86,216,34,68,9,50,301,4,5,1,4,2,1,4,44,0,0,0,0,0,33,33,0,2,1
1866,20000,471389,4,46,1,0,0,26,24,3,2,1,33,113,0,0,2,3,2,0,0,3,1,0,0,0,0,0,0,1,0,0
1048,20000,136604,32,142,9,21,4,67,312,54,49,1,77,411,2,8,1,4,8,1,2,68,0,0,0,0,1,1,1,0,0,2
1159,20000,183982,0,10,0,0,0,3,7,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
1197476,20000,157532,27,101,2,2,0,25,71,2,2,1,45,289,2,1,0,1,5,0,0,7,0,0,0,0,0,2,2,0,0,0
1108,30000,781023,11,19,1,1,0,6,22,3,1,6,16,46,0,1,3,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0
1878,20000,160000,1,6,1,1,2,2,7,0,1,3,6,12,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0
1787,20000,109163,2,2,0,0,0,2,7,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,20000,321789,1,45,0,0,0,6,45,0,0,2,8,95,0,0,3,8,2,0,0,4,0,0,0,0,0,0,0,0,0,0
1887,20000,489505,6,18,0,0,0,18,29,2,0,2,9,35,0,2,2,1,4,0,1,1,0,0,0,0,0,6,6,0,0,0
1066,20000,111424,7,1,0,0,0,0,5,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,20000,354692,4,13,0,0,0,6,5,0,0,0,1,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,20000,116917,3,32,0,0,0,6,27,0,0,0,2,13,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0
1052,20000,108360,0,5,0,0,0,2,7,1,0,0,5,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2502,20000,111391,0,9,0,0,0,1,7,0,0,0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1743,20000,114269,11,10,0,0,0,2,10,0,0,0,6,35,0,0,0,0,4,0,0,1,0,0,0,0,0,2,2,0,0,0
4140,20000,162592,78,163,24,81,138,112,104,55,98,112,27,128,15,74,240,11,11,5,39,367,0,0,0,1,48,21,21,2,29,3
4770,20000,179179,86,172,27,77,125,102,131,56,105,87,30,139,14,70,232,3,8,7,37,399,0,0,0,1,61,48,48,8,55,6
3100,20000,162779,73,162,27,91,140,106,121,36,103,115,24,131,14,66,247,7,5,5,30,415,0,1,0,1,51,25,25,5,40,4
3750,20000,222326,85,159,23,16,143,89,140,11,12,81,129,74,9,7,192,20,9,16,9,427,0,0,0,0,12,17,17,4,20,2
132781,20000,289440,86,159,24,16,148,89,144,12,12,84,131,79,9,7,196,16,9,18,9,429,0,0,0,0,12,18,18,4,20,2
3158,20000,132493,158,64,6,5,164,54,55,9,8,74,98,119,5,2,251,8,6,3,8,462,0,1,0,0,16,37,37,7,53,1
132768,20000,100316,191,126,3,3,106,27,43,7,4,20,62,60,3,3,128,7,5,2,4,235,0,0,0,0,4,16,16,3,2,2
3676,20000,204846,64,48,8,16,80,88,117,9,12,54,117,89,4,13,122,2,12,2,11,449,0,0,0,0,1,37,37,3,6,1
1996,20000,154076,51,382,6,7,47,95,178,20,28,49,122,135,6,12,166,1,25,5,2,459,0,5,1,0,9,57,57,28,22,4
132737,20000,154076,51,382,6,7,47,94,177,20,28,47,121,135,6,12,160,1,25,5,2,459,0,5,1,0,9,56,56,27,22,4
2534,50000,1840573,62,182,30,84,134,50,138,46,115,121,16,144,16,63,244,0,2,3,20,471,1,7,0,1,84,102,102,19,72,8
4299,50000,1295714,61,52,6,2,6,36,142,54,21,13,98,220,5,10,10,49,43,13,6,30,1,3,3,0,6,81,81,42,12,2
5657,20000,100617,4,4,0,0,4,3,10,2,2,5,2,21,3,2,5,0,4,1,0,13,0,0,1,0,2,0,0,2,0,0
5499,50000,2360241,62,88,4,6,16,59,165,23,29,31,93,341,26,5,32,7,31,4,20,417,1,5,0,1,14,91,91,8,11,7
133157,20000,153075,2,9,1,0,1,1,9,8,3,1,4,3,0,0,2,0,1,0,0,2,0,0,0,0,0,10,10,6,5,0
5042,20000,381488,4,54,10,16,2,37,141,41,26,4,32,114,7,4,5,4,14,1,2,83,0,1,1,0,2,11,11,17,7,1
4282,20000,136828,1,14,0,2,0,13,20,2,8,2,12,18,0,1,0,1,13,0,1,11,0,0,0,0,0,6,6,3,2,0
5893,20000,226034,6,11,1,0,2,11,17,4,3,3,9,32,1,0,6,1,4,1,0,14,0,0,1,0,3,2,2,1,1,5
5493,30000,638090,10,24,0,0,0,4,43,6,7,3,13,64,4,0,0,4,12,0,5,14,0,0,0,1,0,143,143,6,7,2
5345,20000,222356,6,26,2,1,0,7,24,4,6,5,6,34,4,0,3,2,7,1,2,13,0,0,0,0,0,12,12,1,3,0
133205,20000,163000,1,13,1,0,3,0,5,0,1,1,6,18,0,0,5,0,0,0,0,26,0,0,0,1,0,4,4,0,0,0
4034,20000,106153,4,13,0,0,0,1,21,3,3,4,14,24,0,1,3,1,4,0,0,11,0,2,0,0,0,0,0,0,1,0
5000,20000,282673,7,22,0,2,4,5,30,2,2,3,27,122,7,1,0,0,4,0,0,29,0,0,0,0,3,17,17,3,3,0
4970,50000,4529500,61,164,9,6,15,49,316,26,38,56,108,328,10,13,34,13,187,9,19,229,1,1,3,2,53,75,75,7,13,3
4383,20000,308308,16,12,0,2,4,19,30,2,3,7,29,60,1,0,3,11,10,0,0,24,2,0,0,0,3,18,18,2,1,0
132856,20000,136828,1,13,0,2,0,13,21,2,7,2,12,19,0,1,0,0,5,0,1,11,0,0,0,0,0,4,4,3,1,0
4835,50000,2039200,28,72,9,6,14,86,261,59,46,32,82,164,11,16,21,44,121,6,11,278,0,2,1,2,6,160,160,43,16,9
132927,20000,108022,0,7,3,0,0,8,14,6,1,0,0,10,0,0,0,3,7,0,0,6,0,0,0,0,0,20,20,3,2,2
4935,50000,4840600,251,178,25,12,31,86,257,41,59,45,114,313,12,20,40,8,72,5,18,395,0,0,0,3,61,160,160,27,29,41
133094,20000,135631,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4226,20000,196219,1,3,1,0,1,6,24,3,6,3,4,18,1,0,7,2,1,0,0,15,0,0,0,0,1,25,25,1,2,1
5276,20000,292190,10,36,0,1,0,21,23,4,1,1,19,33,0,2,1,10,14,2,2,12,0,0,0,1,4,17,17,9,2,1
6801,50000,1116513,84,185,21,21,4,67,110,17,45,1,28,75,7,46,4,57,4,4,13,3,0,0,0,0,0,91,91,0,0,1
6504,20000,313300,21,10,1,4,0,20,13,1,6,0,0,3,6,13,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0
133381,20000,370000,44,97,21,14,3,55,78,17,42,1,12,45,5,42,4,0,4,4,12,3,0,0,0,0,0,10,10,0,0,0
6136,20000,240300,6,22,0,0,0,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133384,20000,184900,52,114,21,15,3,56,79,17,42,1,13,44,5,42,4,0,4,4,12,3,0,0,0,0,0,5,5,0,0,0
6777,20000,185400,2,4,0,5,2,0,9,0,2,1,1,2,0,7,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
6588,20000,341200,8,31,0,1,0,6,9,0,2,0,3,11,0,0,0,56,0,0,0,0,0,0,0,0,0,45,45,0,0,0
6602,20000,127400,23,12,0,0,0,9,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6619,20000,221106,21,34,0,5,1,7,11,1,5,1,20,27,1,17,18,0,2,0,0,2,0,0,0,0,0,1,1,3,0,0
133416,20000,114663,14,52,0,0,0,6,1,0,1,0,17,30,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6389,20000,104518,63,17,1,4,4,15,33,0,4,1,26,29,1,1,21,8,9,0,3,4,0,0,0,0,0,15,15,2,1,0
6264,30000,696731,135,111,7,14,15,34,44,12,17,15,62,144,8,10,28,63,8,3,3,39,0,0,0,0,3,16,16,5,9,0
6680,20000,142486,25,51,2,0,0,6,19,1,0,0,29,44,3,5,0,2,5,0,0,0,0,0,0,0,0,8,8,1,1,0
6694,20000,164423,12,38,0,1,0,6,7,0,1,0,16,39,2,1,3,17,1,0,0,0,0,0,0,0,0,10,10,1,0,0
6085,20000,110000,4,19,1,1,1,4,16,1,2,0,24,139,4,3,0,2,2,0,0,1,0,0,0,1,0,37,37,7,1,1
133464,20000,230000,8,2,0,0,0,2,2,1,0,0,11,86,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6599,20000,230000,10,4,0,0,0,2,2,1,0,0,10,68,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6737,20000,105457,2,5,0,1,0,1,6,0,0,0,3,35,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133512,20000,400983,2,8,0,0,0,0,6,0,0,0,4,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
133510,50000,2840498,5,13,1,1,0,1,8,1,2,0,7,94,2,3,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0
133523,50000,3920222,9,29,6,1,0,15,16,4,9,0,29,455,8,7,1,1,0,3,2,0,0,0,0,0,0,2,2,3,1,0
133471,20000,389411,3,6,0,2,1,2,4,1,1,0,10,91,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133491,20000,253788,2,2,0,0,0,0,2,2,0,0,6,38,0,1,0,2,0,0,0,0,0,0,0,0,0,6,6,2,0,0
6903,20000,253788,2,1,0,0,0,0,2,1,0,0,5,32,1,1,0,2,0,0,0,0,0,0,0,0,0,6,6,2,0,0
133468,50000,10356500,55,135,8,19,1,41,107,9,20,0,85,403,7,4,0,3,2,10,8,0,0,0,0,0,0,8,8,0,2,0
133499,20000,206234,0,7,0,0,0,0,0,1,0,0,2,34,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0
6132,20000,206234,0,7,0,0,0,0,0,2,0,0,2,26,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0
133522,20000,112187,0,0,0,0,0,0,4,0,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
